Timestamp,Channel_5,Channel_6,Channel_8,Channel_9,Channel_10
2026-06-19 10:27:21.619123,85378.0,115753.44,1283446.62,140599.28,120635.76
2026-06-19 10:27:21.620139,84459.47,114397.91,1247039.0,139193.92,120279.71
2026-06-19 10:27:21.633231,83962.26,115867.16,1238236.12,140599.28,120516.98
2026-06-19 10:27:21.648773,85126.59,115299.68,1269564.62,139894.55,120161.3
2026-06-19 10:27:21.650838,84959.34,114847.84,1321875.38,140458.03,119453.38
2026-06-19 10:27:21.664003,84459.47,114622.64,1220967.5,142738.59,121471.06
2026-06-19 10:27:21.682944,85294.12,115526.33,1229545.12,139473.69,119335.83
2026-06-19 10:27:21.683451,84459.47,114847.84,1362500.12,138636.36,119571.04
2026-06-19 10:27:21.694274,84709.06,114061.69,1229545.12,140458.03,121351.35
2026-06-19 10:27:21.703809,84459.47,114847.84,1204140.0,140882.38,120161.3
2026-06-19 10:27:21.703809,85294.12,114735.19,1292857.62,139473.69,120279.71
2026-06-19 10:27:21.721219,83879.66,113949.85,1204140.0,142882.56,121830.98
2026-06-19 10:27:21.741013,84959.34,115639.8,1156135.25,141308.2,120635.76
2026-06-19 10:27:21.741013,83962.26,114847.84,1216721.25,140599.28,120635.76
2026-06-19 10:27:21.751991,84459.47,114847.84,1212499.75,142021.28,120635.76
2026-06-19 10:27:21.768833,85798.55,115412.94,1242623.75,139754.12,120161.3
2026-06-19 10:27:21.768833,84127.7,115526.33,1148476.0,142021.28,121351.35
2026-06-19 10:27:21.783890,83797.13,114622.64,1148476.0,142164.41,121351.35
2026-06-19 10:27:21.793491,85126.59,114397.91,1336842.38,139054.3,120042.98
2026-06-19 10:27:21.793491,83962.26,114061.69,1269564.62,140316.89,120635.76
2026-06-19 10:27:21.810065,84293.42,115526.33,1229545.12,142307.69,121830.98
2026-06-19 10:27:21.827341,83797.13,114173.64,1167802.0,141308.2,120516.98
2026-06-19 10:27:21.829090,85210.3,114173.64,1183699.12,140740.73,119924.81
2026-06-19 10:27:21.837137,83797.13,114397.91,1233875.88,141308.2,119924.81
2026-06-19 10:27:21.854771,84625.8,115981.0,1274160.38,139613.81,119924.81
2026-06-19 10:27:21.854771,83797.13,114173.64,1175701.0,140316.89,120161.3
2026-06-19 10:27:21.871198,84542.59,115639.8,1171738.0,142021.28,120398.28
2026-06-19 10:27:21.889137,84792.41,113392.38,1171738.0,141450.45,120635.76
2026-06-19 10:27:21.889137,84459.47,113949.85,1247039.0,140599.28,120754.73
2026-06-19 10:27:21.903737,83962.26,114173.64,1292857.62,138914.83,120279.71
2026-06-19 10:27:21.916676,83797.13,114285.7,1220967.5,141024.11,120398.28
2026-06-19 10:27:21.920942,83139.53,114061.69,1233875.88,140740.73,121351.35
2026-06-19 10:27:21.929421,84625.8,113949.85,1233875.88,139473.69,120279.71
2026-06-19 10:27:21.948127,84625.8,115981.0,1247039.0,140316.89,119688.84
2026-06-19 10:27:21.948127,84959.34,114847.84,1216721.25,138358.56,119218.41
2026-06-19 10:27:21.964077,84293.42,114847.84,1307217.0,139473.69,119218.41
