Timestamp,Channel_5,Channel_6,Channel_10,Channel_11,Channel_13
2026-06-17 14:54:00.916118,152621.83,149239.22,166254.86,2889047.5,384615.44
2026-06-17 14:54:00.917357,152466.09,147282.59,167822.08,2743747.75,379508.09
2026-06-17 14:54:00.933832,151535.66,147282.59,168172.86,2978943.0,378387.94
2026-06-17 14:54:00.945538,154032.23,149087.59,168700.8,2955972.75,377829.56
2026-06-17 14:54:00.956801,153403.44,149542.95,168524.61,3025956.25,381198.66
2026-06-17 14:54:00.958559,153090.23,149087.59,168524.61,2911032.25,380633.72
2026-06-17 14:54:00.991798,153090.23,147432.03,167997.36,2911032.25,386341.91
2026-06-17 14:54:01.017432,152466.09,148936.16,168348.64,2867387.75,379508.09
2026-06-17 14:54:01.018693,152777.78,149390.97,168700.8,2867387.75,378947.44
2026-06-17 14:54:01.023866,152466.09,148181.83,170475.56,2867387.75,377829.56
2026-06-17 14:54:01.024234,151845.02,147881.36,170118.73,2955972.75,385765.16
2026-06-17 14:54:01.024682,152777.78,147432.03,169407.91,2867387.75,377829.56
2026-06-17 14:54:01.032462,152155.17,147282.59,170297.05,2955972.75,380633.72
2026-06-17 14:54:01.046933,152777.78,148332.31,168348.64,2294738.0,378947.44
2026-06-17 14:54:01.049922,152310.55,149239.22,171012.56,2933336.0,382900.84
2026-06-17 14:54:01.062298,152621.83,148181.83,168700.8,2955972.75,378947.44
2026-06-17 14:54:01.078206,152466.09,147282.59,168877.17,2933336.0,386341.91
2026-06-17 14:54:01.078765,153090.23,147432.03,169053.84,2704798.25,385189.59
2026-06-17 14:54:01.096171,153090.23,149087.59,170118.73,2911032.25,378947.44
2026-06-17 14:54:01.108858,152777.78,150000.0,168877.17,2955972.75,381198.66
2026-06-17 14:54:01.122914,153090.23,150152.73,169053.84,2911032.25,382900.84
2026-06-17 14:54:01.137245,153090.23,150305.61,168348.64,2911032.25,378387.94
2026-06-17 14:54:01.160504,150919.12,149087.59,170118.73,2933336.0,381198.66
2026-06-17 14:54:01.160562,152466.09,149695.12,167647.09,3002268.0,378947.44
2026-06-17 14:54:01.160962,152777.78,147581.62,168877.17,2955972.75,378387.94
2026-06-17 14:54:01.167810,152777.78,148031.5,169053.84,2933336.0,379508.09
2026-06-17 14:54:01.169780,152777.78,147731.39,167822.08,3099220.25,381764.78
2026-06-17 14:54:01.183624,153246.77,147881.36,167822.08,3002268.0,382900.84
2026-06-17 14:54:01.198375,152777.78,148181.83,168172.86,2955972.75,381198.66
2026-06-17 14:54:01.212547,152466.09,148181.83,168172.86,2889047.5,379508.09
2026-06-17 14:54:01.214787,152310.55,148031.5,169407.91,2933336.0,378947.44
2026-06-17 14:54:01.217183,152933.89,149847.45,167997.36,3002268.0,381764.78
2026-06-17 14:54:01.227184,154981.34,147282.59,169230.78,2743747.75,382332.22
2026-06-17 14:54:01.242140,153090.23,148483.03,169407.91,3025956.25,378387.94
2026-06-17 14:54:01.256671,151845.02,147581.62,168348.64,2911032.25,380633.72
2026-06-17 14:54:01.258337,152466.09,148784.94,170475.56,2889047.5,389832.53
2026-06-17 14:54:01.272026,153090.23,147881.36,169940.62,2933336.0,377272.66
2026-06-17 14:54:01.287334,152155.17,149087.59,170475.56,2933336.0,381764.78
2026-06-17 14:54:01.302832,152155.17,149390.97,170118.73,2743747.75,382332.22
2026-06-17 14:54:01.329532,152777.78,147432.03,168172.86,2911032.25,378947.44
2026-06-17 14:54:01.335547,152310.55,147282.59,170118.73,2911032.25,386920.34
2026-06-17 14:54:01.335579,152933.89,145798.31,169053.84,2889047.5,382332.22
2026-06-17 14:54:01.336648,151999.98,147581.62,169053.84,2933336.0,382900.84
2026-06-17 14:54:01.363433,152933.89,148483.03,170475.56,3025956.25,385765.16
2026-06-17 14:54:01.377996,151535.66,147881.36,168524.61,2825003.25,381198.66
2026-06-17 14:54:01.382616,152466.09,147731.39,170297.05,3002268.0,377272.66
2026-06-17 14:54:01.383852,151845.02,149087.59,170118.73,2867387.75,380633.72
2026-06-17 14:54:01.385022,153090.23,148332.31,170833.28,2911032.25,380633.72
2026-06-17 14:54:01.385054,152155.17,148181.83,171012.56,3050002.0,377829.56
2026-06-17 14:54:01.406915,153403.44,147432.03,169762.86,3050002.0,382900.84
2026-06-17 14:54:01.408721,152777.78,148936.16,170475.56,3002268.0,376162.91
2026-06-17 14:54:01.422153,153403.44,147881.36,168877.17,2867387.75,381764.78
2026-06-17 14:54:01.439955,152621.83,149087.59,170475.56,3050002.0,378947.44
2026-06-17 14:54:01.441454,153403.44,147881.36,168877.17,2955972.75,389832.53
2026-06-17 14:54:01.455014,151535.66,148181.83,169230.78,2889047.5,377272.66
2026-06-17 14:54:01.469298,152155.17,149390.97,168877.17,3025956.25,382332.22
2026-06-17 14:54:01.482342,152310.55,149087.59,169053.84,2933336.0,381198.66
2026-06-17 14:54:01.487034,153403.44,149087.59,169053.84,2955972.75,377829.56
2026-06-17 14:54:01.487076,152155.17,149087.59,169762.86,2911032.25,382900.84
2026-06-17 14:54:01.497209,154981.34,148031.5,167647.09,2911032.25,380633.72
2026-06-17 14:54:01.512062,154032.23,148936.16,169053.84,3025956.25,378947.44
2026-06-17 14:54:01.527114,152155.17,149087.59,170118.73,2933336.0,376162.91
2026-06-17 14:54:01.541882,152155.17,148181.83,169053.84,2911032.25,379508.09
2026-06-17 14:54:01.543406,151845.02,148936.16,168877.17,2867387.75,378387.94
2026-06-17 14:54:01.545499,152777.78,147881.36,169230.78,2911032.25,383470.94
2026-06-17 14:54:01.557793,155140.2,147881.36,167997.36,3050002.0,381764.78
2026-06-17 14:54:01.572323,152466.09,147731.39,170297.05,3002268.0,376162.91
2026-06-17 14:54:01.595443,152621.83,148181.83,170118.73,2933336.0,387500.03
2026-06-17 14:54:01.603181,153403.44,147581.62,169230.78,2933336.0,381764.78
2026-06-17 14:54:01.618025,152466.09,149087.59,170475.56,2933336.0,380070.25
2026-06-17 14:54:01.620100,152155.17,147581.62,170297.05,3050002.0,385189.59
2026-06-17 14:54:01.622379,153403.44,149239.22,168348.64,3002268.0,381764.78
2026-06-17 14:54:01.632856,152777.78,149087.59,169407.91,2889047.5,378947.44
2026-06-17 14:54:01.647924,152777.78,147282.59,168700.8,3002268.0,385189.59
2026-06-17 14:54:01.649965,153090.23,147881.36,170475.56,3002268.0,381198.66
2026-06-17 14:54:01.663992,152310.55,147282.59,169230.78,3002268.0,378947.44
2026-06-17 14:54:01.676793,151690.22,147282.59,170118.73,2955972.75,377272.66
2026-06-17 14:54:01.678458,153090.23,147731.39,168877.17,2933336.0,382900.84
