Timestamp,Channel_1
0.00,89583.34
0.05,89583.34
0.10,90288.1
0.15,89232.9
0.20,89232.9
0.25,89232.9
0.30,89847
0.35,89407.95
0.40,89145.49
0.45,89058.17
0.50,89232.9
0.55,89320.4
0.60,88883.77
0.65,89847
0.70,89583.34
0.75,89935.06
0.80,89583.34
0.85,89232.9
0.90,89407.95
0.95,89232.9
1.00,89232.9
1.05,89058.17
1.10,89495.59
1.15,89232.9
1.20,89145.49
1.25,89583.34
1.30,89495.59
1.35,89407.95
1.40,89058.17
1.45,89407.95
1.50,89058.17
1.55,89232.9
1.60,89232.9
1.65,89320.4
1.70,89232.9
1.75,89320.4
1.80,89320.4
1.85,89232.9
1.90,89232.9
1.95,89847
2.00,89583.34
2.05,89407.95
2.10,90023.21
2.15,89935.06
2.20,89583.34
2.25,89232.9
2.30,89935.06
2.35,89583.34
2.40,89058.17
2.45,89583.34
2.50,89058.17
2.55,88883.77
2.60,89847
2.65,89407.95
2.70,89583.34
2.75,89583.34
2.80,89232.9
2.85,89407.95
2.90,90023.21
2.95,88883.77
3.00,89495.59
3.05,89232.9
3.10,89407.95
3.15,89495.59
3.20,89759.05
3.25,89232.9
3.30,89407.95
3.35,89583.34
3.40,90111.41
3.45,89232.9
3.50,89145.49
3.55,89145.49
3.60,89583.34
3.65,88970.93
3.70,88970.93
3.75,89232.9
3.80,89407.95
3.85,89232.9
3.90,89232.9
3.95,89583.34
4.00,89583.34
4.05,89232.9
4.10,89935.06
4.15,89583.34
4.20,89058.17
4.25,89058.17
4.30,89847
4.35,89935.06
4.40,89583.34
4.45,89583.34
4.50,89320.4
4.55,89583.34
4.60,89320.4
4.65,89407.95
4.70,89320.4
4.75,89320.4
4.80,89583.34
4.85,89320.4
4.90,89145.49
4.95,89232.9
5.00,89495.59
5.05,89058.17
5.10,89320.4
5.15,89058.17
5.20,89935.06
5.25,89759.05
5.30,89232.9
5.35,89320.4
5.40,89407.95
5.45,89583.34
5.50,89935.06
5.55,89583.34
5.60,89407.95
5.65,89583.34
5.70,89407.95
5.75,89583.34
5.80,89583.34
5.85,89583.34
5.90,89058.17
5.95,89495.59
6.00,89583.34
6.05,89407.95
6.10,89935.06
6.15,89232.9
6.20,89058.17
6.25,89583.34
6.30,89232.9
6.35,89583.34
6.40,89935.06
6.45,89232.9
6.50,89583.34
6.55,89320.4
6.60,89407.95
6.65,90111.41
6.70,89583.34
6.75,89495.59
6.80,89935.06
6.85,89583.34
6.90,89407.95
6.95,89407.95
7.00,89935.06
7.05,89145.49
7.10,89407.95
7.15,89407.95
7.20,89232.9
7.25,88189.34
7.30,88709.68
7.35,88189.34
7.40,88883.77
7.45,87930.23
7.50,88709.68
7.55,88189.34
7.60,88883.77
7.65,87844.04
7.70,88883.77
7.75,89058.17
7.80,89058.17
7.85,88709.68
7.90,89058.17
7.95,88709.68
8.00,88883.77
8.05,89058.17
8.10,89495.59
8.15,88796.69
8.20,88883.77
8.25,88709.68
8.30,88883.77
8.35,88102.89
8.40,88883.77
8.45,88970.93
8.50,89058.17
8.55,89058.17
8.60,88883.77
8.65,89058.17
8.70,88796.69
8.75,88796.69
8.80,88883.77
8.85,88275.87
8.90,88883.77
8.95,89145.49
9.00,88970.93
9.05,88189.34
9.10,89407.95
9.15,89058.17
9.20,88970.93
9.25,89320.4
9.30,88883.77
9.35,89320.4
9.40,88970.93
9.45,89058.17
9.50,89407.95
9.55,89407.95
9.60,89320.4
9.65,89145.49
9.70,89407.95
9.75,89320.4
9.80,89320.4
9.85,88970.93
9.90,89232.9
9.95,89232.9
10.00,89232.9
10.05,89495.59
10.10,89407.95
10.15,89407.95
10.20,89407.95
10.25,89232.9
10.30,89232.9
10.35,89495.59
10.40,89583.34
10.45,89058.17
10.50,89407.95
10.55,89407.95
10.60,89145.49
10.65,89407.95
10.70,89232.9
10.75,89058.17
10.80,89935.06
10.85,89407.95
10.90,89058.17
10.95,88275.87
11.00,88189.34
11.05,88016.53
11.10,87671.86
11.15,87500
11.20,87930.23
11.25,87671.86
11.30,87844.04
11.35,87328.45
11.40,87671.86
11.45,87930.23
11.50,87585.9
11.55,87500
11.60,87757.91
11.65,87757.91
11.70,87844.04
11.75,87585.9
11.80,87585.9
11.85,87671.86
11.90,87757.91
11.95,87844.04
12.00,87930.23
12.05,88016.53
12.10,87844.04
12.15,88275.87
12.20,88016.53
12.25,87844.04
12.30,87844.04
12.35,89058.17
12.40,88883.77
12.45,88189.34
12.50,88970.93
12.55,88189.34
12.60,88189.34
12.65,88709.68
12.70,88970.93
12.75,88970.93
12.80,88883.77
12.85,88189.34
12.90,88970.93
12.95,88189.34
13.00,88016.53
13.05,88016.53
13.10,87844.04
13.15,87585.9
13.20,87671.86
13.25,87500
13.30,87671.86
13.35,87500
13.40,87757.91
13.45,87844.04
13.50,87585.9
13.55,87844.04
13.60,87757.91
13.65,87585.9
13.70,87844.04
13.75,87585.9
13.80,87585.9
13.85,87585.9
13.90,87844.04
13.95,87671.86
14.00,87671.86
14.05,87671.86
14.10,87500
14.15,87844.04
14.20,87844.04
14.25,87585.9
14.30,87757.91
14.35,87328.45
14.40,87500
14.45,87242.8
14.50,87500
14.55,87757.91
14.60,87844.04
14.65,87844.04
14.70,87671.86
14.75,87930.23
14.80,87930.23
14.85,87757.91
14.90,87844.04
14.95,87757.91
15.00,88189.34
15.05,88189.34
15.10,88189.34
15.15,88275.87
15.20,87757.91
15.25,87844.04
15.30,88016.53
15.35,88189.34
15.40,88189.34
15.45,88102.89
15.50,88016.53
15.55,88275.87
15.60,88016.53
15.65,88883.77
15.70,88883.77
15.75,88016.53
15.80,88275.87
15.85,87930.23
15.90,88709.68
15.95,88016.53
16.00,88102.89
16.05,88016.53
16.10,88883.77
16.15,88883.77
16.20,88883.77
16.25,88883.77
16.30,88189.34
16.35,88275.87
16.40,88709.68
16.45,88970.93
16.50,88709.68
16.55,88883.77
16.60,88883.77
16.65,88883.77
16.70,88709.68
16.75,88970.93
16.80,88883.77
16.85,88102.89
16.90,88709.68
16.95,88883.77
17.00,88189.34
17.05,89058.17
17.10,88883.77
17.15,89145.49
17.20,88275.87
17.25,89058.17
17.30,88883.77
17.35,88883.77
17.40,88189.34
17.45,88883.77
17.50,88970.93
17.55,88189.34
17.60,88189.34
17.65,88883.77
17.70,88883.77
17.75,88970.93
17.80,88970.93
17.85,89583.34
17.90,89058.17
17.95,88709.68
18.00,88883.77
18.05,89145.49
18.10,89145.49
18.15,89232.9
18.20,89058.17
18.25,89058.17
18.30,89145.49
18.35,88970.93
18.40,89058.17
18.45,89058.17
18.50,88016.53
18.55,89232.9
18.60,88883.77
18.65,88102.89
18.70,88883.77
18.75,88275.87
18.80,88189.34
18.85,88883.77
18.90,88883.77
18.95,88883.77
19.00,88883.77
19.05,88016.53
19.10,89058.17
19.15,88275.87
19.20,88883.77
19.25,88970.93
19.30,89145.49
19.35,88883.77
19.40,88709.68
19.45,88189.34
19.50,88883.77
19.55,88970.93
19.60,88796.69
19.65,88796.69
19.70,89058.17
19.75,88189.34
19.80,88709.68
19.85,88883.77
19.90,88796.69
19.95,89058.17
20.00,88883.77
20.05,88102.89
20.10,88709.68
20.15,88883.77
20.20,88189.34
20.25,88189.34
20.30,88883.77
20.35,89058.17
20.40,88102.89
20.45,88275.87
20.50,88883.77
20.55,88189.34
20.60,88883.77
20.65,88883.77
20.70,89058.17
20.75,88883.77
20.80,88275.87
20.85,88970.93
20.90,88883.77
20.95,88709.68
21.00,88883.77
21.05,88709.68
21.10,88796.69
21.15,88016.53
21.20,87844.04
21.25,87671.86
21.30,87844.04
21.35,87757.91
21.40,88709.68
21.45,88189.34
21.50,88016.53
21.55,88189.34
21.60,88189.34
21.65,88883.77
21.70,88883.77
21.75,88970.93
21.80,88883.77
21.85,88709.68
21.90,88883.77
21.95,88102.89
22.00,88883.77
22.05,89058.17
22.10,88883.77
22.15,88883.77
22.20,89058.17
22.25,89145.49
22.30,88016.53
22.35,88796.69
22.40,88883.77
22.45,89058.17
22.50,88970.93
22.55,89145.49
22.60,88883.77
22.65,88883.77
22.70,89232.9
22.75,88883.77
22.80,88016.53
22.85,88189.34
22.90,89058.17
22.95,88189.34
23.00,88970.93
23.05,88189.34
23.10,88883.77
23.15,88883.77
23.20,88709.68
23.25,88796.69
23.30,88970.93
23.35,88883.77
23.40,88883.77
23.45,89058.17
23.50,89232.9
23.55,88796.69
23.60,88883.77
23.65,88970.93
23.70,89058.17
23.75,89232.9
23.80,89058.17
23.85,88796.69
23.90,88883.77
23.95,88796.69
24.00,88970.93
24.05,88970.93
24.10,88102.89
24.15,88275.87
24.20,89232.9
24.25,89058.17
24.30,88709.68
24.35,88970.93
24.40,89058.17
24.45,89058.17
24.50,88970.93
24.55,88883.77
24.60,88189.34
24.65,88189.34
24.70,88189.34
24.75,89058.17
24.80,88709.68
24.85,89145.49
24.90,89232.9
24.95,89058.17
25.00,88970.93
25.05,89058.17
25.10,88883.77
25.15,88970.93
25.20,89058.17
25.25,89058.17
25.30,88970.93
25.35,89232.9
25.40,89145.49
25.45,89058.17
25.50,89232.9
25.55,89058.17
25.60,88883.77
25.65,89232.9
25.70,88970.93
25.75,89232.9
25.80,89232.9
25.85,89058.17
25.90,89058.17
25.95,88883.77
26.00,89407.95
26.05,88796.69
26.10,88970.93
26.15,88970.93
26.20,88796.69
26.25,88883.77
26.30,88709.68
26.35,88970.93
26.40,88189.34
26.45,88883.77
26.50,88709.68
26.55,88275.87
26.60,88883.77
26.65,88883.77
26.70,88709.68
26.75,88189.34
26.80,89058.17
26.85,88796.69
26.90,88709.68
26.95,88883.77
27.00,88189.34
27.05,88709.68
27.10,88275.87
27.15,88709.68
27.20,88796.69
27.25,88970.93
27.30,88189.34
27.35,88709.68
27.40,88883.77
27.45,88275.87
27.50,88189.34
27.55,88883.77
27.60,88970.93
27.65,88709.68
27.70,88883.77
27.75,89058.17
27.80,88275.87
27.85,88709.68
27.90,88970.93
27.95,88796.69
28.00,88796.69
28.05,89232.9
28.10,88189.34
28.15,88189.34
28.20,88883.77
28.25,88883.77
28.30,88883.77
28.35,88796.69
28.40,88883.77
28.45,89145.49
28.50,88883.77
28.55,89058.17
28.60,88796.69
28.65,88883.77
28.70,88275.87
28.75,89583.34
28.80,88970.93
28.85,88970.93
28.90,89058.17
28.95,88189.34
29.00,88883.77
29.05,88189.34
29.10,88970.93
29.15,88970.93
29.20,88970.93
29.25,89145.49
29.30,88970.93
29.35,89058.17
29.40,88970.93
29.45,88189.34
29.50,88883.77
29.55,88189.34
29.60,88883.77
29.65,89058.17
29.70,88796.69
29.75,89232.9
