Timestamp,Channel_1,Channel_2,Channel_18,Channel_19,Channel_20,Channel_21
2026-06-10 16:32:15.610885,192918.47,-1.0,0.0,0.0,0.0,31.56
2026-06-10 16:32:15.731279,193338.11,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:15.791649,192500.02,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:15.911626,192918.47,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:16.035661,195241.52,-1.0,0.0,0.0,0.0,31.56
2026-06-10 16:32:16.107577,194816.41,-1.0,0.0,0.0,0.0,31.66
2026-06-10 16:32:16.229759,195667.86,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:16.332925,193548.39,-1.0,0.0,0.0,0.0,31.58
2026-06-10 16:32:16.393445,188787.0,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:16.513646,188583.5,-1.0,0.0,0.0,0.0,31.51
2026-06-10 16:32:16.632248,187772.3,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:16.693691,189603.94,-1.0,0.0,0.0,0.0,31.59
2026-06-10 16:32:16.812830,190014.14,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:16.931723,192291.23,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:16.996577,192918.47,-1.0,0.0,0.0,0.0,31.5
2026-06-10 16:32:17.112015,188787.0,-1.0,0.0,0.0,0.0,31.61
2026-06-10 16:32:17.296632,191044.73,-1.0,0.0,0.0,0.0,31.56
2026-06-10 16:32:17.298209,193128.08,-1.0,0.0,0.0,0.0,31.52
2026-06-10 16:32:17.426078,194181.03,-1.0,0.0,0.0,0.0,31.56
2026-06-10 16:32:17.535442,189603.94,-1.0,0.0,0.0,0.0,31.63
2026-06-10 16:32:17.652613,196309.69,-1.0,0.0,0.0,0.0,31.53
2026-06-10 16:32:17.774099,193758.97,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:17.893832,200660.73,-1.0,0.0,0.0,0.0,31.5
2026-06-10 16:32:17.893869,197601.78,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:18.012548,196739.11,-1.0,0.0,0.0,0.0,31.59
2026-06-10 16:32:18.135635,195454.53,-1.0,0.0,0.0,0.0,31.59
2026-06-10 16:32:18.252845,207432.41,-1.0,0.0,0.0,0.0,31.52
2026-06-10 16:32:18.433542,217441.89,-1.0,0.0,0.0,0.0,31.52
2026-06-10 16:32:18.434071,239270.86,-1.0,0.0,0.0,0.0,31.56
2026-06-10 16:32:18.491712,251804.16,-1.0,0.0,0.0,0.0,31.53
2026-06-10 16:32:18.614352,264000.03,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:18.731650,279870.12,-1.0,0.0,0.0,0.0,31.59
2026-06-10 16:32:18.799313,285230.44,-1.0,0.0,0.0,0.0,31.59
2026-06-10 16:32:18.917889,292617.47,-1.0,0.0,0.0,0.0,31.46
2026-06-10 16:32:19.036272,298346.28,-1.0,0.0,0.0,0.0,31.56
2026-06-10 16:32:19.091678,294889.0,-1.0,0.0,0.0,0.0,31.56
2026-06-10 16:32:19.211518,297572.81,-1.0,0.0,0.0,0.0,31.65
2026-06-10 16:32:19.338361,292241.41,-1.0,0.0,0.0,0.0,31.59
2026-06-10 16:32:19.392756,289258.5,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:19.511481,268918.91,-1.0,0.0,0.0,0.0,31.62
2026-06-10 16:32:19.632424,248510.69,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:19.692212,242391.31,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:19.813144,224999.98,-1.0,0.0,0.0,0.0,31.6
2026-06-10 16:32:19.932775,215485.33,-1.0,0.0,0.0,0.0,31.64
2026-06-10 16:32:19.993096,211643.84,-1.0,0.0,0.0,0.0,31.6
2026-06-10 16:32:20.112877,210227.28,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:20.234103,204234.75,-1.0,0.0,0.0,0.0,31.64
2026-06-10 16:32:20.291695,203783.38,-1.0,0.0,0.0,0.0,31.56
2026-06-10 16:32:20.411757,207201.77,-1.0,0.0,0.0,0.0,31.58
2026-06-10 16:32:20.545954,200881.72,-1.0,0.0,0.0,0.0,31.58
2026-06-10 16:32:20.653393,196524.31,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:20.713231,198469.34,-1.0,0.0,0.0,0.0,31.69
2026-06-10 16:32:20.832012,195028.81,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:20.892459,196309.69,-1.0,0.0,0.0,0.0,31.52
2026-06-10 16:32:21.071985,210933.88,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:21.191758,225516.67,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:21.193372,252409.56,-1.0,0.0,0.0,0.0,31.6
2026-06-10 16:32:21.321639,265625.03,-1.0,0.0,0.0,0.0,31.61
2026-06-10 16:32:21.441395,270253.25,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:21.492026,267264.56,-1.0,0.0,0.0,0.0,31.59
2026-06-10 16:32:21.791579,289628.97,-1.0,0.0,0.0,0.0,31.6
2026-06-10 16:32:21.794050,274999.94,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:21.912638,267594.25,-1.0,0.0,0.0,0.0,31.5
2026-06-10 16:32:21.913140,274314.41,-1.0,0.0,0.0,0.0,31.59
2026-06-10 16:32:22.031768,275688.09,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:22.166017,273631.44,-1.0,0.0,0.0,0.0,31.59
2026-06-10 16:32:22.213186,269584.81,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:22.332357,263676.75,-1.0,0.0,0.0,0.0,31.58
2026-06-10 16:32:22.392459,253626.95,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:22.513189,234832.36,-1.0,0.0,0.0,0.0,31.51
2026-06-10 16:32:22.631757,236759.92,-1.0,0.0,0.0,0.0,31.6
2026-06-10 16:32:22.693987,218181.78,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:22.815777,219672.16,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:22.935908,202884.61,-1.0,0.0,0.0,0.0,31.51
2026-06-10 16:32:22.991717,204234.75,-1.0,0.0,0.0,0.0,31.67
2026-06-10 16:32:23.111697,197169.8,-1.0,0.0,0.0,0.0,31.59
2026-06-10 16:32:23.233260,204234.75,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:23.293296,198905.14,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:23.412841,197169.8,-1.0,0.0,0.0,0.0,31.61
2026-06-10 16:32:23.531404,196309.69,-1.0,0.0,0.0,0.0,31.5
2026-06-10 16:32:23.660651,190631.63,-1.0,0.0,0.0,0.0,31.56
2026-06-10 16:32:23.712791,202884.61,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:23.832025,193548.39,-1.0,0.0,0.0,0.0,31.61
2026-06-10 16:32:23.892182,195667.86,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:24.017329,196739.11,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:24.132211,210462.48,-1.0,0.0,0.0,0.0,31.61
2026-06-10 16:32:24.192048,227076.64,-1.0,0.0,0.0,0.0,31.53
2026-06-10 16:32:24.318436,247033.86,-1.0,0.0,0.0,0.0,31.58
2026-06-10 16:32:24.442358,250000.05,-1.0,0.0,0.0,0.0,31.58
2026-06-10 16:32:24.491998,257954.53,-1.0,0.0,0.0,0.0,31.63
2026-06-10 16:32:24.611559,260158.27,-1.0,0.0,0.0,0.0,31.56
2026-06-10 16:32:24.731796,259525.86,-1.0,0.0,0.0,0.0,31.53
2026-06-10 16:32:24.852175,259841.8,-1.0,0.0,0.0,0.0,31.65
2026-06-10 16:32:24.985208,255468.75,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:25.211897,270253.25,-1.0,0.0,0.0,0.0,31.58
2026-06-10 16:32:25.213266,274999.94,-1.0,0.0,0.0,0.0,31.64
2026-06-10 16:32:25.214536,257954.53,-1.0,0.0,0.0,0.0,31.63
2026-06-10 16:32:25.331631,261749.08,-1.0,0.0,0.0,0.0,31.64
2026-06-10 16:32:25.453384,251804.16,-1.0,0.0,0.0,0.0,31.59
2026-06-10 16:32:25.573267,235106.36,-1.0,0.0,0.0,0.0,31.64
2026-06-10 16:32:25.693212,218925.25,-1.0,0.0,0.0,0.0,31.59
2026-06-10 16:32:25.693249,211170.22,-1.0,0.0,0.0,0.0,31.58
2026-06-10 16:32:25.812402,202884.61,-1.0,0.0,0.0,0.0,31.61
2026-06-10 16:32:25.932501,199342.06,-1.0,0.0,0.0,0.0,31.64
2026-06-10 16:32:25.991496,189603.94,-1.0,0.0,0.0,0.0,31.6
2026-06-10 16:32:26.111652,192500.02,-1.0,0.0,0.0,0.0,31.66
2026-06-10 16:32:26.231799,190219.73,-1.0,0.0,0.0,0.0,31.61
2026-06-10 16:32:26.292970,192709.09,-1.0,0.0,0.0,0.0,31.6
2026-06-10 16:32:26.413992,186363.64,-1.0,0.0,0.0,0.0,31.63
2026-06-10 16:32:26.532030,187166.91,-1.0,0.0,0.0,0.0,31.61
2026-06-10 16:32:26.651885,185963.69,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:26.715382,189399.33,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:26.832182,198687.11,-1.0,0.0,0.0,0.0,31.52
2026-06-10 16:32:26.891817,206971.48,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:27.025778,235931.06,-1.0,0.0,0.0,0.0,31.62
2026-06-10 16:32:27.136579,249104.81,-1.0,0.0,0.0,0.0,31.69
2026-06-10 16:32:27.192259,259841.8,-1.0,0.0,0.0,0.0,31.53
2026-06-10 16:32:27.311969,258267.69,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:27.431972,267924.53,-1.0,0.0,0.0,0.0,31.6
2026-06-10 16:32:27.496437,273631.44,-1.0,0.0,0.0,0.0,31.65
2026-06-10 16:32:27.613499,287784.16,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:27.791423,285230.44,-1.0,0.0,0.0,0.0,31.67
2026-06-10 16:32:27.792921,272272.69,-1.0,0.0,0.0,0.0,31.61
2026-06-10 16:32:27.922802,291866.06,-1.0,0.0,0.0,0.0,31.52
2026-06-10 16:32:28.039235,276033.09,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:28.093490,279870.12,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:28.211813,264973.19,-1.0,0.0,0.0,0.0,31.59
2026-06-10 16:32:28.332038,240965.89,-1.0,0.0,0.0,0.0,31.6
2026-06-10 16:32:28.393908,226555.0,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:28.516985,220172.03,-1.0,0.0,0.0,0.0,31.58
2026-06-10 16:32:28.632365,214033.73,-1.0,0.0,0.0,0.0,31.61
2026-06-10 16:32:28.756940,210698.03,-1.0,0.0,0.0,0.0,31.62
2026-06-10 16:32:28.872563,198251.97,-1.0,0.0,0.0,0.0,31.58
2026-06-10 16:32:28.992593,194181.03,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:28.993716,192500.02,-1.0,0.0,0.0,0.0,31.62
2026-06-10 16:32:29.112867,187570.2,-1.0,0.0,0.0,0.0,31.56
2026-06-10 16:32:29.233649,189808.89,-1.0,0.0,0.0,0.0,31.61
2026-06-10 16:32:29.352151,187570.2,-1.0,0.0,0.0,0.0,31.56
2026-06-10 16:32:29.472059,186965.66,-1.0,0.0,0.0,0.0,31.61
2026-06-10 16:32:29.720893,192709.09,-1.0,0.0,0.0,0.0,31.63
2026-06-10 16:32:29.720927,185564.86,-1.0,0.0,0.0,0.0,31.62
2026-06-10 16:32:29.720941,185564.86,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:29.847257,185564.86,-1.0,0.0,0.0,0.0,31.63
2026-06-10 16:32:29.892218,192082.7,-1.0,0.0,0.0,0.0,31.6
2026-06-10 16:32:30.012103,183980.53,-1.0,0.0,0.0,0.0,31.64
2026-06-10 16:32:30.132482,183195.05,-1.0,0.0,0.0,0.0,31.61
2026-06-10 16:32:30.194637,184375.02,-1.0,0.0,0.0,0.0,31.64
2026-06-10 16:32:30.319417,182803.84,-1.0,0.0,0.0,0.0,31.56
2026-06-10 16:32:30.431607,181250.03,-1.0,0.0,0.0,0.0,31.56
2026-06-10 16:32:30.492768,183195.05,-1.0,0.0,0.0,0.0,31.59
2026-06-10 16:32:30.612788,177439.03,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:30.731390,174096.36,-1.0,0.0,0.0,0.0,31.68
2026-06-10 16:32:30.791704,182413.81,-1.0,0.0,0.0,0.0,31.61
2026-06-10 16:32:30.914599,178192.94,-1.0,0.0,0.0,0.0,31.58
2026-06-10 16:32:31.036050,177439.03,-1.0,0.0,0.0,0.0,31.64
2026-06-10 16:32:31.100278,173913.08,-1.0,0.0,0.0,0.0,31.63
2026-06-10 16:32:31.216325,177063.61,-1.0,0.0,0.0,0.0,31.6
2026-06-10 16:32:31.336019,171912.34,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:31.456503,172455.08,-1.0,0.0,0.0,0.0,31.56
2026-06-10 16:32:31.513183,179904.3,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:31.631854,174096.36,-1.0,0.0,0.0,0.0,31.62
2026-06-10 16:32:31.697218,183587.28,-1.0,0.0,0.0,0.0,31.6
2026-06-10 16:32:31.812500,176315.75,-1.0,0.0,0.0,0.0,31.65
2026-06-10 16:32:31.931849,174647.91,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:31.991738,176315.75,-1.0,0.0,0.0,0.0,31.58
2026-06-10 16:32:32.112034,174832.25,-1.0,0.0,0.0,0.0,31.61
2026-06-10 16:32:32.231895,174832.25,-1.0,0.0,0.0,0.0,31.62
2026-06-10 16:32:32.295717,175016.77,-1.0,0.0,0.0,0.0,31.64
2026-06-10 16:32:32.412582,176689.2,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:32.533780,174647.91,-1.0,0.0,0.0,0.0,31.59
2026-06-10 16:32:32.651822,174832.25,-1.0,0.0,0.0,0.0,31.5
2026-06-10 16:32:32.773470,175016.77,-1.0,0.0,0.0,0.0,31.61
2026-06-10 16:32:32.892909,173364.47,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:32.893550,175201.58,-1.0,0.0,0.0,0.0,31.56
2026-06-10 16:32:33.011815,171012.56,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:33.131937,172273.94,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:33.252084,170297.05,-1.0,0.0,0.0,0.0,31.56
2026-06-10 16:32:33.387870,175386.66,-1.0,0.0,0.0,0.0,31.61
2026-06-10 16:32:33.492096,169940.63,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:33.493699,170833.28,-1.0,0.0,0.0,0.0,31.5
2026-06-10 16:32:33.611888,170475.56,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:33.732836,172273.94,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:33.791714,178192.94,-1.0,0.0,0.0,0.0,31.56
2026-06-10 16:32:33.925277,174096.36,-1.0,0.0,0.0,0.0,31.59
2026-06-10 16:32:34.032275,176129.44,-1.0,0.0,0.0,0.0,31.65
2026-06-10 16:32:34.093596,173729.98,-1.0,0.0,0.0,0.0,31.66
2026-06-10 16:32:34.227651,172999.98,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:34.347004,169762.86,-1.0,0.0,0.0,0.0,31.52
2026-06-10 16:32:34.393312,173729.98,-1.0,0.0,0.0,0.0,31.61
2026-06-10 16:32:34.511922,171912.34,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:34.631987,173913.08,-1.0,0.0,0.0,0.0,31.62
2026-06-10 16:32:34.692647,170297.05,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:34.812450,175016.77,-1.0,0.0,0.0,0.0,31.53
2026-06-10 16:32:34.931813,174832.25,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:34.994275,177063.61,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:35.112973,176315.75,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:35.232838,185564.86,-1.0,0.0,0.0,0.0,31.48
2026-06-10 16:32:35.292194,178192.94,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:35.412879,180479.44,-1.0,0.0,0.0,0.0,31.52
2026-06-10 16:32:35.533364,190219.73,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:35.652446,195241.52,-1.0,0.0,0.0,0.0,31.5
2026-06-10 16:32:35.712603,190014.14,-1.0,0.0,0.0,0.0,31.53
2026-06-10 16:32:35.895730,190838.03,-1.0,0.0,0.0,0.0,31.5
2026-06-10 16:32:35.898398,200000.02,-1.0,0.0,0.0,0.0,31.62
2026-06-10 16:32:36.013460,209757.89,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:36.191762,209290.05,-1.0,0.0,0.0,0.0,31.5
2026-06-10 16:32:36.193178,206971.48,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:36.312147,209523.77,-1.0,0.0,0.0,0.0,31.52
2026-06-10 16:32:36.442695,215485.33,-1.0,0.0,0.0,0.0,31.51
2026-06-10 16:32:36.553533,210227.28,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:36.672216,212118.91,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:36.792471,216950.42,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:36.793933,211643.84,-1.0,0.0,0.0,0.0,31.58
2026-06-10 16:32:36.915592,209757.89,-1.0,0.0,0.0,0.0,31.59
2026-06-10 16:32:37.032602,208823.55,-1.0,0.0,0.0,0.0,31.6
2026-06-10 16:32:37.153185,209290.05,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:37.271764,217688.16,-1.0,0.0,0.0,0.0,31.52
2026-06-10 16:32:37.331994,209056.62,-1.0,0.0,0.0,0.0,31.53
2026-06-10 16:32:37.392034,211643.84,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:37.574967,215728.58,-1.0,0.0,0.0,0.0,31.52
2026-06-10 16:32:37.641221,203108.81,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:37.694394,207432.41,-1.0,0.0,0.0,0.0,31.59
2026-06-10 16:32:37.812803,211170.22,-1.0,0.0,0.0,0.0,31.5
2026-06-10 16:32:37.931913,207432.41,-1.0,0.0,0.0,0.0,31.53
2026-06-10 16:32:37.995648,206512.02,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:38.172231,199780.41,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:38.234894,197601.78,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:38.306446,192709.09,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:38.426728,185963.69,-1.0,0.0,0.0,0.0,31.53
2026-06-10 16:32:38.531909,185564.86,-1.0,0.0,0.0,0.0,31.53
2026-06-10 16:32:38.657058,177815.47,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:38.712698,177627.13,-1.0,0.0,0.0,0.0,31.45
2026-06-10 16:32:38.832166,175386.66,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:38.891944,173364.47,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:39.013153,174096.36,-1.0,0.0,0.0,0.0,31.59
2026-06-10 16:32:39.132470,174832.25,-1.0,0.0,0.0,0.0,31.61
2026-06-10 16:32:39.194345,173182.11,-1.0,0.0,0.0,0.0,31.49
2026-06-10 16:32:39.311991,176689.2,-1.0,0.0,0.0,0.0,31.53
2026-06-10 16:32:39.435205,175757.59,-1.0,0.0,0.0,0.0,31.43
2026-06-10 16:32:39.492850,177815.47,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:39.612291,179713.11,-1.0,0.0,0.0,0.0,31.48
2026-06-10 16:32:39.745947,187570.2,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:39.794587,188990.81,-1.0,0.0,0.0,0.0,31.47
2026-06-10 16:32:39.973800,188990.81,-1.0,0.0,0.0,0.0,31.52
2026-06-10 16:32:40.095820,197601.78,-1.0,0.0,0.0,0.0,31.51
2026-06-10 16:32:40.095856,192082.7,-1.0,0.0,0.0,0.0,31.61
2026-06-10 16:32:40.213203,191044.73,-1.0,0.0,0.0,0.0,31.49
2026-06-10 16:32:40.333632,192500.02,-1.0,0.0,0.0,0.0,31.58
2026-06-10 16:32:40.453956,197169.8,-1.0,0.0,0.0,0.0,31.6
2026-06-10 16:32:40.572995,201102.95,-1.0,0.0,0.0,0.0,31.49
2026-06-10 16:32:40.693032,212118.91,-1.0,0.0,0.0,0.0,31.53
2026-06-10 16:32:40.693183,203108.81,-1.0,0.0,0.0,0.0,31.51
2026-06-10 16:32:40.812268,208126.44,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:40.932103,207432.41,-1.0,0.0,0.0,0.0,31.49
2026-06-10 16:32:41.052227,197601.78,-1.0,0.0,0.0,0.0,31.51
2026-06-10 16:32:41.113517,195881.5,-1.0,0.0,0.0,0.0,31.45
2026-06-10 16:32:41.233398,194816.41,-1.0,0.0,0.0,0.0,31.5
2026-06-10 16:32:41.307518,202437.22,-1.0,0.0,0.0,0.0,31.53
2026-06-10 16:32:41.412240,201991.16,-1.0,0.0,0.0,0.0,31.51
2026-06-10 16:32:41.533143,200660.73,-1.0,0.0,0.0,0.0,31.52
2026-06-10 16:32:41.654201,198905.14,-1.0,0.0,0.0,0.0,31.47
2026-06-10 16:32:41.712278,202214.03,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:41.841558,204234.75,-1.0,0.0,0.0,0.0,31.5
2026-06-10 16:32:41.893979,197169.8,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:42.013635,199342.06,-1.0,0.0,0.0,0.0,31.61
2026-06-10 16:32:42.132111,195454.53,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:42.192828,193128.08,-1.0,0.0,0.0,0.0,31.59
2026-06-10 16:32:42.312599,199342.06,-1.0,0.0,0.0,0.0,31.52
2026-06-10 16:32:42.432232,199780.41,-1.0,0.0,0.0,0.0,31.49
2026-06-10 16:32:42.502118,202660.75,-1.0,0.0,0.0,0.0,31.53
2026-06-10 16:32:42.621753,201102.95,-1.0,0.0,0.0,0.0,31.5
2026-06-10 16:32:42.734905,202214.03,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:42.792094,210698.03,-1.0,0.0,0.0,0.0,31.49
2026-06-10 16:32:42.912263,204008.91,-1.0,0.0,0.0,0.0,31.53
2026-06-10 16:32:43.032989,187166.91,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:43.096244,201102.95,-1.0,0.0,0.0,0.0,31.42
2026-06-10 16:32:43.213623,183980.53,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:43.333427,185963.69,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:43.394306,179904.3,-1.0,0.0,0.0,0.0,31.5
2026-06-10 16:32:43.513763,179713.11,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:43.633583,185963.69,-1.0,0.0,0.0,0.0,31.59
2026-06-10 16:32:43.753925,180095.75,-1.0,0.0,0.0,0.0,31.52
2026-06-10 16:32:43.873352,182219.19,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:43.993143,182803.84,-1.0,0.0,0.0,0.0,31.51
2026-06-10 16:32:43.993400,180864.17,-1.0,0.0,0.0,0.0,31.48
2026-06-10 16:32:44.112013,175386.66,-1.0,0.0,0.0,0.0,31.52
2026-06-10 16:32:44.233175,182219.19,-1.0,0.0,0.0,0.0,31.46
2026-06-10 16:32:44.351860,190425.56,-1.0,0.0,0.0,0.0,31.39
2026-06-10 16:32:44.472244,183391.03,-1.0,0.0,0.0,0.0,31.52
2026-06-10 16:32:44.720409,177063.61,-1.0,0.0,0.0,0.0,31.45
2026-06-10 16:32:44.721848,185764.13,-1.0,0.0,0.0,0.0,31.53
2026-06-10 16:32:44.723521,186965.66,-1.0,0.0,0.0,0.0,31.48
2026-06-10 16:32:44.848022,202884.61,-1.0,0.0,0.0,0.0,31.54
2026-06-10 16:32:44.892292,190631.63,-1.0,0.0,0.0,0.0,31.49
2026-06-10 16:32:45.013052,196309.69,-1.0,0.0,0.0,0.0,31.57
2026-06-10 16:32:45.133603,187570.2,-1.0,0.0,0.0,0.0,31.52
2026-06-10 16:32:45.197502,196524.31,-1.0,0.0,0.0,0.0,31.44
2026-06-10 16:32:45.312690,193758.97,-1.0,0.0,0.0,0.0,31.61
2026-06-10 16:32:45.432361,185167.14,-1.0,0.0,0.0,0.0,31.52
2026-06-10 16:32:45.492181,193758.97,-1.0,0.0,0.0,0.0,31.55
2026-06-10 16:32:45.615403,197601.78,-1.0,0.0,0.0,0.0,31.59
2026-06-10 16:32:45.734361,201102.95,-1.0,0.0,0.0,0.0,31.46
2026-06-10 16:32:45.792531,196309.69,-1.0,0.0,0.0,0.0,31.53
2026-06-10 16:32:45.912589,204687.48,-1.0,0.0,0.0,0.0,31.51
