Timestamp,Channel_5,Channel_6,Channel_8,Channel_9,Channel_10
2026-06-19 10:39:05.377653,77042.8,103528.84,169053.84,127121.48,107868.02
2026-06-19 10:39:05.377653,76966.28,103731.35,169407.91,127121.48,108396.95
2026-06-19 10:39:05.377653,76966.28,102923.7,168877.17,126118.17,107551.95
2026-06-19 10:39:05.390685,75149.71,103934.26,167997.36,128006.67,108290.95
2026-06-19 10:39:05.404067,76813.46,103934.26,166601.59,128006.67,108609.28
2026-06-19 10:39:05.409092,77119.38,103528.84,169230.78,126368.16,107762.55
2026-06-19 10:39:05.423427,75675.66,103731.35,169053.84,127121.48,107551.95
2026-06-19 10:39:05.438568,77119.38,103934.26,170118.73,126995.56,108396.95
2026-06-19 10:39:05.450326,77042.8,102722.78,168877.17,126493.36,107657.2
2026-06-19 10:39:05.453829,74925.24,103124.99,166254.86,127753.07,108290.95
2026-06-19 10:39:05.467775,77119.38,103528.84,166081.86,125619.84,108079.27
2026-06-19 10:39:05.467775,76737.16,103528.84,166254.86,128133.71,108503.05
2026-06-19 10:39:05.475352,75299.65,103731.35,168877.17,126869.8,107762.55
2026-06-19 10:39:05.495055,77119.38,102823.18,171192.05,126243.09,107551.95
2026-06-19 10:39:05.495055,76966.28,103124.99,170833.28,125744.21,107762.55
2026-06-19 10:39:05.510227,75600.35,103528.84,170475.56,126995.56,107657.2
2026-06-19 10:39:05.530120,76432.57,102823.18,168172.86,127500.02,108185.05
2026-06-19 10:39:05.530120,76584.73,103124.99,169053.84,128006.67,108503.05
2026-06-19 10:39:05.542760,74999.99,103630.02,167647.09,128260.88,108503.05
2026-06-19 10:39:05.554416,76356.59,102622.46,169053.84,127626.45,108609.28
2026-06-19 10:39:05.554416,76966.28,103731.35,170833.28,126368.16,107762.55
2026-06-19 10:39:05.571296,74999.99,104137.58,168524.61,126493.36,107446.81
2026-06-19 10:39:05.588115,77272.73,104035.88,169940.62,126995.56,108079.27
2026-06-19 10:39:05.592841,76584.73,102722.78,168877.17,126493.36,107868.02
2026-06-19 10:39:05.603906,75600.35,103934.26,169053.84,127247.49,107868.02
2026-06-19 10:39:05.617722,76966.28,103630.02,169230.78,126744.18,107868.02
2026-06-19 10:39:05.617722,77119.38,103630.02,168172.86,126995.56,107868.02
2026-06-19 10:39:05.626422,75525.08,102722.78,169230.78,126995.56,107762.55
2026-06-19 10:39:05.646703,76053.31,102722.78,167822.08,126995.56,108396.95
2026-06-19 10:39:05.648712,76204.82,102722.78,168700.8,127626.45,107868.02
2026-06-19 10:39:05.659757,74925.24,102923.7,170118.73,127247.49,108079.27
2026-06-19 10:39:05.676644,76813.46,102522.25,170297.05,127247.49,108079.27
2026-06-19 10:39:05.676644,77580.23,103630.02,170475.56,126243.09,107762.55
2026-06-19 10:39:05.691632,74701.36,102923.7,168524.61,127121.48,108079.27
2026-06-19 10:39:05.719248,76813.46,103124.99,169762.86,128133.71,108715.59
2026-06-19 10:39:05.719248,77119.38,103528.84,170118.73,126995.56,108396.95
2026-06-19 10:39:05.725097,75751.08,104137.58,168172.86,127753.07,107657.2
2026-06-19 10:39:05.726040,76813.46,102923.7,168877.17,127879.8,108609.28
2026-06-19 10:39:05.738377,76966.28,103731.35,166428.09,127500.02,109141.98
2026-06-19 10:39:05.753868,74775.94,103225.81,168700.8,127626.45,107868.02
2026-06-19 10:39:05.768501,77580.23,103934.26,170297.05,126995.56,107236.83
2026-06-19 10:39:05.770511,77196.02,103630.02,168348.64,127247.49,108290.95
2026-06-19 10:39:05.776815,75299.65,103731.35,169762.86,127626.45,107657.2
2026-06-19 10:39:05.792751,77272.73,103934.26,168524.61,127626.45,107868.02
2026-06-19 10:39:05.792751,76280.68,102923.7,165736.56,127753.07,108079.27
2026-06-19 10:39:05.808709,75299.65,103731.35,169053.84,128006.67,108079.27
2026-06-19 10:39:05.826654,76584.73,103630.02,168700.8,129283.3,108503.05
2026-06-19 10:39:05.826654,77119.38,102722.78,169407.91,125744.21,108396.95
2026-06-19 10:39:05.835933,75374.73,103124.99,168877.17,127753.07,108079.27
2026-06-19 10:39:05.854353,77119.38,103528.84,170118.73,127753.07,108503.05
2026-06-19 10:39:05.867776,76508.62,103934.26,169230.78,127247.49,107868.02
2026-06-19 10:39:05.867776,75751.08,103124.99,170475.56,127247.49,107657.2
2026-06-19 10:39:05.885662,76356.59,103934.26,169407.91,128515.63,107973.59
2026-06-19 10:39:05.885662,76966.28,103024.3,171551.72,127373.68,108503.05
2026-06-19 10:39:05.904168,74850.55,103630.02,170475.56,128515.63,108503.05
2026-06-19 10:39:05.917956,77042.8,103528.84,170833.28,128260.88,108079.27
2026-06-19 10:39:05.917956,77272.73,103731.35,172455.08,128133.71,107868.02
2026-06-19 10:39:05.926420,76432.57,103934.26,174463.78,127753.07,108290.95
2026-06-19 10:39:05.946873,77349.5,102823.18,174463.78,128388.18,108396.95
2026-06-19 10:39:05.946873,77734.38,102923.7,175943.42,126995.56,107868.02
2026-06-19 10:39:05.963741,77196.02,103124.99,176129.44,128515.63,108396.95
2026-06-19 10:39:05.975928,79290.72,104137.58,177815.47,128006.67,107868.02
2026-06-19 10:39:05.975928,80079.15,103731.35,179713.11,126368.16,107762.55
2026-06-19 10:39:05.986525,78977.27,104137.58,182219.19,127753.07,108503.05
2026-06-19 10:39:06.008228,81194.69,104035.88,183391.03,127500.02,107868.02
2026-06-19 10:39:06.008228,81355.2,104341.31,185167.14,128260.88,108503.05
2026-06-19 10:39:06.022598,79920.91,104750.01,185167.14,127247.49,107762.55
2026-06-19 10:39:06.034684,81515.95,104647.67,187166.91,127373.68,108079.27
2026-06-19 10:39:06.037607,81838.37,104443.35,185167.14,129155.01,109141.98
2026-06-19 10:39:06.051506,79605.26,105160.31,186163.52,128515.63,108822.02
2026-06-19 10:39:06.066792,82242.99,105160.31,189194.95,127626.45,108503.05
2026-06-19 10:39:06.075323,82405.34,104443.35,189194.95,128006.67,108715.59
