#,Thumb,Index,Middle,Ring,Pinky
calib_closed,162629.41,581917.24,207413.67,153725.92,236780.29
calib_half,159984.75,501775.03,190124.66,140174.32,218183.38
calib_open,157489.00,438260.68,164984.84,134856.07,196474.72
calib_span,5140.41,143656.57,42428.83,18869.85,40305.57

time_s,Thumb,Index,Middle,Ring,Pinky,ch15,ch16,ch17
1.4170,1.00000,0.49660,0.11208,0.98367,0.19929,-0.17910,0.00440,-0.96260
1.4330,1.00000,0.49660,0.11208,0.98367,0.19929,-0.17910,0.00440,-0.96260
1.4500,1.00000,0.49660,0.11208,0.98367,0.19929,-0.17910,0.00440,-0.96260
1.4670,1.00000,0.49660,0.11208,0.98367,0.19929,-0.17910,0.00440,-0.96260
1.4840,1.00000,0.49660,0.11208,0.98367,0.19929,-0.17910,0.00440,-0.96260
1.5010,1.00000,0.66290,0.19442,1.00000,0.29152,-0.17230,0.04470,-0.97480
1.5170,1.00000,0.93160,0.36463,1.00000,0.47734,-0.09980,0.04590,-0.97550
1.5330,1.00000,0.93160,0.36463,1.00000,0.47734,-0.09980,0.04590,-0.97550
1.5490,1.00000,0.93160,0.36463,1.00000,0.47734,-0.09980,0.04590,-0.97550
1.5660,1.00000,1.00000,0.42502,1.00000,0.54086,-0.03810,0.01630,-0.96140
1.5820,1.00000,1.00000,0.42502,1.00000,0.54086,-0.03810,0.01630,-0.96140
1.5980,1.00000,1.00000,0.42502,1.00000,0.54086,-0.03810,0.01630,-0.96140
1.6140,1.00000,1.00000,0.46036,1.00000,0.57119,-0.03780,0.05610,-0.95140
1.6310,1.00000,1.00000,0.52287,1.00000,0.64035,-0.04610,0.02460,-0.97140
1.6480,1.00000,1.00000,0.52287,1.00000,0.64035,-0.04610,0.02460,-0.97140
1.6650,1.00000,1.00000,0.52287,1.00000,0.64035,-0.04610,0.02460,-0.97140
1.6820,1.00000,1.00000,0.52287,1.00000,0.64035,-0.04610,0.02460,-0.97140
1.7000,1.00000,1.00000,0.52287,1.00000,0.64035,-0.04610,0.02460,-0.97140
1.7170,1.00000,1.00000,0.52287,1.00000,0.64035,-0.04610,0.02460,-0.97140
1.7330,1.00000,1.00000,0.52287,1.00000,0.64035,-0.04610,0.02460,-0.97140
1.7500,1.00000,1.00000,0.54097,1.00000,0.66651,-0.05340,0.02370,-0.96620
1.7670,1.00000,1.00000,0.54097,1.00000,0.66651,-0.05340,0.02370,-0.96620
1.7840,1.00000,1.00000,0.54097,1.00000,0.66651,-0.05340,0.02370,-0.96620
1.8010,1.00000,1.00000,0.54097,1.00000,0.66651,-0.05340,0.02370,-0.96620
1.8180,1.00000,1.00000,0.54097,1.00000,0.66651,-0.05340,0.02370,-0.96620
1.8340,1.00000,1.00000,0.54097,1.00000,0.66651,-0.05340,0.02370,-0.96620
1.8500,1.00000,1.00000,0.54097,1.00000,0.66651,-0.05340,0.02370,-0.96620
1.8670,1.00000,1.00000,0.58165,1.00000,0.72894,-0.06390,0.07690,-0.99380
1.8830,1.00000,1.00000,0.62996,1.00000,0.78160,-0.05050,0.04150,-0.99380
1.9000,1.00000,1.00000,0.65054,1.00000,0.80710,-0.04000,-0.01440,-0.97500
1.9160,1.00000,1.00000,0.65054,1.00000,0.80710,-0.04000,-0.01440,-0.97500
1.9330,1.00000,1.00000,0.65054,1.00000,0.80710,-0.04000,-0.01440,-0.97500
1.9510,1.00000,1.00000,0.65054,1.00000,0.80710,-0.04000,-0.01440,-0.97500
1.9680,1.00000,1.00000,0.65054,1.00000,0.80710,-0.04000,-0.01440,-0.97500
1.9850,1.00000,1.00000,0.65116,1.00000,0.82340,-0.03290,0.03680,-0.96970
2.0020,1.00000,1.00000,0.66704,1.00000,0.82745,-0.06300,0.03930,-0.99310
2.0180,1.00000,1.00000,0.66704,1.00000,0.82745,-0.06300,0.03930,-0.99310
2.0350,1.00000,1.00000,0.66704,1.00000,0.82745,-0.06300,0.03930,-0.99310
2.0520,1.00000,1.00000,0.66704,1.00000,0.82745,-0.06300,0.03930,-0.99310
2.0690,1.00000,1.00000,0.66704,1.00000,0.82745,-0.06300,0.03930,-0.99310
2.0870,1.00000,1.00000,0.66704,1.00000,0.82745,-0.06300,0.03930,-0.99310
2.1030,1.00000,1.00000,0.67867,1.00000,0.83455,-0.03050,0.02540,-0.95720
2.1200,1.00000,1.00000,0.69534,1.00000,0.84434,0.01680,-0.00830,-0.96430
2.1370,1.00000,1.00000,0.69534,1.00000,0.84434,0.01680,-0.00830,-0.96430
2.1540,1.00000,1.00000,0.69534,1.00000,0.84434,0.01680,-0.00830,-0.96430
2.1710,1.00000,1.00000,0.69534,1.00000,0.84434,0.01680,-0.00830,-0.96430
2.1880,1.00000,1.00000,0.69534,1.00000,0.84434,0.01680,-0.00830,-0.96430
2.2050,1.00000,1.00000,0.69534,1.00000,0.84434,0.01680,-0.00830,-0.96430
2.2210,1.00000,1.00000,0.69978,1.00000,0.84669,0.00900,0.03610,-0.97870
2.2380,1.00000,1.00000,0.71439,1.00000,0.85073,0.01540,0.01560,-0.97160
2.2540,1.00000,1.00000,0.71439,1.00000,0.85073,0.01540,0.01560,-0.97160
2.2710,1.00000,1.00000,0.71439,1.00000,0.85073,0.01540,0.01560,-0.97160
2.2880,1.00000,1.00000,0.71439,1.00000,0.85073,0.01540,0.01560,-0.97160
2.3040,1.00000,1.00000,0.71439,1.00000,0.85073,0.01540,0.01560,-0.97160
2.3200,1.00000,1.00000,0.71439,1.00000,0.85073,0.01540,0.01560,-0.97160
2.3360,1.00000,1.00000,0.72113,1.00000,0.85511,0.00270,0.02540,-0.99430
2.3530,1.00000,1.00000,0.72457,1.00000,0.86284,0.02290,0.01630,-0.98280
2.3700,1.00000,1.00000,0.72457,1.00000,0.86284,0.02290,0.01630,-0.98280
2.3860,1.00000,1.00000,0.72457,1.00000,0.86284,0.02290,0.01630,-0.98280
2.4020,1.00000,1.00000,0.73171,1.00000,0.86553,0.02120,0.04100,-0.98650
2.4190,1.00000,1.00000,0.73171,1.00000,0.86553,0.02120,0.04100,-0.98650
2.4350,1.00000,1.00000,0.73171,1.00000,0.86553,0.02120,0.04100,-0.98650
2.4520,1.00000,1.00000,0.73171,1.00000,0.86553,0.02120,0.04100,-0.98650
2.4680,1.00000,1.00000,0.74435,1.00000,0.87562,0.04420,0.03170,-0.99920
2.4850,1.00000,1.00000,0.75172,1.00000,0.88533,0.06830,0.02050,-0.95940
2.5020,1.00000,1.00000,0.75172,1.00000,0.88533,0.06830,0.02050,-0.95940
2.5190,1.00000,1.00000,0.75459,1.00000,0.88900,0.07200,0.03560,-0.97770
2.5350,1.00000,1.00000,0.75530,1.00000,0.89001,0.06050,0.02390,-0.98940
2.5520,1.00000,1.00000,0.75530,1.00000,0.89001,0.06050,0.02390,-0.98940
2.5690,1.00000,1.00000,0.75530,1.00000,0.89001,0.06050,0.02390,-0.98940
2.5870,1.00000,1.00000,0.77080,1.00000,0.89470,0.06760,-0.00830,-1.01280
2.6030,1.00000,1.00000,0.77080,1.00000,0.89470,0.06760,-0.00830,-1.01280
2.6190,1.00000,1.00000,0.77080,1.00000,0.89470,0.06760,-0.00830,-1.01280
2.6350,1.00000,1.00000,0.77270,1.00000,0.89671,0.10710,0.05030,-0.97360
2.6510,1.00000,1.00000,0.77532,1.00000,0.89805,0.13790,0.00830,-0.89600
2.6670,1.00000,1.00000,0.77532,1.00000,0.89805,0.13790,0.00830,-0.89600
2.6840,1.00000,1.00000,0.77532,1.00000,0.89805,0.13790,0.00830,-0.89600
2.7010,1.00000,1.00000,0.77971,1.00000,0.89872,0.13710,-0.00490,-0.95380
2.7180,1.00000,1.00000,0.77971,1.00000,0.89872,0.13710,-0.00490,-0.95380
2.7350,1.00000,1.00000,0.77971,1.00000,0.89872,0.13710,-0.00490,-0.95380
2.7510,1.00000,1.00000,0.77971,1.00000,0.89872,0.13710,-0.00490,-0.95380
2.7680,1.00000,1.00000,0.79007,1.00000,0.91440,0.14760,-0.02590,-0.96770
2.7860,1.00000,1.00000,0.79491,1.00000,0.91607,0.16400,-0.01850,-0.95530
2.8030,1.00000,1.00000,0.79491,1.00000,0.91607,0.16400,-0.01850,-0.95530
2.8200,1.00000,1.00000,0.79681,1.00000,0.92075,0.16860,0.04710,-0.97500
2.8370,1.00000,1.00000,0.79705,1.00000,0.92241,0.17760,0.03220,-0.95920
2.8530,1.00000,1.00000,0.79705,1.00000,0.92241,0.17760,0.03220,-0.95920
2.8700,1.00000,1.00000,0.79705,1.00000,0.92241,0.17760,0.03220,-0.95920
2.8870,1.00000,1.00000,0.78966,1.00000,0.93773,0.15810,0.01000,-0.97700
2.9040,1.00000,1.00000,0.78966,1.00000,0.93773,0.15810,0.01000,-0.97700
2.9210,1.00000,1.00000,0.78966,1.00000,0.93773,0.15810,0.01000,-0.97700
2.9370,1.00000,1.00000,0.78966,1.00000,0.94306,0.16910,0.03610,-0.95790
2.9540,1.00000,1.00000,0.79084,1.00000,0.94606,0.17520,0.01830,-0.95330
2.9700,1.00000,1.00000,0.79084,1.00000,0.94606,0.17520,0.01830,-0.95330
2.9870,1.00000,1.00000,0.79084,1.00000,0.94606,0.17520,0.01830,-0.95330
3.0030,1.00000,1.00000,0.79228,1.00000,0.95536,0.17980,0.05080,-0.96700
3.0200,1.00000,1.00000,0.79228,1.00000,0.95536,0.17980,0.05080,-0.96700
3.0360,1.00000,1.00000,0.79228,1.00000,0.95536,0.17980,0.05080,-0.96700
3.0530,1.00000,1.00000,0.79228,1.00000,0.95536,0.17980,0.05080,-0.96700
3.0700,1.00000,1.00000,0.79299,1.00000,0.95236,0.17570,0.03030,-0.97140
3.0860,1.00000,1.00000,0.79299,1.00000,0.95236,0.17570,0.03030,-0.97140
3.1020,1.00000,1.00000,0.79299,1.00000,0.95236,0.17570,0.03030,-0.97140
3.1190,1.00000,1.00000,0.78957,1.00000,0.95302,0.18760,0.03490,-0.93820
3.1360,1.00000,1.00000,0.78887,1.00000,0.95104,0.17570,0.03610,-0.95940
3.1530,1.00000,1.00000,0.78887,1.00000,0.95104,0.17570,0.03610,-0.95940
3.1690,1.00000,1.00000,0.78887,1.00000,0.95104,0.17570,0.03610,-0.95940
3.1850,1.00000,1.00000,0.79242,1.00000,0.95236,0.17540,0.04760,-0.95210
3.2020,1.00000,1.00000,0.79242,1.00000,0.95236,0.17540,0.04760,-0.95210
3.2190,1.00000,1.00000,0.79242,1.00000,0.95236,0.17540,0.04760,-0.95210
3.2350,1.00000,1.00000,0.79964,1.00000,0.95436,0.19370,0.04420,-0.95090
3.2510,1.00000,1.00000,0.79806,1.00000,0.95469,0.17710,0.01460,-0.97400
3.2680,1.00000,1.00000,0.79806,1.00000,0.95469,0.17710,0.01460,-0.97400
3.2850,1.00000,1.00000,0.79806,1.00000,0.95469,0.17710,0.01460,-0.97400
3.3020,1.00000,1.00000,0.80161,1.00000,0.95402,0.18230,0.05340,-0.95180
3.3190,1.00000,1.00000,0.80161,1.00000,0.95335,0.19010,0.03420,-0.93940
3.3360,1.00000,1.00000,0.80161,1.00000,0.95335,0.19010,0.03420,-0.93940
3.3530,1.00000,1.00000,0.80161,1.00000,0.95335,0.19010,0.03420,-0.93940
3.3700,1.00000,1.00000,0.79933,1.00000,0.95736,0.17840,0.02710,-0.96060
3.3870,1.00000,1.00000,0.79933,1.00000,0.95736,0.17840,0.02710,-0.96060
3.4040,1.00000,1.00000,0.79933,1.00000,0.95736,0.17840,0.02710,-0.96060
3.4200,1.00000,1.00000,0.80052,1.00000,0.95902,0.19300,0.05370,-0.93230
3.4360,1.00000,1.00000,0.80241,1.00000,0.96068,0.19720,0.05370,-0.95230
3.4530,1.00000,1.00000,0.80241,1.00000,0.96068,0.19720,0.05370,-0.95230
3.4700,1.00000,1.00000,0.80241,1.00000,0.96068,0.19720,0.05370,-0.95230
3.4870,1.00000,1.00000,0.80311,1.00000,0.96068,0.18350,0.01240,-0.95530
3.5040,1.00000,1.00000,0.80311,1.00000,0.96068,0.18350,0.01240,-0.95530
3.5220,1.00000,1.00000,0.80311,1.00000,0.96068,0.18350,0.01240,-0.95530
3.5390,1.00000,1.00000,0.80359,1.00000,0.96134,0.18350,0.02780,-0.94770
3.5560,1.00000,1.00000,0.80359,1.00000,0.96134,0.18350,0.02780,-0.94770
3.5730,1.00000,1.00000,0.80359,1.00000,0.96134,0.18350,0.02780,-0.94770
3.5900,1.00000,1.00000,0.80359,1.00000,0.96134,0.18350,0.02780,-0.94770
3.6080,1.00000,1.00000,0.80226,1.00000,0.96465,0.18840,0.05250,-0.95230
3.6250,1.00000,1.00000,0.80526,1.00000,0.97392,0.18420,0.04200,-0.95870
3.6420,1.00000,1.00000,0.80526,1.00000,0.97392,0.18420,0.04200,-0.95870
3.6610,1.00000,1.00000,0.80621,1.00000,0.97159,0.18670,0.05220,-0.95550
3.6770,1.00000,1.00000,0.80621,1.00000,0.97159,0.18670,0.05220,-0.95550
3.6930,1.00000,1.00000,0.80621,1.00000,0.97159,0.18670,0.05220,-0.95550
3.7090,1.00000,1.00000,0.80621,1.00000,0.97159,0.18670,0.05220,-0.95550
3.7260,1.00000,1.00000,0.80599,1.00000,0.97589,0.20860,0.02780,-0.93260
3.7420,1.00000,1.00000,0.80599,1.00000,0.97589,0.20860,0.02780,-0.93260
3.7580,1.00000,1.00000,0.80599,1.00000,0.97589,0.20860,0.02780,-0.93260
3.7750,1.00000,1.00000,0.80740,1.00000,0.97688,0.21030,0.02610,-0.94550
3.7920,1.00000,1.00000,0.80930,1.00000,0.97721,0.19790,0.02490,-0.96990
3.8090,1.00000,1.00000,0.80930,1.00000,0.97721,0.19790,0.02490,-0.96990
3.8250,1.00000,1.00000,0.80930,1.00000,0.97721,0.19790,0.02490,-0.96990
3.8420,1.00000,1.00000,0.81025,1.00000,0.97721,0.20570,0.02320,-0.95750
3.8580,1.00000,1.00000,0.81048,1.00000,0.97787,0.21330,0.01540,-0.95360
3.8740,1.00000,1.00000,0.81048,1.00000,0.97787,0.21330,0.01540,-0.95360
3.8900,1.00000,1.00000,0.81048,1.00000,0.97787,0.21330,0.01540,-0.95360
3.9060,1.00000,1.00000,0.81425,1.00000,0.97887,0.21400,0.04590,-0.93670
3.9230,1.00000,1.00000,0.81425,1.00000,0.97887,0.21400,0.04590,-0.93670
3.9390,1.00000,1.00000,0.81425,1.00000,0.97887,0.21400,0.04590,-0.93670
3.9560,1.00000,1.00000,0.80965,1.00000,0.97787,0.22690,0.03150,-0.93920
3.9730,1.00000,1.00000,0.81319,1.00000,0.97889,0.21740,0.04780,-0.93040
3.9890,1.00000,1.00000,0.81319,1.00000,0.97889,0.21740,0.04780,-0.93040
4.0050,1.00000,1.00000,0.81319,1.00000,0.97889,0.21740,0.04780,-0.93040
4.0220,1.00000,1.00000,0.81579,1.00000,0.97955,0.21690,0.02440,-0.95360
4.0390,1.00000,1.00000,0.81579,1.00000,0.97955,0.21690,0.02440,-0.95360
4.0560,1.00000,1.00000,0.81579,1.00000,0.97955,0.21690,0.02440,-0.95360
4.0730,1.00000,1.00000,0.81579,1.00000,0.97955,0.21690,0.02440,-0.95360
4.0900,1.00000,1.00000,0.81579,1.00000,0.97955,0.21690,0.02440,-0.95360
4.1060,1.00000,1.00000,0.81579,1.00000,0.97955,0.21690,0.02440,-0.95360
4.1230,1.00000,1.00000,0.81579,1.00000,0.97955,0.21690,0.02440,-0.95360
4.1400,1.00000,1.00000,0.81954,1.00000,0.98120,0.25640,0.08780,-0.93700
4.1560,1.00000,1.00000,0.82072,1.00000,0.98219,0.23570,0.03390,-0.96890
4.1720,1.00000,1.00000,0.82072,1.00000,0.98219,0.23570,0.03390,-0.96890
4.1880,1.00000,1.00000,0.82072,1.00000,0.98219,0.23570,0.03390,-0.96890
4.2050,1.00000,1.00000,0.82001,1.00000,0.98384,0.22620,-0.00810,-0.96310
4.2210,1.00000,1.00000,0.82001,1.00000,0.98384,0.22620,-0.00810,-0.96310
4.2380,1.00000,1.00000,0.82001,1.00000,0.98384,0.22620,-0.00810,-0.96310
4.2540,1.00000,1.00000,0.82001,1.00000,0.98384,0.22620,-0.00810,-0.96310
4.2700,1.00000,1.00000,0.82001,1.00000,0.98681,0.23790,-0.01810,-0.93350
4.2870,1.00000,1.00000,0.82001,1.00000,0.98681,0.23790,-0.01810,-0.93350
4.3030,1.00000,1.00000,0.82001,1.00000,0.98681,0.23790,-0.01810,-0.93350
4.3190,1.00000,1.00000,0.81861,1.00000,0.98681,0.23860,0.06830,-0.97890
4.3360,1.00000,1.00000,0.82166,1.00000,0.99078,0.23620,0.06810,-0.94650
4.3520,1.00000,1.00000,0.83361,1.00000,0.99440,0.24600,0.03290,-0.95670
4.3690,1.00000,1.00000,0.83478,1.00000,0.99275,0.24010,0.02290,-0.94400
4.3860,1.00000,1.00000,0.84030,1.00000,0.99307,0.24640,0.05610,-0.94770
4.4030,1.00000,1.00000,0.84030,1.00000,0.99307,0.24640,0.05610,-0.94770
4.4200,1.00000,1.00000,0.84030,1.00000,0.99307,0.24640,0.05610,-0.94770
4.4370,1.00000,1.00000,0.84516,1.00000,0.99406,0.24470,0.07370,-0.94430
4.4530,1.00000,1.00000,0.84867,1.00000,0.99241,0.24230,0.06050,-0.95400
4.4690,1.00000,1.00000,0.84867,1.00000,0.99241,0.24230,0.06050,-0.95400
4.4860,1.00000,1.00000,0.84867,1.00000,0.99241,0.24230,0.06050,-0.95400
4.5040,1.00000,1.00000,0.84867,1.00000,0.99241,0.24230,0.06050,-0.95400
4.5210,1.00000,1.00000,0.84867,1.00000,0.99241,0.24230,0.06050,-0.95400
4.5380,1.00000,1.00000,0.84867,1.00000,0.99241,0.24230,0.06050,-0.95400
4.5560,1.00000,1.00000,0.84867,1.00000,0.99241,0.24230,0.06050,-0.95400
4.5720,1.00000,1.00000,0.84658,1.00000,0.99274,0.24010,0.08590,-0.93350
4.5890,1.00000,1.00000,0.84473,1.00000,0.99176,0.24380,0.07170,-0.94820
4.6060,1.00000,1.00000,0.84473,1.00000,0.99176,0.24380,0.07170,-0.94820
4.6220,1.00000,1.00000,0.84543,1.00000,0.98642,0.23010,0.05540,-0.95040
4.6390,1.00000,1.00000,0.84543,1.00000,0.98642,0.23010,0.05540,-0.95040
4.6560,1.00000,1.00000,0.84543,1.00000,0.98642,0.23010,0.05540,-0.95040
4.6720,1.00000,1.00000,0.84543,1.00000,0.98642,0.23010,0.05540,-0.95040
4.6890,1.00000,1.00000,0.83162,1.00000,0.98676,0.23740,0.08560,-0.93940
4.7050,1.00000,1.00000,0.83162,1.00000,0.98676,0.23740,0.08560,-0.93940
4.7220,1.00000,1.00000,0.83162,1.00000,0.98676,0.23740,0.08560,-0.93940
