time_s,Thumb
11.0540,-1.00000
11.0720,-1.00000
11.0890,-1.00000
11.1060,-1.00000
11.1230,-1.00000
11.1400,-1.00000
11.1560,-1.00000
11.1730,-1.00000
11.1890,-1.00000
11.2060,-1.00000
11.2230,-1.00000
11.2400,-1.00000
11.2570,-1.00000
11.2730,-1.00000
11.2910,-1.00000
11.3080,-1.00000
11.3250,-1.00000
11.3410,-1.00000
11.3580,-1.00000
11.3750,-1.00000
11.3910,-1.00000
11.4070,-1.00000
11.4230,-1.00000
11.4400,-1.00000
11.4570,-1.00000
11.4750,-1.00000
11.4910,-1.00000
11.5080,-1.00000
11.5250,-1.00000
11.5420,-1.00000
11.5580,-1.00000
11.5750,-1.00000
11.5910,-1.00000
11.6070,-1.00000
11.6230,-1.00000
11.6390,-1.00000
11.6550,-1.00000
11.6730,-1.00000
11.6900,-1.00000
11.7070,-1.00000
11.7230,-1.00000
11.7390,-1.00000
11.7560,-1.00000
11.7730,-1.00000
11.7900,-1.00000
11.8070,-1.00000
11.8230,-1.00000
11.8390,-1.00000
11.8560,-1.00000
11.8730,-1.00000
11.8900,-1.00000
11.9070,-1.00000
11.9240,-1.00000
11.9400,-1.00000
11.9570,-1.00000
11.9740,-1.00000
11.9910,-1.00000
12.0080,-1.00000
12.0250,-1.00000
12.0410,-1.00000
12.0570,-1.00000
12.0730,-1.00000
12.0900,-1.00000
12.1060,-1.00000
12.1220,-1.00000
12.1390,-1.00000
12.1560,-1.00000
12.1720,-1.00000
12.1890,-1.00000
12.2060,-1.00000
12.2220,-1.00000
12.2390,-1.00000
12.2550,-1.00000
12.2710,-1.00000
12.2870,-1.00000
12.3040,-1.00000
12.3210,-1.00000
12.3370,-1.00000
12.3530,-1.00000
12.3690,-1.00000
12.3860,-1.00000
12.4020,-1.00000
12.4180,-1.00000
12.4350,-1.00000
12.4520,-1.00000
12.4690,-1.00000
12.4860,-1.00000
12.5030,-1.00000
12.5190,-1.00000
12.5360,-1.00000
12.5530,-1.00000
12.5700,-1.00000
12.5860,-1.00000
12.6030,-1.00000
12.6190,-1.00000
12.6360,-1.00000
12.6520,-1.00000
12.6700,-1.00000
12.6870,-1.00000
12.7040,-1.00000
12.7210,-1.00000
12.7390,-1.00000
12.7560,-1.00000
12.7730,-1.00000
12.7900,-1.00000
12.8060,-1.00000
12.8230,-1.00000
12.8400,-1.00000
12.8570,-1.00000
12.8730,-1.00000
12.8890,-1.00000
12.9060,-1.00000
12.9220,-1.00000
12.9390,-1.00000
12.9550,-1.00000
12.9720,-1.00000
12.9890,-1.00000
13.0050,-1.00000
13.0220,-1.00000
13.0380,-1.00000
13.0540,-1.00000
13.0710,-1.00000
13.0880,-1.00000
13.1050,-1.00000
13.1220,-1.00000
13.1380,-1.00000
13.1550,-1.00000
13.1720,-1.00000
13.1880,-1.00000
13.2050,-1.00000
13.2220,-1.00000
13.2390,-1.00000
13.2550,-1.00000
13.2710,-1.00000
13.2880,-1.00000
13.3040,-1.00000
13.3200,-1.00000
13.3370,-1.00000
13.3530,-1.00000
13.3700,-1.00000
13.3880,-1.00000
13.4050,-1.00000
13.4220,-1.00000
13.4390,-1.00000
13.4560,-1.00000
13.4720,-1.00000
13.4880,-1.00000
13.5050,-1.00000
13.5230,-1.00000
13.5390,-1.00000
13.5550,-1.00000
13.5730,-1.00000
13.5890,-1.00000
13.6050,-1.00000
13.6210,-1.00000
13.6380,-1.00000
13.6540,-1.00000
13.6700,-1.00000
13.6860,-1.00000
13.7020,-1.00000
13.7190,-1.00000
13.7350,-1.00000
13.7510,-1.00000
13.7670,-1.00000
13.7830,-1.00000
13.8000,-1.00000
13.8170,-1.00000
13.8340,-1.00000
13.8500,-1.00000
13.8660,-1.00000
13.8830,-1.00000
13.9000,-1.00000
13.9160,-1.00000
13.9320,-1.00000
13.9480,-1.00000
13.9640,-1.00000
13.9810,-1.00000
13.9970,-1.00000
14.0140,-1.00000
14.0300,-1.00000
14.0470,-1.00000
14.0630,-1.00000
14.0800,-1.00000
14.0980,-1.00000
14.1150,-1.00000
14.1320,-1.00000
14.1490,-1.00000
14.1650,-1.00000
14.1820,-1.00000
14.1990,-1.00000
14.2160,-1.00000
14.2330,-1.00000
14.2490,-1.00000
14.2660,-1.00000
14.2820,-1.00000
14.2990,-1.00000
14.3160,-1.00000
14.3320,-1.00000
14.3490,-1.00000
14.3650,-1.00000
14.3820,-1.00000
14.3990,-1.00000
14.4150,-1.00000
14.4320,-1.00000
14.4480,-1.00000
14.4650,-1.00000
14.4830,-1.00000
14.5000,-1.00000
14.5160,-1.00000
14.5330,-1.00000
14.5490,-1.00000
14.5660,-1.00000
14.5820,-1.00000
14.5990,-1.00000
14.6150,-1.00000
14.6310,-1.00000
14.6480,-1.00000
14.6660,-1.00000
14.6820,-1.00000
14.6990,-1.00000
14.7150,-1.00000
14.7310,-1.00000
14.7470,-1.00000
14.7630,-1.00000
14.7790,-1.00000
14.7960,-1.00000
14.8120,-1.00000
14.8290,-1.00000
14.8450,-1.00000
14.8620,-1.00000
14.8790,-1.00000
14.8950,-1.00000
14.9120,-1.00000
14.9290,-1.00000
14.9460,-1.00000
14.9630,-1.00000
14.9800,-1.00000
14.9970,-1.00000
15.0140,-1.00000
15.0310,-1.00000
15.0490,-1.00000
15.0660,-1.00000
15.0820,-1.00000
15.0990,-1.00000
15.1160,-1.00000
15.1330,-1.00000
15.1500,-1.00000
15.1680,-1.00000
15.1850,-1.00000
15.2020,-1.00000
15.2190,-1.00000
15.2350,-1.00000
15.2520,-1.00000
15.2680,-1.00000
15.2850,-1.00000
15.3010,-1.00000
15.3170,-1.00000
15.3340,-1.00000
15.3500,-1.00000
15.3670,-1.00000
15.3850,-1.00000
15.4010,-1.00000
15.4180,-1.00000
15.4360,-1.00000
15.4520,-1.00000
15.4680,-1.00000
15.4840,-1.00000
15.5010,-1.00000
15.5180,-1.00000
15.5350,-1.00000
15.5520,-1.00000
15.5700,-1.00000
15.5870,-1.00000
15.6050,-1.00000
15.6220,-1.00000
15.6390,-1.00000
15.6560,-1.00000
15.6730,-1.00000
15.6890,-1.00000
15.7060,-1.00000
15.7230,-1.00000
15.7400,-1.00000
15.7570,-1.00000
15.7730,-1.00000
15.7900,-1.00000
15.8070,-1.00000
15.8240,-1.00000
15.8410,-1.00000
15.8580,-1.00000
15.8750,-1.00000
15.8920,-1.00000
15.9090,-1.00000
15.9260,-1.00000
15.9430,-1.00000
15.9600,-1.00000
15.9770,-1.00000
15.9930,-1.00000
16.0110,-1.00000
16.0280,-1.00000
16.0450,-1.00000
16.0620,-1.00000
16.0790,-1.00000
16.0950,-1.00000
16.1120,-1.00000
16.1290,-1.00000
16.1460,-1.00000
16.1630,-1.00000
16.1800,-1.00000
16.1980,-1.00000
16.2150,-1.00000
16.2330,-1.00000
16.2500,-1.00000
16.2670,-1.00000
16.2840,-1.00000
16.3000,-1.00000
16.3170,-1.00000
16.3340,-1.00000
16.3500,-1.00000
16.3670,-1.00000
16.3830,-1.00000
16.4000,-1.00000
16.4170,-1.00000
16.4330,-1.00000
16.4500,-1.00000
16.4670,-1.00000
16.4840,-1.00000
16.5010,-1.00000
16.5180,-1.00000
16.5350,-1.00000
16.5510,-1.00000
16.5680,-1.00000
16.5840,-1.00000
16.6010,-1.00000
16.6170,-1.00000
16.6340,-1.00000
16.6510,-1.00000
16.6680,-1.00000
16.6850,-1.00000
16.7010,-1.00000
16.7180,-1.00000
16.7350,-1.00000
16.7520,-1.00000
16.7690,-1.00000
16.7860,-1.00000
16.8030,-1.00000
16.8200,-1.00000
16.8360,-1.00000
16.8520,-1.00000
16.8680,-1.00000
16.8850,-1.00000
16.9010,-1.00000
16.9180,-1.00000
16.9350,-1.00000
16.9510,-1.00000
16.9670,-1.00000
16.9840,-1.00000
17.0010,-1.00000
17.0180,-1.00000
17.0340,-1.00000
17.0510,-1.00000
17.0680,-1.00000
17.0850,-1.00000
17.1020,-1.00000
17.1190,-1.00000
17.1350,-1.00000
17.1520,-1.00000
17.1680,-1.00000
17.1840,-1.00000
17.2010,-1.00000
17.2180,-1.00000
17.2350,-1.00000
17.2510,-1.00000
17.2670,-1.00000
17.2840,-1.00000
17.3010,-1.00000
17.3180,-1.00000
17.3350,-1.00000
17.3510,-1.00000
17.3680,-1.00000
17.3850,-1.00000
17.4020,-1.00000
17.4190,-1.00000
17.4350,-1.00000
17.4520,-1.00000
17.4700,-1.00000
17.4870,-1.00000
17.5030,-1.00000
17.5200,-1.00000
17.5360,-1.00000
17.5520,-1.00000
17.5680,-1.00000
17.5850,-1.00000
17.6020,-1.00000
17.6190,-1.00000
17.6350,-1.00000
17.6510,-1.00000
17.6680,-1.00000
17.6850,-1.00000
17.7030,-1.00000
17.7190,-1.00000
17.7350,-1.00000
17.7520,-1.00000
17.7690,-1.00000
17.7860,-1.00000
17.8040,-1.00000
17.8210,-1.00000
17.8370,-1.00000
17.8540,-1.00000
17.8700,-1.00000
17.8870,-1.00000
17.9040,-1.00000
17.9200,-1.00000
17.9370,-1.00000
17.9530,-1.00000
17.9700,-1.00000
17.9870,-1.00000
18.0040,-1.00000
18.0210,-1.00000
18.0370,-1.00000
18.0540,-1.00000
18.0700,-1.00000
18.0870,-1.00000
18.1030,-1.00000
18.1200,-1.00000
18.1370,-1.00000
18.1540,-1.00000
18.1710,-1.00000
18.1880,-1.00000
18.2040,-1.00000
18.2200,-1.00000
18.2360,-1.00000
18.2520,-1.00000
18.2680,-1.00000
18.2850,-1.00000
18.3020,-1.00000
18.3190,-1.00000
18.3350,-1.00000
18.3510,-1.00000
18.3670,-1.00000
18.3840,-1.00000
18.4000,-1.00000
18.4170,-1.00000
18.4350,-1.00000
18.4510,-1.00000
18.4670,-1.00000
18.4830,-1.00000
18.4990,-1.00000
18.5160,-1.00000
18.5340,-1.00000
18.5500,-1.00000
18.5670,-1.00000
18.5850,-1.00000
18.6020,-1.00000
18.6190,-1.00000
18.6370,-1.00000
18.6540,-1.00000
18.6720,-1.00000
18.6880,-1.00000
18.7040,-1.00000
18.7210,-1.00000
18.7370,-1.00000
18.7540,-1.00000
18.7700,-1.00000
18.7860,-1.00000
18.8030,-1.00000
18.8190,-1.00000
18.8360,-1.00000
18.8530,-1.00000
18.8700,-1.00000
18.8860,-1.00000
18.9030,-1.00000
18.9190,-1.00000
18.9370,-1.00000
18.9530,-1.00000
18.9700,-1.00000
18.9870,-1.00000
19.0030,-1.00000
19.0200,-1.00000
19.0370,-1.00000
19.0540,-1.00000
19.0710,-1.00000
19.0890,-1.00000
19.1060,-1.00000
19.1240,-1.00000
19.1400,-1.00000
19.1570,-1.00000
19.1740,-1.00000
19.1910,-1.00000
19.2090,-1.00000
19.2260,-1.00000
19.2420,-1.00000
19.2590,-1.00000
19.2750,-1.00000
19.2910,-1.00000
19.3070,-1.00000
19.3230,-1.00000
19.3390,-1.00000
19.3560,-1.00000
19.3730,-1.00000
19.3900,-1.00000
19.4070,-1.00000
19.4240,-1.00000
19.4400,-1.00000
19.4570,-1.00000
19.4730,-1.00000
19.4900,-1.00000
19.5070,-1.00000
19.5230,-1.00000
19.5400,-1.00000
19.5570,-1.00000
19.5730,-1.00000
19.5900,-1.00000
19.6070,-1.00000
19.6230,-1.00000
19.6400,-1.00000
19.6570,-1.00000
19.6730,-1.00000
19.6900,-1.00000
19.7060,-1.00000
19.7220,-1.00000
19.7380,-1.00000
19.7550,-1.00000
19.7710,-1.00000
19.7870,-1.00000
19.8030,-1.00000
19.8210,-1.00000
19.8380,-1.00000
19.8540,-1.00000
19.8700,-1.00000
19.8870,-1.00000
19.9040,-1.00000
19.9200,-1.00000
19.9370,-1.00000
19.9530,-1.00000
19.9700,-1.00000
19.9860,-1.00000
20.0030,-1.00000
20.0200,-1.00000
20.0360,-1.00000
20.0520,-1.00000
20.0690,-1.00000
20.0860,-1.00000
20.1030,-1.00000
20.1210,-1.00000
20.1370,-1.00000
20.1530,-1.00000
20.1690,-1.00000
20.1860,-1.00000
20.2030,-1.00000
20.2190,-1.00000
20.2350,-1.00000
20.2510,-1.00000
20.2670,-1.00000
20.2840,-1.00000
20.3000,-1.00000
20.3170,-1.00000
20.3340,-1.00000
20.3500,-1.00000
20.3660,-1.00000
20.3820,-1.00000
20.3990,-1.00000
20.4160,-1.00000
20.4330,-1.00000
20.4500,-1.00000
20.4670,-1.00000
20.4830,-1.00000
20.5000,-1.00000
20.5170,-1.00000
20.5330,-1.00000
20.5500,-1.00000
20.5660,-1.00000
20.5830,-1.00000
20.5990,-1.00000
20.6160,-1.00000
20.6320,-1.00000
20.6490,-1.00000
20.6650,-1.00000
20.6820,-1.00000
20.6990,-1.00000
20.7150,-1.00000
20.7310,-1.00000
20.7480,-1.00000
20.7650,-1.00000
20.7810,-1.00000
20.7980,-1.00000
20.8140,-1.00000
20.8320,-1.00000
20.8490,-1.00000
20.8650,-1.00000
20.8820,-1.00000
20.8990,-1.00000
20.9160,-1.00000
20.9330,-1.00000
20.9500,-1.00000
20.9660,-1.00000
20.9820,-1.00000
20.9980,-1.00000
21.0150,-1.00000
