time_s,Thumb,Index,Middle,Ring,Pinky
3.6090,-0.64420,-0.36989,-1.00000,-1.00000,-0.88312
3.6250,-0.64420,-0.36989,-1.00000,-1.00000,-0.88312
3.6420,-0.68462,-0.36989,-1.00000,-1.00000,-0.91289
3.6590,-0.68462,-0.36989,-1.00000,-1.00000,-0.91289
3.6760,-0.68462,-0.36989,-1.00000,-1.00000,-0.91289
3.6930,-0.68462,-0.36989,-1.00000,-1.00000,-0.91289
3.7100,-0.93460,-1.00000,-1.00000,-1.00000,-1.00000
3.7260,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
3.7430,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
3.7610,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
3.7770,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
3.7940,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
3.8120,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
3.8280,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
3.8440,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
3.8600,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
3.8770,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
3.8940,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
3.9110,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
3.9270,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
3.9440,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
3.9610,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
3.9770,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
3.9940,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.0110,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.0290,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.0450,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.0610,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.0770,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.0930,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.1100,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.1260,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.1420,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.1590,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.1750,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.1920,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.2080,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.2250,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.2420,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.2580,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.2750,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.2920,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.3090,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.3250,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
4.3410,-1.00000,-1.00000,-1.00000,-1.00000,-1.00000
