#,Thumb,Index,Middle,Ring,Pinky
calib_closed,170159.75,548705.87,190885.92,146156.36,227197.74
calib_half,173645.66,491602.56,181941.60,133839.56,192239.93
calib_open,168589.66,412675.80,158467.16,134426.30,187474.62
calib_span,1570.09,136030.07,32418.76,11730.06,39723.11

time_s,Thumb,Index,Middle,Ring,Pinky,ch15,ch16,ch17
0.3180,0.88624,-0.97899,-0.96399,-1.00000,-1.00000,0.08710,-0.02150,-0.96720
0.3350,0.88052,-0.96734,-0.94169,-1.00000,-1.00000,0.09420,-0.03730,-0.96140
0.3520,0.89919,-0.98525,-0.92692,-1.00000,-1.00000,0.08540,-0.03460,-0.96580
0.3690,0.89919,-0.98525,-0.92692,-1.00000,-1.00000,0.08540,-0.03460,-0.96580
0.3850,0.89919,-0.98525,-0.92692,-1.00000,-1.00000,0.08540,-0.03460,-0.96580
0.4020,0.89910,-0.96773,-0.89324,-0.99194,-1.00000,0.07030,-0.01760,-0.95990
0.4200,0.89910,-0.96773,-0.89324,-0.99194,-1.00000,0.07030,-0.01760,-0.95990
0.4360,0.89910,-0.96773,-0.89324,-0.99194,-1.00000,0.07030,-0.01760,-0.95990
0.4520,0.91772,-0.96829,-0.89860,-0.99153,-1.00000,0.06420,-0.01000,-0.96450
0.4680,0.91772,-0.96829,-0.89860,-0.99153,-1.00000,0.06420,-0.01000,-0.96450
0.4850,0.91772,-0.96829,-0.89860,-0.99153,-1.00000,0.06420,-0.01000,-0.96450
0.5020,0.91772,-0.96829,-0.89860,-0.99153,-1.00000,0.06420,-0.01000,-0.96450
0.5190,0.95155,-0.95015,-0.90394,-0.99476,-1.00000,0.07000,-0.00170,-0.96870
0.5350,0.93634,-0.95345,-0.90926,-1.00000,-1.00000,0.07250,-0.01100,-0.97870
0.5510,0.93634,-0.95345,-0.90926,-1.00000,-1.00000,0.07250,-0.01100,-0.97870
0.5670,0.93634,-0.95345,-0.90926,-1.00000,-1.00000,0.07250,-0.01100,-0.97870
0.5840,0.92375,-0.95288,-0.93167,-0.99920,-1.00000,0.08660,-0.00730,-0.99450
0.6000,0.92375,-0.95288,-0.93167,-0.99920,-1.00000,0.08660,-0.00730,-0.99450
0.6160,0.92375,-0.95288,-0.93167,-0.99920,-1.00000,0.08660,-0.00730,-0.99450
0.6320,0.93774,-0.95167,-0.94535,-1.00000,-1.00000,0.08000,-0.00610,-0.99840
0.6480,0.93774,-0.95167,-0.94535,-1.00000,-1.00000,0.08000,-0.00610,-0.99840
0.6640,0.93774,-0.95167,-0.94535,-1.00000,-1.00000,0.08000,-0.00610,-0.99840
0.6810,0.93774,-0.95167,-0.94535,-1.00000,-1.00000,0.08000,-0.00610,-0.99840
0.6980,0.95761,-0.97392,-0.95150,-0.98641,-0.99146,0.06930,-0.03000,-0.98670
0.7140,1.00000,-0.93253,-0.90289,-0.94352,-0.97215,-0.00980,-0.06760,-1.04380
0.7320,1.00000,-0.90004,-0.86815,-0.91682,-0.96390,-0.06440,-0.04780,-1.02850
0.7490,1.00000,-0.90004,-0.86815,-0.91682,-0.96390,-0.06440,-0.04780,-1.02850
0.7660,1.00000,-0.80238,-0.77427,-0.83477,-0.93432,0.10880,-0.08320,-0.93350
0.7820,1.00000,-0.80238,-0.77427,-0.83477,-0.93432,0.10880,-0.08320,-0.93350
0.7980,1.00000,-0.80238,-0.77427,-0.83477,-0.93432,0.10880,-0.08320,-0.93350
0.8140,1.00000,-0.70035,-0.66700,-0.72351,-0.88984,0.03030,-0.02460,-1.01550
0.8310,1.00000,-0.63756,-0.61056,-0.65777,-0.86183,0.00000,0.00930,-0.97890
0.8480,1.00000,-0.63756,-0.61056,-0.65777,-0.86183,0.00000,0.00930,-0.97890
0.8650,1.00000,-0.63756,-0.61056,-0.65777,-0.86183,0.00000,0.00930,-0.97890
0.8820,1.00000,-0.38398,-0.39492,-0.46907,-0.75974,0.06220,-0.04420,-0.91740
0.8980,1.00000,-0.38398,-0.39492,-0.46907,-0.75974,0.06220,-0.04420,-0.91740
0.9140,1.00000,-0.38398,-0.39492,-0.46907,-0.75974,0.06220,-0.04420,-0.91740
0.9310,1.00000,-0.28802,-0.32043,-0.40212,-0.71953,0.09000,0.08170,-0.95140
0.9470,1.00000,-0.08727,-0.14789,-0.26457,-0.63915,0.11000,-0.00950,-0.98090
0.9640,1.00000,-0.08727,-0.14789,-0.26457,-0.63915,0.11000,-0.00950,-0.98090
0.9810,1.00000,-0.08727,-0.14789,-0.26457,-0.63915,0.11000,-0.00950,-0.98090
0.9980,1.00000,-0.08727,-0.14789,-0.26457,-0.63915,0.11000,-0.00950,-0.98090
1.0140,1.00000,-0.08727,-0.14789,-0.26457,-0.63915,0.11000,-0.00950,-0.98090
1.0310,1.00000,-0.08727,-0.14789,-0.26457,-0.63915,0.11000,-0.00950,-0.98090
1.0490,1.00000,-0.08727,-0.14789,-0.26457,-0.63915,0.11000,-0.00950,-0.98090
1.0660,1.00000,0.17831,0.09137,-0.04764,-0.47046,0.15130,-0.02200,-0.93960
1.0830,1.00000,0.30971,0.18613,-0.04764,-0.37686,0.12470,0.00370,-0.98770
1.1000,1.00000,0.30971,0.18613,-0.04764,-0.37686,0.12470,0.00370,-0.98770
1.1160,1.00000,0.35114,0.22022,-0.04764,-0.33893,0.11590,-0.00540,-0.98700
1.1330,1.00000,0.41392,0.28570,-0.04764,-0.29149,0.20330,0.02560,-0.90210
1.1500,1.00000,0.41392,0.28570,-0.04764,-0.29149,0.20330,0.02560,-0.90210
1.1660,1.00000,0.41392,0.28570,-0.04764,-0.29149,0.20330,0.02560,-0.90210
1.1820,1.00000,0.51336,0.41963,-0.04764,-0.21581,0.29740,0.08170,-0.89500
1.1990,1.00000,0.51336,0.41963,-0.04764,-0.21581,0.29740,0.08170,-0.89500
1.2150,1.00000,0.51336,0.41963,-0.04764,-0.21581,0.29740,0.08170,-0.89500
1.2330,1.00000,0.55900,0.48128,-0.04764,-0.18549,0.29110,0.07220,-0.94650
1.2500,1.00000,0.60559,0.54280,-0.04764,-0.15540,0.32310,0.12400,-0.93210
1.2660,1.00000,0.60559,0.54280,-0.04764,-0.15540,0.32310,0.12400,-0.93210
1.2820,1.00000,0.60559,0.54280,-0.04764,-0.15540,0.32310,0.12400,-0.93210
1.2990,1.00000,0.62643,0.55600,-0.04764,-0.14544,0.35920,0.10710,-0.90160
1.3160,1.00000,0.62643,0.55600,-0.04764,-0.14544,0.35920,0.10710,-0.90160
1.3320,1.00000,0.62643,0.55600,-0.04764,-0.14544,0.35920,0.10710,-0.90160
1.3480,1.00000,0.62643,0.55600,-0.04764,-0.14544,0.35920,0.10710,-0.90160
1.3650,1.00000,0.73617,0.66044,-0.04764,-0.10222,0.38140,0.06470,-0.87790
1.3810,1.00000,0.80052,0.71890,-0.04764,-0.07752,0.40850,0.12050,-0.86720
1.3980,1.00000,0.80052,0.71890,-0.04764,-0.07752,0.40850,0.12050,-0.86720
1.4140,1.00000,0.80052,0.71890,-0.04764,-0.07752,0.40850,0.12050,-0.86720
1.4300,1.00000,0.80052,0.71890,-0.04764,-0.07752,0.40850,0.12050,-0.86720
1.4470,1.00000,0.80052,0.71890,-0.04764,-0.07752,0.40850,0.12050,-0.86720
1.4630,1.00000,0.80052,0.71890,-0.04764,-0.07752,0.40850,0.12050,-0.86720
1.4810,1.00000,0.86389,0.77399,-0.04764,-0.05974,0.40190,0.04320,-0.89330
1.4980,1.00000,0.91527,0.80690,-0.04764,-0.04135,0.43360,0.10200,-0.87910
1.5150,1.00000,0.91527,0.80690,-0.04764,-0.04135,0.43360,0.10200,-0.87910
1.5320,1.00000,0.92651,0.81627,-0.04764,-0.03159,0.44380,0.11270,-0.85080
1.5480,1.00000,0.93126,0.82058,-0.04764,-0.02094,0.46340,0.12690,-0.83770
1.5640,1.00000,0.93126,0.82058,-0.04764,-0.02094,0.46340,0.12690,-0.83770
1.5800,1.00000,0.93126,0.82058,-0.04764,-0.02094,0.46340,0.12690,-0.83770
1.5970,1.00000,0.94178,0.83382,-0.04764,0.06139,0.44430,0.10610,-0.86230
1.6130,1.00000,0.94569,0.83501,-0.04764,0.12797,0.45550,0.09320,-0.84690
1.6290,1.00000,0.94569,0.83501,-0.04764,0.12797,0.45550,0.09320,-0.84690
1.6460,1.00000,0.94569,0.83501,-0.04764,0.12797,0.45550,0.09320,-0.84690
1.6630,1.00000,0.95361,0.83836,-0.04764,0.50853,0.45680,0.10610,-0.85910
1.6790,1.00000,0.95554,0.84073,-0.04764,0.56569,0.45730,0.12100,-0.85600
1.6950,1.00000,0.95554,0.84073,-0.04764,0.56569,0.45730,0.12100,-0.85600
1.7110,1.00000,0.96336,0.84359,-0.04764,0.68089,0.44990,0.12520,-0.84280
1.7280,1.00000,0.96827,0.84719,-0.04764,0.93112,0.45580,0.07560,-0.86210
1.7440,1.00000,0.96827,0.84719,-0.04764,0.93112,0.45580,0.07560,-0.86210
1.7610,1.00000,0.96827,0.84719,-0.04764,0.93112,0.45580,0.07560,-0.86210
1.7780,1.00000,0.96935,0.85194,-0.04764,1.00000,0.45340,0.09150,-0.87080
1.7940,1.00000,0.96635,0.85194,-0.04764,1.00000,0.45120,0.09370,-0.87300
1.8110,1.00000,0.96635,0.85194,-0.04764,1.00000,0.45120,0.09370,-0.87300
1.8280,1.00000,0.96635,0.85194,-0.04764,1.00000,0.45120,0.09370,-0.87300
1.8450,1.00000,0.97430,0.85456,-0.04764,1.00000,0.45340,0.13220,-0.84670
1.8620,1.00000,0.97430,0.85456,-0.04764,1.00000,0.45340,0.13220,-0.84670
1.8780,1.00000,0.97430,0.85456,-0.04764,1.00000,0.45340,0.13220,-0.84670
1.8950,1.00000,0.96881,0.85194,-0.04764,1.00000,0.45210,0.09030,-0.83500
1.9120,1.00000,0.96442,0.85026,-0.04764,1.00000,0.45240,0.08080,-0.85250
1.9290,1.00000,0.96442,0.85026,-0.04764,1.00000,0.45240,0.08080,-0.85250
1.9450,1.00000,0.96442,0.85026,-0.04764,1.00000,0.45240,0.08080,-0.85250
1.9610,1.00000,0.95510,0.85669,-0.04764,1.00000,0.46990,0.12570,-0.82810
1.9770,1.00000,0.95510,0.85669,-0.04764,1.00000,0.46990,0.12570,-0.82810
1.9940,1.00000,0.95510,0.85669,-0.04764,1.00000,0.46990,0.12570,-0.82810
2.0110,1.00000,0.95371,0.85503,-0.04764,1.00000,0.47140,0.13740,-0.84840
2.0290,1.00000,0.94514,0.85692,-0.04764,1.00000,0.47480,0.08030,-0.86210
2.0460,1.00000,0.94514,0.85692,-0.04764,1.00000,0.47480,0.08030,-0.86210
2.0630,1.00000,0.94514,0.85692,-0.04764,1.00000,0.47480,0.08030,-0.86210
2.0790,1.00000,0.94583,0.85239,-0.04764,1.00000,0.45730,0.11370,-0.85030
2.0950,1.00000,0.94583,0.85239,-0.04764,1.00000,0.45730,0.11370,-0.85030
2.1110,1.00000,0.94583,0.85239,-0.04764,1.00000,0.45730,0.11370,-0.85030
2.1280,1.00000,0.94583,0.85239,-0.04764,1.00000,0.45730,0.11370,-0.85030
2.1450,1.00000,0.94253,0.85359,-0.04764,1.00000,0.45630,0.12000,-0.85420
2.1620,1.00000,0.94253,0.85359,-0.04764,1.00000,0.45630,0.12000,-0.85420
2.1790,1.00000,0.94253,0.85359,-0.04764,1.00000,0.45630,0.12000,-0.85420
2.1960,1.00000,0.95538,0.86238,-0.04764,1.00000,0.46240,0.11610,-0.83590
2.2130,1.00000,0.95593,0.85929,-0.04764,1.00000,0.45410,0.08610,-0.83770
2.2290,1.00000,0.95593,0.85929,-0.04764,1.00000,0.45410,0.08610,-0.83770
2.2460,1.00000,0.95593,0.85929,-0.04764,1.00000,0.45410,0.08610,-0.83770
2.2630,1.00000,0.95396,0.85453,-0.04764,1.00000,0.47040,0.08690,-0.85030
2.2800,1.00000,0.95396,0.85453,-0.04764,1.00000,0.47040,0.08690,-0.85030
2.2960,1.00000,0.95396,0.85453,-0.04764,1.00000,0.47040,0.08690,-0.85030
2.3130,1.00000,0.95234,0.85642,-0.04764,1.00000,0.47650,0.10540,-0.85810
2.3290,1.00000,0.95234,0.85642,-0.04764,1.00000,0.47650,0.10540,-0.85810
2.3460,1.00000,0.95234,0.85642,-0.04764,1.00000,0.47650,0.10540,-0.85810
2.3630,1.00000,0.95234,0.85642,-0.04764,1.00000,0.47650,0.10540,-0.85810
2.3790,1.00000,0.95234,0.85642,-0.04764,1.00000,0.47650,0.10540,-0.85810
2.3960,1.00000,0.95234,0.85642,-0.04764,1.00000,0.47650,0.10540,-0.85810
2.4130,1.00000,0.95234,0.85642,-0.04764,1.00000,0.47650,0.10540,-0.85810
2.4310,1.00000,0.95234,0.85642,-0.04764,1.00000,0.47650,0.10540,-0.85810
2.4470,1.00000,0.96019,0.85716,-0.04764,1.00000,0.46260,0.10760,-0.83980
2.4630,1.00000,0.95750,0.86001,-0.04764,1.00000,0.45360,0.08220,-0.85400
2.4800,1.00000,0.95750,0.86001,-0.04764,1.00000,0.45360,0.08220,-0.85400
2.4960,1.00000,0.95365,0.86238,-0.04764,1.00000,0.46430,0.08930,-0.84590
2.5120,1.00000,0.95365,0.86238,-0.04764,1.00000,0.46430,0.08930,-0.84590
2.5300,1.00000,0.95365,0.86238,-0.04764,1.00000,0.46430,0.08930,-0.84590
2.5470,1.00000,0.95365,0.86238,-0.04764,1.00000,0.46430,0.08930,-0.84590
2.5640,1.00000,0.96496,0.86262,-0.04764,1.00000,0.46430,0.12610,-0.87330
2.5810,1.00000,0.96496,0.86262,-0.04764,1.00000,0.46430,0.12610,-0.87330
2.5980,1.00000,0.96496,0.86262,-0.04764,1.00000,0.46430,0.12610,-0.87330
2.6150,1.00000,0.96496,0.86262,-0.04764,1.00000,0.46430,0.12610,-0.87330
2.6310,1.00000,0.96496,0.86262,-0.04764,1.00000,0.46430,0.12610,-0.87330
2.6470,1.00000,0.96496,0.86262,-0.04764,1.00000,0.46430,0.12610,-0.87330
2.6640,1.00000,0.96496,0.86262,-0.04764,1.00000,0.46430,0.12610,-0.87330
2.6800,1.00000,0.97454,0.85908,-0.04764,1.00000,0.44140,0.12050,-0.86910
2.6970,1.00000,0.97647,0.86004,-0.04764,1.00000,0.43090,0.10660,-0.84470
2.7150,1.00000,0.97647,0.86004,-0.04764,1.00000,0.43090,0.10660,-0.84470
2.7310,1.00000,0.97647,0.86004,-0.04764,1.00000,0.43090,0.10660,-0.84470
2.7480,1.00000,0.97647,0.86004,-0.04764,1.00000,0.43090,0.10660,-0.84470
2.7650,1.00000,0.97647,0.86004,-0.04764,1.00000,0.43090,0.10660,-0.84470
2.7810,1.00000,0.97647,0.86004,-0.04764,1.00000,0.43090,0.10660,-0.84470
2.7990,1.00000,0.97162,0.85932,-0.04764,1.00000,0.42870,0.12030,-0.84180
2.8150,1.00000,0.97515,0.85814,-0.04764,1.00000,0.47510,0.08760,-0.86450
2.8320,1.00000,0.97515,0.85814,-0.04764,1.00000,0.47510,0.08760,-0.86450
2.8480,1.00000,0.97515,0.85814,-0.04764,1.00000,0.47510,0.08760,-0.86450
2.8650,1.00000,0.97515,0.85814,-0.04764,1.00000,0.47510,0.08760,-0.86450
2.8810,1.00000,0.97515,0.85814,-0.04764,1.00000,0.47510,0.08760,-0.86450
2.8980,1.00000,0.97515,0.85814,-0.04764,1.00000,0.47510,0.08760,-0.86450
2.9150,1.00000,0.96588,0.86099,-0.04764,1.00000,0.47070,0.10660,-0.86030
2.9310,1.00000,0.95747,0.86288,-0.04764,1.00000,0.43580,0.11370,-0.85640
2.9480,1.00000,0.95747,0.86288,-0.04764,1.00000,0.43580,0.11370,-0.85640
2.9650,1.00000,0.95747,0.86288,-0.04764,1.00000,0.43580,0.11370,-0.85640
2.9820,1.00000,0.95747,0.86288,-0.04764,1.00000,0.43580,0.11370,-0.85640
2.9980,1.00000,0.95747,0.86288,-0.04764,1.00000,0.43580,0.11370,-0.85640
3.0140,1.00000,0.95747,0.86288,-0.04764,1.00000,0.43580,0.11370,-0.85640
3.0310,1.00000,0.95747,0.86288,-0.04764,1.00000,0.43580,0.11370,-0.85640
3.0470,1.00000,0.95720,0.86240,-0.04764,1.00000,0.43360,0.12690,-0.85550
3.0640,1.00000,0.95720,0.86240,-0.04764,1.00000,0.43360,0.12690,-0.85550
3.0820,1.00000,0.95720,0.86240,-0.04764,1.00000,0.43360,0.12690,-0.85550
3.0980,1.00000,0.95720,0.86240,-0.04764,1.00000,0.43360,0.12690,-0.85550
3.1150,1.00000,0.95720,0.86240,-0.04764,1.00000,0.43360,0.12690,-0.85550
3.1310,1.00000,0.95720,0.86240,-0.04764,1.00000,0.43360,0.12690,-0.85550
3.1480,1.00000,0.95720,0.86240,-0.04764,1.00000,0.43360,0.12690,-0.85550
3.1650,1.00000,0.95831,0.86312,-0.04764,1.00000,0.41360,0.08370,-0.88280
3.1830,1.00000,0.95308,0.86527,-0.04764,1.00000,0.41600,0.06540,-0.83520
3.2000,1.00000,0.95963,0.86476,-0.04764,1.00000,0.41360,0.08640,-0.87550
3.2170,1.00000,0.95963,0.86476,-0.04764,1.00000,0.41360,0.08640,-0.87550
3.2330,1.00000,0.95963,0.86476,-0.04764,1.00000,0.41360,0.08640,-0.87550
3.2490,1.00000,0.95963,0.86476,-0.04764,1.00000,0.41360,0.08640,-0.87550
3.2650,1.00000,0.95963,0.86476,-0.04764,1.00000,0.41360,0.08640,-0.87550
3.2810,1.00000,0.95306,0.86428,-0.04764,1.00000,0.41040,0.12690,-0.87380
3.2980,1.00000,0.95754,0.87092,-0.04764,1.00000,0.41240,0.11000,-0.87110
3.3150,1.00000,0.95754,0.87092,-0.04764,1.00000,0.41240,0.11000,-0.87110
3.3320,1.00000,0.95754,0.87092,-0.04764,1.00000,0.41240,0.11000,-0.87110
3.3490,1.00000,0.95754,0.87092,-0.04764,1.00000,0.41240,0.11000,-0.87110
3.3650,1.00000,0.95754,0.87092,-0.04764,1.00000,0.41240,0.11000,-0.87110
3.3810,1.00000,0.95754,0.87092,-0.04764,1.00000,0.41240,0.11000,-0.87110
3.3980,1.00000,0.95810,0.86901,-0.04764,1.00000,0.38800,0.10030,-0.87910
3.4140,1.00000,0.96252,0.87752,-0.04764,1.00000,0.39650,0.13420,-0.89260
3.4310,1.00000,0.96252,0.87752,-0.04764,1.00000,0.39650,0.13420,-0.89260
3.4480,1.00000,0.96252,0.87752,-0.04764,1.00000,0.39650,0.13420,-0.89260
3.4660,1.00000,0.96252,0.87752,-0.04764,1.00000,0.39650,0.13420,-0.89260
3.4820,1.00000,0.96252,0.87752,-0.04764,1.00000,0.39650,0.13420,-0.89260
3.4980,1.00000,0.96252,0.87752,-0.04764,1.00000,0.39650,0.13420,-0.89260
3.5140,1.00000,0.96359,0.87540,-0.04764,1.00000,0.39700,0.07560,-0.81860
3.5310,1.00000,0.96359,0.88111,-0.04764,1.00000,0.40550,0.11420,-0.87080
3.5470,1.00000,0.96055,0.88443,-0.04764,1.00000,0.39650,0.10300,-0.86520
3.5640,1.00000,0.96055,0.88443,-0.04764,1.00000,0.39650,0.10300,-0.86520
3.5800,1.00000,0.96055,0.88443,-0.04764,1.00000,0.39650,0.10300,-0.86520
3.5960,1.00000,0.96055,0.88443,-0.04764,1.00000,0.39650,0.10300,-0.86520
3.6120,1.00000,0.96055,0.88443,-0.04764,1.00000,0.39650,0.10300,-0.86520
3.6280,1.00000,0.96055,0.88443,-0.04764,1.00000,0.39650,0.10300,-0.86520
3.6450,1.00000,0.96010,0.88656,-0.04764,1.00000,0.38230,0.13440,-0.88670
3.6610,1.00000,0.96010,0.88656,-0.04764,1.00000,0.38230,0.13440,-0.88670
3.6780,1.00000,0.96010,0.88656,-0.04764,1.00000,0.38230,0.13440,-0.88670
3.6940,1.00000,0.96010,0.88656,-0.04764,1.00000,0.38230,0.13440,-0.88670
3.7110,1.00000,0.96010,0.88656,-0.04764,1.00000,0.38230,0.13440,-0.88670
3.7270,1.00000,0.96010,0.88656,-0.04764,1.00000,0.38230,0.13440,-0.88670
3.7440,1.00000,0.96010,0.88656,-0.04764,1.00000,0.38230,0.13440,-0.88670
3.7600,1.00000,0.95272,0.88489,-0.04764,1.00000,0.41870,0.10270,-0.89380
3.7770,1.00000,0.96401,0.88773,-0.04764,1.00000,0.38600,0.10150,-0.87060
3.7940,1.00000,0.96401,0.88773,-0.04764,1.00000,0.38600,0.10150,-0.87060
3.8110,1.00000,0.96401,0.88773,-0.04764,1.00000,0.38600,0.10150,-0.87060
3.8280,1.00000,0.96275,0.88558,-0.04764,1.00000,0.39280,0.08690,-0.87500
3.8450,1.00000,0.96275,0.88558,-0.04764,1.00000,0.39280,0.08690,-0.87500
3.8610,1.00000,0.96275,0.88558,-0.04764,1.00000,0.39280,0.08690,-0.87500
3.8770,1.00000,0.96897,0.88251,-0.04764,1.00000,0.37190,0.07830,-0.89330
3.8930,1.00000,0.96897,0.88251,-0.04764,1.00000,0.37190,0.07830,-0.89330
3.9100,1.00000,0.96897,0.88251,-0.04764,1.00000,0.37190,0.07830,-0.89330
3.9260,1.00000,0.96897,0.88251,-0.04764,1.00000,0.37190,0.07830,-0.89330
3.9430,1.00000,0.97409,0.88700,-0.04764,1.00000,0.37380,0.09130,-0.88250
3.9600,1.00000,0.97409,0.88700,-0.04764,1.00000,0.37380,0.09130,-0.88250
3.9770,1.00000,0.97409,0.88700,-0.04764,1.00000,0.37380,0.09130,-0.88250
3.9930,1.00000,0.96748,0.88346,-0.04764,1.00000,0.39060,0.08540,-0.88570
4.0090,1.00000,0.96366,0.88467,-0.04764,1.00000,0.37770,0.12930,-0.85990
4.0260,1.00000,0.96366,0.88467,-0.04764,1.00000,0.37770,0.12930,-0.85990
4.0430,1.00000,0.96366,0.88467,-0.04764,1.00000,0.37770,0.12930,-0.85990
4.0600,1.00000,0.96178,0.88703,-0.04764,1.00000,0.37260,0.11640,-0.86910
4.0760,1.00000,0.96178,0.88703,-0.04764,1.00000,0.37260,0.11640,-0.86910
4.0920,1.00000,0.96178,0.88703,-0.04764,1.00000,0.37260,0.11640,-0.86910
4.1080,1.00000,0.96178,0.88703,-0.04764,1.00000,0.37260,0.11640,-0.86910
4.1250,1.00000,0.96505,0.88822,-0.04764,1.00000,0.39650,0.16670,-0.89280
4.1430,1.00000,0.96727,0.88704,-0.04764,1.00000,0.38060,0.12880,-0.90890
4.1590,1.00000,0.96727,0.88704,-0.04764,1.00000,0.38060,0.12880,-0.90890
4.1760,1.00000,0.96951,0.88800,-0.04764,1.00000,0.37870,0.07830,-0.90260
4.1930,1.00000,0.97006,0.88800,-0.04764,1.00000,0.38060,0.09520,-0.91520
4.2100,1.00000,0.97006,0.88800,-0.04764,1.00000,0.38060,0.09520,-0.91520
4.2270,1.00000,0.97006,0.88800,-0.04764,1.00000,0.38060,0.09520,-0.91520
4.2430,1.00000,0.96799,0.88282,-0.04764,1.00000,0.40090,0.09200,-0.91060
4.2600,1.00000,0.96799,0.88282,-0.04764,1.00000,0.40090,0.09200,-0.91060
4.2760,1.00000,0.96799,0.88282,-0.04764,1.00000,0.40090,0.09200,-0.91060
4.2930,1.00000,0.97236,0.88565,-0.04764,1.00000,0.38500,0.07640,-0.90180
4.3100,1.00000,0.97785,0.88445,-0.04764,1.00000,0.38550,0.09470,-0.89890
4.3270,1.00000,0.97785,0.88445,-0.04764,1.00000,0.38550,0.09470,-0.89890
4.3440,1.00000,0.97785,0.88445,-0.04764,1.00000,0.38550,0.09470,-0.89890
4.3600,1.00000,0.96989,0.87806,-0.04764,1.00000,0.37870,0.13540,-0.88110
4.3760,1.00000,0.96989,0.87806,-0.04764,1.00000,0.37870,0.13540,-0.88110
4.3930,1.00000,0.96989,0.87806,-0.04764,1.00000,0.37870,0.13540,-0.88110
4.4090,1.00000,0.96989,0.87806,-0.04764,1.00000,0.37870,0.13540,-0.88110
4.4250,1.00000,0.96825,0.88256,-0.04764,1.00000,0.37750,0.10610,-0.89720
4.4420,1.00000,0.96825,0.88256,-0.04764,1.00000,0.37750,0.10610,-0.89720
4.4590,1.00000,0.96825,0.88256,-0.04764,1.00000,0.37750,0.10610,-0.89720
4.4750,1.00000,0.96825,0.88256,-0.04764,1.00000,0.37750,0.10610,-0.89720
4.4910,1.00000,0.96825,0.88256,-0.04764,1.00000,0.37750,0.10610,-0.89720
4.5080,1.00000,0.96825,0.88256,-0.04764,1.00000,0.37750,0.10610,-0.89720
4.5240,1.00000,0.96825,0.88256,-0.04764,1.00000,0.37750,0.10610,-0.89720
4.5420,1.00000,0.96329,0.88421,-0.04764,1.00000,0.37940,0.12660,-0.89380
4.5590,1.00000,0.95616,0.88065,-0.04764,1.00000,0.31380,0.14320,-0.88180
4.5760,1.00000,0.95616,0.88065,-0.04764,1.00000,0.31380,0.14320,-0.88180
4.5930,1.00000,0.95205,0.88515,-0.04764,1.00000,0.36840,0.10830,-0.88210
4.6100,1.00000,0.94954,0.88539,-0.04764,1.00000,0.37530,0.10610,-0.87820
4.6260,1.00000,0.94954,0.88539,-0.04764,1.00000,0.37530,0.10610,-0.87820
4.6430,1.00000,0.94954,0.88539,-0.04764,1.00000,0.37530,0.10610,-0.87820
4.6590,1.00000,0.95286,0.88609,-0.04764,1.00000,0.36310,0.13180,-0.88820
4.6750,1.00000,0.95286,0.88609,-0.04764,1.00000,0.36310,0.13180,-0.88820
4.6920,1.00000,0.95286,0.88609,-0.04764,1.00000,0.36310,0.13180,-0.88820
4.7090,1.00000,0.95286,0.88609,-0.04764,1.00000,0.36310,0.13180,-0.88820
4.7260,1.00000,0.96430,0.88371,-0.04764,1.00000,0.36160,0.13880,-0.89130
