#,Thumb,Index,Middle,Ring,Pinky
calib_closed,166786.55,645400.19,210874.66,159935.43,246920.50
calib_half,168166.05,536475.05,195054.10,150579.83,220416.28
calib_open,165513.87,491235.01,179621.84,142322.23,195716.00
calib_span,1272.68,154165.18,31252.82,17613.20,51204.50

time_s,Thumb,Index,Middle,Ring,Pinky,ch15,ch16,ch17
0.9050,1.00000,-0.97826,-1.00000,-0.86657,-0.91505,-0.15320,-0.17670,-0.97620
0.9210,1.00000,-0.97826,-1.00000,-0.86657,-0.91505,-0.15320,-0.17670,-0.97620
0.9380,1.00000,-0.97826,-1.00000,-0.86657,-0.91505,-0.15320,-0.17670,-0.97620
0.9540,1.00000,-0.97987,-1.00000,-0.85435,-0.90959,-0.13930,-0.19350,-0.96720
0.9710,1.00000,-0.95703,-1.00000,-0.81443,-0.89255,-0.09000,-0.15640,-0.95700
0.9870,1.00000,-0.95703,-1.00000,-0.81443,-0.89255,-0.09000,-0.15640,-0.95700
1.0030,1.00000,-0.95703,-1.00000,-0.81443,-0.89255,-0.09000,-0.15640,-0.95700
1.0190,1.00000,-0.91510,-1.00000,-0.73690,-0.85875,-0.08710,-0.23640,-0.92350
1.0360,1.00000,-0.91510,-1.00000,-0.73690,-0.85875,-0.08710,-0.23640,-0.92350
1.0520,1.00000,-0.91510,-1.00000,-0.73690,-0.85875,-0.08710,-0.23640,-0.92350
1.0690,1.00000,-0.91510,-1.00000,-0.73690,-0.85875,-0.08710,-0.23640,-0.92350
1.0860,1.00000,-0.88744,-1.00000,-0.70610,-0.84161,-0.13270,-0.23990,-0.92670
1.1030,1.00000,-0.88744,-1.00000,-0.70610,-0.84161,-0.13270,-0.23990,-0.92670
1.1190,1.00000,-0.88744,-1.00000,-0.70610,-0.84161,-0.13270,-0.23990,-0.92670
1.1350,1.00000,-0.85411,-0.97473,-0.66283,-0.81987,-0.15740,-0.18860,-0.92940
1.1540,1.00000,-0.64148,-0.78277,-0.38678,-0.69420,-0.19350,-0.22180,-0.93430
1.1700,1.00000,-0.64148,-0.78277,-0.38678,-0.69420,-0.19350,-0.22180,-0.93430
1.1860,1.00000,-0.64148,-0.78277,-0.38678,-0.69420,-0.19350,-0.22180,-0.93430
1.2020,1.00000,-0.52841,-0.68746,-0.25436,-0.63766,-0.23180,-0.16860,-0.93960
1.2180,1.00000,-0.52841,-0.68746,-0.25436,-0.63766,-0.23180,-0.16860,-0.93960
1.2350,1.00000,-0.52841,-0.68746,-0.25436,-0.63766,-0.23180,-0.16860,-0.93960
1.2510,1.00000,-0.52841,-0.68746,-0.25436,-0.63766,-0.23180,-0.16860,-0.93960
1.2690,1.00000,-0.31934,-0.50721,-0.01043,-0.53932,-0.18960,-0.21180,-0.94530
1.2860,1.00000,-0.31934,-0.50721,-0.01043,-0.53932,-0.18960,-0.21180,-0.94530
1.3030,1.00000,-0.31934,-0.50721,-0.01043,-0.53932,-0.18960,-0.21180,-0.94530
1.3190,1.00000,-0.17825,-0.36485,0.19039,-0.47347,-0.24180,-0.22940,-0.92720
1.3360,1.00000,-0.17825,-0.36485,0.19039,-0.47347,-0.24180,-0.22940,-0.92720
1.3530,1.00000,-0.17825,-0.36485,0.19039,-0.47347,-0.24180,-0.22940,-0.92720
1.3690,1.00000,-0.17825,-0.36485,0.19039,-0.47347,-0.24180,-0.22940,-0.92720
1.3860,1.00000,-0.02145,-0.17723,0.45877,-0.39766,-0.22080,-0.15080,-0.94700
1.4020,1.00000,-0.02145,-0.17723,0.45877,-0.39766,-0.22080,-0.15080,-0.94700
1.4180,1.00000,-0.02145,-0.17723,0.45877,-0.39766,-0.22080,-0.15080,-0.94700
1.4340,1.00000,0.04599,-0.12906,0.52536,-0.37684,-0.21720,-0.19080,-0.94770
1.4510,1.00000,0.17658,-0.05266,0.62052,-0.34998,-0.24450,-0.24790,-0.95820
1.4670,1.00000,0.17658,-0.05266,0.62052,-0.34998,-0.24450,-0.24790,-0.95820
1.4830,1.00000,0.17658,-0.05266,0.62052,-0.34998,-0.24450,-0.24790,-0.95820
1.4990,1.00000,0.36503,0.06609,0.76147,-0.29844,-0.18890,-0.18150,-0.92450
1.5150,1.00000,0.42302,0.11151,0.81242,-0.28406,-0.21180,-0.18890,-0.92790
1.5310,1.00000,0.42302,0.11151,0.81242,-0.28406,-0.21180,-0.18890,-0.92790
1.5480,1.00000,0.42302,0.11151,0.81242,-0.28406,-0.21180,-0.18890,-0.92790
1.5640,1.00000,0.55334,0.22514,0.93543,-0.25417,-0.24600,-0.22690,-0.95500
1.5810,1.00000,0.55334,0.22514,0.93543,-0.25417,-0.24600,-0.22690,-0.95500
1.5970,1.00000,0.55334,0.22514,0.93543,-0.25417,-0.24600,-0.22690,-0.95500
1.6140,1.00000,0.55334,0.22514,0.93543,-0.25417,-0.24600,-0.22690,-0.95500
1.6310,1.00000,0.64736,0.34880,1.00000,-0.22515,-0.21790,-0.19620,-0.96140
1.6470,1.00000,0.64736,0.34880,1.00000,-0.22515,-0.21790,-0.19620,-0.96140
1.6630,1.00000,0.64736,0.34880,1.00000,-0.22515,-0.21790,-0.19620,-0.96140
1.6800,1.00000,0.71568,0.40911,1.00000,-0.21467,-0.18760,-0.19670,-0.93260
1.6970,1.00000,0.71568,0.40911,1.00000,-0.21467,-0.18760,-0.19670,-0.93260
1.7130,1.00000,0.71568,0.40911,1.00000,-0.21467,-0.18760,-0.19670,-0.93260
1.7290,1.00000,0.71568,0.40911,1.00000,-0.21467,-0.18760,-0.19670,-0.93260
1.7450,1.00000,0.76093,0.46723,1.00000,-0.19998,-0.21350,-0.19060,-0.94160
1.7620,1.00000,0.76093,0.46723,1.00000,-0.19998,-0.21350,-0.19060,-0.94160
1.7790,1.00000,0.76093,0.46723,1.00000,-0.19998,-0.21350,-0.19060,-0.94160
1.7960,1.00000,0.76093,0.46723,1.00000,-0.19998,-0.21350,-0.19060,-0.94160
1.8130,1.00000,0.79337,0.50406,1.00000,-0.19671,-0.21400,-0.19840,-0.93840
1.8300,1.00000,0.79337,0.50406,1.00000,-0.19671,-0.21400,-0.19840,-0.93840
1.8460,1.00000,0.79337,0.50406,1.00000,-0.19671,-0.21400,-0.19840,-0.93840
1.8620,1.00000,0.81849,0.52540,1.00000,-0.18434,-0.20330,-0.21330,-0.93430
1.8790,1.00000,0.81849,0.52540,1.00000,-0.18434,-0.20330,-0.21330,-0.93430
1.8960,1.00000,0.81849,0.52540,1.00000,-0.18434,-0.20330,-0.21330,-0.93430
1.9120,1.00000,0.81849,0.52540,1.00000,-0.18434,-0.20330,-0.21330,-0.93430
1.9290,1.00000,0.85245,0.52670,1.00000,-0.18241,-0.19200,-0.21570,-0.92920
1.9450,1.00000,0.85245,0.52670,1.00000,-0.18241,-0.19200,-0.21570,-0.92920
1.9610,1.00000,0.85245,0.52670,1.00000,-0.18241,-0.19200,-0.21570,-0.92920
1.9790,1.00000,0.86596,0.53582,1.00000,-0.17525,-0.20250,-0.19980,-0.94990
1.9950,1.00000,0.84393,0.54450,1.00000,-0.16713,-0.20180,-0.19760,-0.94500
2.0120,1.00000,0.84393,0.54450,1.00000,-0.16713,-0.20180,-0.19760,-0.94500
2.0290,1.00000,0.84393,0.54450,1.00000,-0.16713,-0.20180,-0.19760,-0.94500
2.0450,1.00000,0.84777,0.54667,1.00000,-0.16390,-0.20640,-0.19790,-0.94650
2.0620,1.00000,0.84777,0.54667,1.00000,-0.16390,-0.20640,-0.19790,-0.94650
2.0790,1.00000,0.84777,0.54667,1.00000,-0.16390,-0.20640,-0.19790,-0.94650
2.0950,1.00000,0.84646,0.54710,1.00000,-0.16520,-0.20330,-0.20180,-0.95310
2.1110,1.00000,0.83874,0.55100,1.00000,-0.15938,-0.19080,-0.20840,-0.93180
2.1270,1.00000,0.83874,0.55100,1.00000,-0.15938,-0.19080,-0.20840,-0.93180
2.1440,1.00000,0.83874,0.55100,1.00000,-0.15938,-0.19080,-0.20840,-0.93180
2.1600,1.00000,0.84388,0.55056,1.00000,-0.15744,-0.19150,-0.20030,-0.93890
2.1760,1.00000,0.83556,0.54839,1.00000,-0.15582,-0.19620,-0.17760,-0.94380
2.1920,1.00000,0.83556,0.54839,1.00000,-0.15582,-0.19620,-0.17760,-0.94380
2.2080,1.00000,0.83556,0.54839,1.00000,-0.15582,-0.19620,-0.17760,-0.94380
2.2240,1.00000,0.79808,0.54753,1.00000,-0.15130,-0.20370,-0.21810,-0.93820
2.2410,1.00000,0.79808,0.54753,1.00000,-0.15130,-0.20370,-0.21810,-0.93820
2.2580,1.00000,0.79808,0.54753,1.00000,-0.15130,-0.20370,-0.21810,-0.93820
2.2750,1.00000,0.79808,0.54753,1.00000,-0.15130,-0.20370,-0.21810,-0.93820
2.2910,1.00000,0.79808,0.54753,1.00000,-0.15130,-0.20370,-0.21810,-0.93820
2.3070,1.00000,0.79808,0.54753,1.00000,-0.15130,-0.20370,-0.21810,-0.93820
2.3230,1.00000,0.79808,0.54753,1.00000,-0.15130,-0.20370,-0.21810,-0.93820
2.3400,1.00000,0.78524,0.54709,1.00000,-0.14678,-0.17980,-0.19150,-0.92890
2.3560,1.00000,0.82404,0.55185,1.00000,-0.12742,-0.17320,-0.18200,-0.93380
2.3730,1.00000,0.82404,0.55185,1.00000,-0.12742,-0.17320,-0.18200,-0.93380
2.3900,1.00000,0.82404,0.55185,1.00000,-0.12742,-0.17320,-0.18200,-0.93380
2.4070,1.00000,0.82404,0.55185,1.00000,-0.12742,-0.17320,-0.18200,-0.93380
2.4230,1.00000,0.82404,0.55185,1.00000,-0.12742,-0.17320,-0.18200,-0.93380
2.4390,1.00000,0.82404,0.55185,1.00000,-0.12742,-0.17320,-0.18200,-0.93380
2.4570,1.00000,0.83237,0.55488,1.00000,-0.12357,-0.19640,-0.18570,-0.95260
2.4740,1.00000,0.86306,0.60426,1.00000,-0.08525,-0.14640,-0.22960,-0.97260
2.4900,1.00000,0.86306,0.60426,1.00000,-0.08525,-0.14640,-0.22960,-0.97260
2.5070,1.00000,0.86306,0.60426,1.00000,-0.08525,-0.14640,-0.22960,-0.97260
2.5240,1.00000,0.86306,0.60426,1.00000,-0.08525,-0.14640,-0.22960,-0.97260
2.5410,1.00000,0.86306,0.60426,1.00000,-0.08525,-0.14640,-0.22960,-0.97260
2.5580,1.00000,0.86306,0.60426,1.00000,-0.08525,-0.14640,-0.22960,-0.97260
2.5740,1.00000,0.86306,0.60426,1.00000,-0.08525,-0.14640,-0.22960,-0.97260
2.5900,1.00000,0.93555,0.69464,1.00000,-0.01812,-0.12400,-0.19130,-0.97400
2.6060,1.00000,0.93065,0.71299,1.00000,-0.00390,-0.13660,-0.21720,-0.96110
2.6220,1.00000,0.93065,0.71299,1.00000,-0.00390,-0.13660,-0.21720,-0.96110
2.6380,1.00000,0.93065,0.71299,1.00000,-0.00390,-0.13660,-0.21720,-0.96110
2.6540,1.00000,0.93065,0.71299,1.00000,-0.00390,-0.13660,-0.21720,-0.96110
2.6700,1.00000,0.93065,0.71299,1.00000,-0.00390,-0.13660,-0.21720,-0.96110
2.6860,1.00000,0.93065,0.71299,1.00000,-0.00390,-0.13660,-0.21720,-0.96110
2.7030,1.00000,0.96667,0.79221,1.00000,0.04720,-0.11440,-0.16420,-0.96990
2.7190,1.00000,0.99974,0.83334,1.00000,0.08322,-0.11470,-0.20860,-0.96310
2.7360,1.00000,0.99974,0.83334,1.00000,0.08322,-0.11470,-0.20860,-0.96310
2.7530,1.00000,0.99974,0.83334,1.00000,0.08322,-0.11470,-0.20860,-0.96310
2.7690,1.00000,1.00000,0.85980,1.00000,0.10303,-0.11150,-0.19180,-0.94960
2.7860,1.00000,1.00000,0.85980,1.00000,0.10303,-0.11150,-0.19180,-0.94960
2.8030,1.00000,1.00000,0.85980,1.00000,0.10303,-0.11150,-0.19180,-0.94960
2.8190,1.00000,1.00000,0.87036,1.00000,0.12267,-0.12300,-0.21500,-0.94700
2.8360,1.00000,1.00000,0.87748,1.00000,0.12963,-0.12300,-0.21130,-0.95450
2.8530,1.00000,1.00000,0.87748,1.00000,0.12963,-0.12300,-0.21130,-0.95450
2.8700,1.00000,1.00000,0.87748,1.00000,0.12963,-0.12300,-0.21130,-0.95450
2.8870,1.00000,1.00000,0.87748,1.00000,0.12963,-0.12300,-0.21130,-0.95450
2.9030,1.00000,1.00000,0.87748,1.00000,0.12963,-0.12300,-0.21130,-0.95450
2.9200,1.00000,1.00000,0.87748,1.00000,0.12963,-0.12300,-0.21130,-0.95450
2.9380,1.00000,1.00000,0.89421,1.00000,0.14089,-0.12130,-0.17810,-0.93920
2.9550,1.00000,1.00000,0.92885,1.00000,0.16173,-0.09640,-0.18810,-0.95160
2.9710,1.00000,1.00000,0.92885,1.00000,0.16173,-0.09640,-0.18810,-0.95160
2.9880,1.00000,1.00000,0.92885,1.00000,0.16173,-0.09640,-0.18810,-0.95160
3.0050,1.00000,1.00000,0.92885,1.00000,0.16173,-0.09640,-0.18810,-0.95160
3.0210,1.00000,1.00000,0.92885,1.00000,0.16173,-0.09640,-0.18810,-0.95160
3.0370,1.00000,1.00000,0.92885,1.00000,0.16173,-0.09640,-0.18810,-0.95160
3.0530,1.00000,1.00000,0.92885,1.00000,0.16173,-0.09640,-0.18810,-0.95160
3.0690,1.00000,1.00000,0.92885,1.00000,0.16173,-0.09640,-0.18810,-0.95160
3.0850,1.00000,1.00000,0.92885,1.00000,0.16173,-0.09640,-0.18810,-0.95160
3.1020,1.00000,1.00000,0.92885,1.00000,0.16173,-0.09640,-0.18810,-0.95160
3.1190,1.00000,1.00000,0.92885,1.00000,0.16173,-0.09640,-0.18810,-0.95160
3.1350,1.00000,1.00000,0.92885,1.00000,0.16173,-0.09640,-0.18810,-0.95160
3.1510,1.00000,1.00000,0.92885,1.00000,0.16173,-0.09640,-0.18810,-0.95160
3.1680,1.00000,1.00000,0.92885,1.00000,0.16173,-0.09640,-0.18810,-0.95160
3.1840,1.00000,1.00000,0.96817,1.00000,0.17790,-0.09810,-0.19570,-0.95570
3.2010,1.00000,1.00000,1.00000,1.00000,0.19599,-0.09440,-0.24010,-0.95820
3.2180,1.00000,1.00000,1.00000,1.00000,0.20613,-0.06930,-0.20540,-0.96750
3.2350,1.00000,1.00000,1.00000,1.00000,0.20613,-0.06930,-0.20540,-0.96750
3.2510,1.00000,1.00000,1.00000,1.00000,0.20613,-0.06930,-0.20540,-0.96750
3.2680,1.00000,1.00000,1.00000,1.00000,0.20613,-0.06930,-0.20540,-0.96750
3.2850,1.00000,1.00000,1.00000,1.00000,0.20613,-0.06930,-0.20540,-0.96750
3.3030,1.00000,1.00000,1.00000,1.00000,0.22281,-0.01630,-0.17790,-0.96820
3.3200,1.00000,1.00000,1.00000,1.00000,0.23359,-0.02760,-0.19450,-0.97750
3.3370,1.00000,1.00000,1.00000,1.00000,0.23359,-0.02760,-0.19450,-0.97750
3.3530,1.00000,1.00000,1.00000,1.00000,0.23359,-0.02760,-0.19450,-0.97750
3.3690,1.00000,1.00000,1.00000,1.00000,0.23359,-0.02760,-0.19450,-0.97750
3.3860,1.00000,1.00000,1.00000,1.00000,0.23359,-0.02760,-0.19450,-0.97750
3.4020,1.00000,1.00000,1.00000,1.00000,0.23359,-0.02760,-0.19450,-0.97750
3.4180,1.00000,1.00000,1.00000,1.00000,0.24273,0.01320,-0.20230,-0.95280
3.4350,1.00000,1.00000,1.00000,1.00000,0.25706,0.02070,-0.15010,-0.98450
3.4510,1.00000,1.00000,1.00000,1.00000,0.26161,0.00340,-0.18060,-0.98010
3.4680,1.00000,1.00000,1.00000,1.00000,0.26161,0.00340,-0.18060,-0.98010
3.4840,1.00000,1.00000,1.00000,1.00000,0.26161,0.00340,-0.18060,-0.98010
3.5010,1.00000,1.00000,1.00000,1.00000,0.26161,0.00340,-0.18060,-0.98010
3.5180,1.00000,1.00000,1.00000,1.00000,0.26161,0.00340,-0.18060,-0.98010
3.5340,1.00000,1.00000,1.00000,1.00000,0.27192,0.00590,-0.20400,-0.96480
3.5510,1.00000,1.00000,1.00000,1.00000,0.28844,0.02460,-0.17840,-0.96160
3.5680,1.00000,1.00000,1.00000,1.00000,0.29136,0.03460,-0.15250,-0.95940
3.5850,1.00000,1.00000,1.00000,1.00000,0.29136,0.03460,-0.15250,-0.95940
3.6010,1.00000,1.00000,1.00000,1.00000,0.31041,0.04070,-0.16620,-0.96650
3.6180,1.00000,1.00000,1.00000,1.00000,0.31041,0.04070,-0.16620,-0.96650
3.6340,1.00000,1.00000,1.00000,1.00000,0.31041,0.04070,-0.16620,-0.96650
3.6510,1.00000,1.00000,1.00000,1.00000,0.31041,0.04070,-0.16620,-0.96650
3.6680,1.00000,1.00000,1.00000,1.00000,0.31977,0.11180,-0.17640,-0.93380
3.6850,1.00000,1.00000,1.00000,1.00000,0.31977,0.11180,-0.17640,-0.93380
3.7020,1.00000,1.00000,1.00000,1.00000,0.31977,0.11180,-0.17640,-0.93380
3.7200,1.00000,1.00000,1.00000,1.00000,0.33040,0.15540,-0.16670,-0.92960
3.7360,1.00000,1.00000,1.00000,1.00000,0.33363,0.15880,-0.16930,-0.93040
3.7520,1.00000,1.00000,1.00000,1.00000,0.33363,0.15880,-0.16930,-0.93040
3.7690,1.00000,1.00000,1.00000,1.00000,0.33363,0.15880,-0.16930,-0.93040
3.7860,1.00000,1.00000,1.00000,1.00000,0.34010,0.20960,-0.16690,-0.94840
3.8020,1.00000,1.00000,1.00000,1.00000,0.34010,0.20960,-0.16690,-0.94840
3.8200,1.00000,1.00000,1.00000,1.00000,0.34010,0.20960,-0.16690,-0.94840
3.8360,1.00000,1.00000,1.00000,1.00000,0.34524,0.22810,-0.14350,-0.93890
3.8530,1.00000,1.00000,1.00000,1.00000,0.34878,0.23160,-0.17890,-0.95940
3.8690,1.00000,1.00000,1.00000,1.00000,0.34878,0.23160,-0.17890,-0.95940
3.8850,1.00000,1.00000,1.00000,1.00000,0.34878,0.23160,-0.17890,-0.95940
3.9020,1.00000,1.00000,1.00000,1.00000,0.34326,0.22160,-0.16860,-0.96500
3.9190,1.00000,1.00000,1.00000,1.00000,0.34358,0.21980,-0.16520,-0.95110
3.9350,1.00000,1.00000,1.00000,1.00000,0.34358,0.21980,-0.16520,-0.95110
3.9510,1.00000,1.00000,1.00000,1.00000,0.34358,0.21980,-0.16520,-0.95110
3.9690,1.00000,1.00000,1.00000,1.00000,0.35449,0.28500,-0.15520,-0.92600
3.9860,1.00000,1.00000,1.00000,1.00000,0.35449,0.28500,-0.15520,-0.92600
4.0020,1.00000,1.00000,1.00000,1.00000,0.35449,0.28500,-0.15520,-0.92600
4.0190,1.00000,1.00000,1.00000,1.00000,0.35609,0.27230,-0.19450,-0.95970
4.0360,1.00000,1.00000,1.00000,1.00000,0.35769,0.29500,-0.18250,-0.93160
4.0530,1.00000,1.00000,1.00000,1.00000,0.35769,0.29500,-0.18250,-0.93160
4.0700,1.00000,1.00000,1.00000,1.00000,0.35769,0.29500,-0.18250,-0.93160
4.0870,1.00000,1.00000,1.00000,1.00000,0.36186,0.27910,-0.14690,-0.92520
4.1040,1.00000,1.00000,1.00000,1.00000,0.36186,0.27910,-0.14690,-0.92520
4.1200,1.00000,1.00000,1.00000,1.00000,0.36186,0.27910,-0.14690,-0.92520
4.1370,1.00000,1.00000,1.00000,1.00000,0.36346,0.28300,-0.15180,-0.90300
4.1530,1.00000,1.00000,1.00000,1.00000,0.36377,0.28060,-0.14760,-0.91820
4.1690,1.00000,1.00000,1.00000,1.00000,0.36377,0.28060,-0.14760,-0.91820
4.1860,1.00000,1.00000,1.00000,1.00000,0.36377,0.28060,-0.14760,-0.91820
4.2030,1.00000,1.00000,1.00000,1.00000,0.36727,0.28450,-0.15270,-0.90890
4.2190,1.00000,1.00000,1.00000,1.00000,0.36727,0.28450,-0.15270,-0.90890
4.2360,1.00000,1.00000,1.00000,1.00000,0.36727,0.28450,-0.15270,-0.90890
4.2530,1.00000,1.00000,1.00000,1.00000,0.36727,0.28260,-0.16320,-0.91180
4.2690,1.00000,1.00000,1.00000,1.00000,0.36759,0.28890,-0.18010,-0.91450
4.2850,1.00000,1.00000,1.00000,1.00000,0.36759,0.28890,-0.18010,-0.91450
4.3010,1.00000,1.00000,1.00000,1.00000,0.36759,0.28890,-0.18010,-0.91450
4.3180,1.00000,1.00000,1.00000,1.00000,0.36951,0.28620,-0.13790,-0.91620
4.3350,1.00000,1.00000,1.00000,1.00000,0.37174,0.29080,-0.15860,-0.90500
4.3510,1.00000,1.00000,1.00000,1.00000,0.37174,0.29080,-0.15860,-0.90500
4.3670,1.00000,1.00000,1.00000,1.00000,0.37174,0.29080,-0.15860,-0.90500
4.3840,1.00000,1.00000,1.00000,1.00000,0.37014,0.28110,-0.16060,-0.92260
4.4000,1.00000,1.00000,1.00000,1.00000,0.37014,0.28110,-0.16060,-0.92260
4.4170,1.00000,1.00000,1.00000,1.00000,0.37014,0.28110,-0.16060,-0.92260
4.4340,1.00000,1.00000,1.00000,1.00000,0.37014,0.28770,-0.17150,-0.91870
4.4510,1.00000,1.00000,1.00000,1.00000,0.37399,0.28740,-0.16910,-0.91500
4.4690,1.00000,1.00000,1.00000,1.00000,0.37399,0.28740,-0.16910,-0.91500
4.4860,1.00000,1.00000,1.00000,1.00000,0.37399,0.28740,-0.16910,-0.91500
4.5030,1.00000,1.00000,1.00000,1.00000,0.37399,0.30260,-0.15450,-0.92160
4.5200,1.00000,1.00000,1.00000,1.00000,0.37399,0.30260,-0.15450,-0.92160
4.5370,1.00000,1.00000,1.00000,1.00000,0.37399,0.30260,-0.15450,-0.92160
4.5540,1.00000,1.00000,1.00000,1.00000,0.37399,0.29990,-0.16100,-0.91280
4.5710,1.00000,1.00000,1.00000,1.00000,0.37686,0.27790,-0.15180,-0.91820
4.5880,1.00000,1.00000,1.00000,1.00000,0.37686,0.27790,-0.15180,-0.91820
4.6040,1.00000,1.00000,1.00000,1.00000,0.37686,0.27790,-0.15180,-0.91820
4.6210,1.00000,1.00000,1.00000,1.00000,0.37655,0.28500,-0.14880,-0.91740
4.6370,1.00000,1.00000,1.00000,1.00000,0.37655,0.28500,-0.14880,-0.91740
4.6540,1.00000,1.00000,1.00000,1.00000,0.37655,0.28500,-0.14880,-0.91740
4.6710,1.00000,1.00000,1.00000,1.00000,0.37655,0.28500,-0.14880,-0.91740
4.6870,1.00000,1.00000,1.00000,1.00000,0.38069,0.27620,-0.15050,-0.92380
4.7030,1.00000,1.00000,1.00000,1.00000,0.38069,0.27620,-0.15050,-0.92380
4.7200,1.00000,1.00000,1.00000,1.00000,0.38069,0.27620,-0.15050,-0.92380
4.7370,1.00000,1.00000,1.00000,1.00000,0.38069,0.27430,-0.15810,-0.90280
4.7540,1.00000,1.00000,1.00000,1.00000,0.38069,0.27450,-0.13030,-0.92040
4.7710,1.00000,1.00000,1.00000,1.00000,0.38069,0.27450,-0.13030,-0.92040
4.7880,1.00000,1.00000,1.00000,1.00000,0.38069,0.27450,-0.13030,-0.92040
4.8040,1.00000,1.00000,1.00000,1.00000,0.38228,0.28450,-0.15490,-0.92840
4.8200,1.00000,1.00000,1.00000,1.00000,0.38228,0.28450,-0.15490,-0.92840
4.8360,1.00000,1.00000,1.00000,1.00000,0.38228,0.28450,-0.15490,-0.92840
4.8520,1.00000,1.00000,1.00000,1.00000,0.38228,0.28450,-0.15490,-0.92840
4.8690,1.00000,1.00000,1.00000,1.00000,0.38388,0.27470,-0.16250,-0.92210
4.8850,1.00000,1.00000,1.00000,1.00000,0.38388,0.27470,-0.16250,-0.92210
4.9010,1.00000,1.00000,1.00000,1.00000,0.38388,0.27470,-0.16250,-0.92210
4.9180,1.00000,1.00000,1.00000,1.00000,0.38515,0.28010,-0.16980,-0.91180
4.9350,1.00000,1.00000,1.00000,1.00000,0.38643,0.28890,-0.17350,-0.91330
4.9510,1.00000,1.00000,1.00000,1.00000,0.38643,0.28890,-0.17350,-0.91330
4.9680,1.00000,1.00000,1.00000,1.00000,0.38643,0.28890,-0.17350,-0.91330
4.9850,1.00000,1.00000,1.00000,1.00000,0.38611,0.28300,-0.15030,-0.91910
5.0020,1.00000,1.00000,1.00000,1.00000,0.38611,0.28300,-0.15030,-0.91910
5.0190,1.00000,1.00000,1.00000,1.00000,0.38611,0.28300,-0.15030,-0.91910
5.0360,1.00000,1.00000,1.00000,1.00000,0.38579,0.27890,-0.13740,-0.92280
5.0520,1.00000,1.00000,1.00000,1.00000,0.38771,0.28110,-0.17590,-0.92870
5.0680,1.00000,1.00000,1.00000,1.00000,0.38771,0.28110,-0.17590,-0.92870
5.0850,1.00000,1.00000,1.00000,1.00000,0.38771,0.28110,-0.17590,-0.92870
5.1020,1.00000,1.00000,1.00000,1.00000,0.39248,0.29130,-0.14880,-0.92600
5.1180,1.00000,1.00000,1.00000,1.00000,0.39088,0.28600,-0.14880,-0.92890
5.1350,1.00000,1.00000,1.00000,1.00000,0.39088,0.28600,-0.14880,-0.92890
5.1510,1.00000,1.00000,1.00000,1.00000,0.39088,0.28600,-0.14880,-0.92890
5.1680,1.00000,1.00000,1.00000,1.00000,0.38961,0.27350,-0.13880,-0.92500
5.1850,1.00000,1.00000,1.00000,1.00000,0.38961,0.27350,-0.13880,-0.92500
5.2010,1.00000,1.00000,1.00000,1.00000,0.38961,0.27350,-0.13880,-0.92500
5.2170,1.00000,1.00000,1.00000,1.00000,0.38897,0.26770,-0.16180,-0.91910
5.2330,1.00000,1.00000,1.00000,1.00000,0.38897,0.26770,-0.16180,-0.91910
5.2500,1.00000,1.00000,1.00000,1.00000,0.38897,0.26770,-0.16180,-0.91910
5.2660,1.00000,1.00000,1.00000,1.00000,0.38897,0.26770,-0.16180,-0.91910
5.2820,1.00000,1.00000,1.00000,1.00000,0.38834,0.27110,-0.14690,-0.92480
5.2990,1.00000,1.00000,1.00000,1.00000,0.38834,0.27650,-0.17200,-0.91840
5.3160,1.00000,1.00000,1.00000,1.00000,0.38834,0.27650,-0.17200,-0.91840
5.3330,1.00000,1.00000,1.00000,1.00000,0.38834,0.27650,-0.17200,-0.91840
5.3500,1.00000,1.00000,1.00000,1.00000,0.38770,0.27250,-0.16620,-0.90350
5.3660,1.00000,1.00000,1.00000,1.00000,0.38770,0.27250,-0.16620,-0.90350
5.3820,1.00000,1.00000,1.00000,1.00000,0.38770,0.27250,-0.16620,-0.90350
5.3980,1.00000,1.00000,1.00000,1.00000,0.38675,0.27160,-0.16100,-0.91280
5.4150,1.00000,1.00000,1.00000,1.00000,0.38834,0.27180,-0.18540,-0.91620
5.4320,1.00000,1.00000,1.00000,1.00000,0.38834,0.27180,-0.18540,-0.91620
5.4490,1.00000,1.00000,1.00000,1.00000,0.38834,0.27180,-0.18540,-0.91620
5.4660,1.00000,1.00000,1.00000,1.00000,0.38961,0.27860,-0.14180,-0.91350
5.4830,1.00000,1.00000,1.00000,1.00000,0.38961,0.27860,-0.14180,-0.91350
5.5000,1.00000,1.00000,1.00000,1.00000,0.38961,0.27860,-0.14180,-0.91350
5.5160,1.00000,1.00000,1.00000,1.00000,0.38993,0.27840,-0.16370,-0.92990
5.5330,1.00000,1.00000,1.00000,1.00000,0.39216,0.27210,-0.14180,-0.92040
5.5500,1.00000,1.00000,1.00000,1.00000,0.39216,0.27210,-0.14180,-0.92040
5.5670,1.00000,1.00000,1.00000,1.00000,0.39216,0.27210,-0.14180,-0.92040
5.5840,1.00000,1.00000,1.00000,1.00000,0.39184,0.27470,-0.17470,-0.92480
5.6010,1.00000,1.00000,1.00000,1.00000,0.39184,0.27470,-0.17470,-0.92480
5.6170,1.00000,1.00000,1.00000,1.00000,0.39184,0.27470,-0.17470,-0.92480
5.6330,1.00000,1.00000,1.00000,1.00000,0.39184,0.27470,-0.17470,-0.92480
