#,Thumb,Index,Middle,Ring,Pinky,ch15,ch16,ch17
4.8020,-1.00000,0.94219,0.00000,0.92998,1.00000,0.22590,0.24960,-0.91790
4.8180,-1.00000,0.94219,0.00000,0.92998,1.00000,0.22590,0.24960,-0.91790
4.8350,-1.00000,0.94219,0.00000,0.92998,1.00000,0.22590,0.24960,-0.91790
4.8510,-1.00000,0.94771,0.00000,0.93384,1.00000,0.22500,0.24380,-0.91670
4.8680,-1.00000,0.94525,0.00000,0.94224,1.00000,0.22790,0.24600,-0.91940
4.8850,-1.00000,0.94525,0.00000,0.94224,1.00000,0.22790,0.24600,-0.91940
4.9030,-1.00000,0.94525,0.00000,0.94224,1.00000,0.22790,0.24600,-0.91940
4.9200,-1.00000,0.94679,0.00000,0.93196,1.00000,0.22940,0.25230,-0.92260
4.9360,-1.00000,0.94679,0.00000,0.93196,1.00000,0.22940,0.25230,-0.92260
4.9520,-1.00000,0.94679,0.00000,0.93196,1.00000,0.22940,0.25230,-0.92260
4.9690,-1.00000,0.94894,0.00000,0.92488,1.00000,0.22980,0.23640,-0.91060
4.9860,-1.00000,0.94801,0.00000,0.92806,1.00000,0.22840,0.25180,-0.91670
5.0020,-1.00000,0.94801,0.00000,0.92806,1.00000,0.22840,0.25180,-0.91670
5.0180,-1.00000,0.94801,0.00000,0.92806,1.00000,0.22840,0.25180,-0.91670
5.0340,-1.00000,0.94401,0.00000,0.92548,1.00000,0.22840,0.23280,-0.91430
5.0510,-1.00000,0.94401,0.00000,0.92548,1.00000,0.22840,0.23280,-0.91430
5.0690,-1.00000,0.94401,0.00000,0.92548,1.00000,0.22840,0.23280,-0.91430
5.0860,-1.00000,0.94401,0.00000,0.92548,1.00000,0.22840,0.23280,-0.91430
5.1020,-1.00000,0.93323,0.00000,0.89976,1.00000,0.22690,0.24810,-0.91720
5.1180,-1.00000,0.93323,0.00000,0.89976,1.00000,0.22690,0.24810,-0.91720
5.1340,-1.00000,0.93323,0.00000,0.89976,1.00000,0.22690,0.24810,-0.91720
5.1500,-1.00000,0.93291,0.00000,0.90621,1.00000,0.22740,0.24160,-0.91520
5.1660,-1.00000,0.93384,0.00000,0.90105,1.00000,0.23010,0.24230,-0.91890
5.1830,-1.00000,0.93384,0.00000,0.90105,1.00000,0.23010,0.24230,-0.91890
5.1990,-1.00000,0.93384,0.00000,0.90105,1.00000,0.23010,0.24230,-0.91890
5.2160,-1.00000,0.93106,0.00000,0.89199,1.00000,0.22620,0.24030,-0.92310
5.2340,-1.00000,0.93106,0.00000,0.89199,1.00000,0.22620,0.24030,-0.92310
5.2510,-1.00000,0.93106,0.00000,0.89199,1.00000,0.22620,0.24030,-0.92310
5.2680,-1.00000,0.93106,0.00000,0.89199,1.00000,0.22620,0.24030,-0.92310
5.2850,-1.00000,0.93230,0.00000,0.87011,1.00000,0.22620,0.23790,-0.91670
5.3020,-1.00000,0.93230,0.00000,0.87011,1.00000,0.22620,0.23790,-0.91670
5.3180,-1.00000,0.93230,0.00000,0.87011,1.00000,0.22620,0.23790,-0.91670
5.3340,-1.00000,0.92584,0.00000,0.88160,1.00000,0.22860,0.23010,-0.91890
5.3500,-1.00000,0.92584,0.00000,0.88160,1.00000,0.22860,0.23010,-0.91890
5.3670,-1.00000,0.92584,0.00000,0.88160,1.00000,0.22860,0.23010,-0.91890
5.3840,-1.00000,0.92584,0.00000,0.88160,1.00000,0.22860,0.23010,-0.91890
5.4000,-1.00000,0.93631,0.00000,0.88934,1.00000,0.22960,0.24350,-0.92210
5.4170,-1.00000,0.93631,0.00000,0.88934,1.00000,0.22960,0.24350,-0.92210
5.4340,-1.00000,0.93631,0.00000,0.88934,1.00000,0.22960,0.24350,-0.92210
5.4500,-1.00000,0.93110,0.00000,0.88355,1.00000,0.23180,0.25280,-0.91500
5.4660,-1.00000,0.93172,0.00000,0.88614,1.00000,0.22890,0.23990,-0.91650
5.4830,-1.00000,0.93172,0.00000,0.88614,1.00000,0.22890,0.23990,-0.91650
5.5000,-1.00000,0.93172,0.00000,0.88614,1.00000,0.22890,0.23990,-0.91650
5.5170,-1.00000,0.93173,0.00000,0.90287,1.00000,0.22640,0.24500,-0.91890
5.5340,-1.00000,0.93173,0.00000,0.90287,1.00000,0.22640,0.24500,-0.91890
5.5510,-1.00000,0.93173,0.00000,0.90287,1.00000,0.22640,0.24500,-0.91890
5.5680,-1.00000,0.93635,0.00000,0.90997,1.00000,0.22670,0.24670,-0.91620
5.5850,-1.00000,0.93482,0.00000,0.91708,1.00000,0.22940,0.24450,-0.91820
5.6020,-1.00000,0.93482,0.00000,0.91708,1.00000,0.22940,0.24450,-0.91820
5.6190,-1.00000,0.93482,0.00000,0.91708,1.00000,0.22940,0.24450,-0.91820
5.6360,-1.00000,0.93389,0.00000,0.90618,1.00000,0.22720,0.24110,-0.92400
5.6530,-1.00000,0.93389,0.00000,0.90618,1.00000,0.22720,0.24110,-0.92400
5.6690,-1.00000,0.93389,0.00000,0.90618,1.00000,0.22720,0.24110,-0.92400
5.6850,-1.00000,0.93389,0.00000,0.90618,1.00000,0.22720,0.24110,-0.92400
5.7020,-1.00000,0.93791,0.00000,0.89786,1.00000,0.22810,0.24010,-0.92010
5.7190,-1.00000,0.93790,0.00000,0.90876,1.00000,0.22790,0.24770,-0.91500
5.7350,-1.00000,0.93790,0.00000,0.90876,1.00000,0.22790,0.24770,-0.91500
5.7520,-1.00000,0.93327,0.00000,0.90295,1.00000,0.22810,0.23720,-0.91960
5.7680,-1.00000,0.93327,0.00000,0.90295,1.00000,0.22810,0.23720,-0.91960
5.7850,-1.00000,0.93327,0.00000,0.90295,1.00000,0.22810,0.23720,-0.91960
5.8010,-1.00000,0.93327,0.00000,0.90295,1.00000,0.22810,0.23720,-0.91960
5.8170,-1.00000,0.93512,0.00000,0.90237,1.00000,0.22770,0.24520,-0.91650
5.8340,-1.00000,0.93512,0.00000,0.90237,1.00000,0.22770,0.24520,-0.91650
5.8500,-1.00000,0.93512,0.00000,0.90237,1.00000,0.22770,0.24520,-0.91650
5.8680,-1.00000,0.93389,0.00000,0.90688,1.00000,0.22670,0.24350,-0.91280
5.8840,-1.00000,0.93389,0.00000,0.90688,1.00000,0.22670,0.24350,-0.91280
5.9010,-1.00000,0.93389,0.00000,0.90688,1.00000,0.22670,0.24350,-0.91280
5.9170,-1.00000,0.93389,0.00000,0.90688,1.00000,0.22670,0.24350,-0.91280
5.9330,-1.00000,0.93112,0.00000,0.90172,1.00000,0.22840,0.24230,-0.91840
5.9510,-1.00000,0.93265,0.00000,0.89656,1.00000,0.22400,0.23670,-0.92550
5.9680,-1.00000,0.93265,0.00000,0.89656,1.00000,0.22400,0.23670,-0.92550
5.9850,-1.00000,0.93265,0.00000,0.89656,1.00000,0.22400,0.23670,-0.92550
6.0020,-1.00000,0.93388,0.00000,0.89915,1.00000,0.22620,0.25450,-0.91550
6.0180,-1.00000,0.93388,0.00000,0.89915,1.00000,0.22620,0.25450,-0.91550
6.0340,-1.00000,0.93388,0.00000,0.89915,1.00000,0.22620,0.25450,-0.91550
6.0500,-1.00000,0.92583,0.00000,0.89406,1.00000,0.22690,0.24130,-0.91480
6.0660,-1.00000,0.92645,0.00000,0.89083,1.00000,0.22230,0.23790,-0.91790
6.0830,-1.00000,0.92645,0.00000,0.89083,1.00000,0.22230,0.23790,-0.91790
6.0990,-1.00000,0.92645,0.00000,0.89083,1.00000,0.22230,0.23790,-0.91790
6.1170,-1.00000,0.92490,0.00000,0.87339,1.00000,0.22420,0.23990,-0.92570
6.1350,-1.00000,0.92490,0.00000,0.87339,1.00000,0.22420,0.23990,-0.92570
6.1520,-1.00000,0.92490,0.00000,0.87339,1.00000,0.22420,0.23990,-0.92570
6.1680,-1.00000,0.92429,0.00000,0.87597,1.00000,0.22910,0.24620,-0.91620
6.1850,-1.00000,0.92767,0.00000,0.88564,1.00000,0.22620,0.24380,-0.91700
6.2020,-1.00000,0.92767,0.00000,0.88564,1.00000,0.22620,0.24380,-0.91700
6.2190,-1.00000,0.92767,0.00000,0.88564,1.00000,0.22620,0.24380,-0.91700
6.2360,-1.00000,0.92797,0.00000,0.88046,1.00000,0.22590,0.24500,-0.91770
6.2520,-1.00000,0.92797,0.00000,0.88046,1.00000,0.22590,0.24500,-0.91770
6.2680,-1.00000,0.92797,0.00000,0.88046,1.00000,0.22590,0.24500,-0.91770
6.2840,-1.00000,0.92797,0.00000,0.88046,1.00000,0.22590,0.24500,-0.91770
6.3000,-1.00000,0.92275,0.00000,0.88044,1.00000,0.22860,0.24010,-0.91160
6.3160,-1.00000,0.92275,0.00000,0.88044,1.00000,0.22860,0.24010,-0.91160
6.3330,-1.00000,0.92275,0.00000,0.88044,1.00000,0.22860,0.24010,-0.91160
6.3510,-1.00000,0.92618,0.00000,0.88493,1.00000,0.23010,0.24080,-0.91890
6.3670,-1.00000,0.92649,0.00000,0.88236,1.00000,0.23200,0.23770,-0.91910
6.3830,-1.00000,0.92649,0.00000,0.88236,1.00000,0.23200,0.23770,-0.91910
6.3990,-1.00000,0.92649,0.00000,0.88236,1.00000,0.23200,0.23770,-0.91910
6.4150,-1.00000,0.92432,0.00000,0.90044,1.00000,0.22420,0.24060,-0.92160
6.4310,-1.00000,0.92432,0.00000,0.90044,1.00000,0.22420,0.24060,-0.92160
6.4470,-1.00000,0.92432,0.00000,0.90044,1.00000,0.22420,0.24060,-0.92160
6.4630,-1.00000,0.92432,0.00000,0.90044,1.00000,0.22420,0.24060,-0.92160
6.4790,-1.00000,0.92646,0.00000,0.87783,1.00000,0.23030,0.24890,-0.91350
6.4960,-1.00000,0.92646,0.00000,0.87783,1.00000,0.23030,0.24890,-0.91350
6.5120,-1.00000,0.92646,0.00000,0.87783,1.00000,0.23030,0.24890,-0.91350
6.5290,-1.00000,0.92430,0.00000,0.87071,1.00000,0.22550,0.23330,-0.92230
6.5460,-1.00000,0.91907,0.00000,0.87903,1.00000,0.22890,0.24280,-0.91180
6.5630,-1.00000,0.91907,0.00000,0.87903,1.00000,0.22890,0.24280,-0.91180
6.5790,-1.00000,0.91907,0.00000,0.87903,1.00000,0.22890,0.24280,-0.91180
6.5950,-1.00000,0.91722,0.00000,0.88034,1.00000,0.22860,0.24060,-0.91960
6.6120,-1.00000,0.91722,0.00000,0.88034,1.00000,0.22860,0.24060,-0.91960
6.6280,-1.00000,0.91722,0.00000,0.88034,1.00000,0.22860,0.24060,-0.91960
6.6440,-1.00000,0.91722,0.00000,0.88034,1.00000,0.22860,0.24060,-0.91960
6.6600,-1.00000,0.91937,0.00000,0.87455,1.00000,0.23160,0.24130,-0.91130
6.6770,-1.00000,0.91937,0.00000,0.87455,1.00000,0.23160,0.24130,-0.91130
6.6930,-1.00000,0.91937,0.00000,0.87455,1.00000,0.23160,0.24130,-0.91130
6.7100,-1.00000,0.92154,0.00000,0.85905,1.00000,0.22770,0.31160,-0.91650
6.7260,-1.00000,0.92154,0.00000,0.85905,1.00000,0.22770,0.31160,-0.91650
6.7430,-1.00000,0.92154,0.00000,0.85905,1.00000,0.22770,0.31160,-0.91650
6.7600,-1.00000,0.92154,0.00000,0.85905,1.00000,0.22770,0.31160,-0.91650
6.7760,-1.00000,0.91877,0.00000,0.86810,1.00000,0.22740,0.24250,-0.92010
6.7920,-1.00000,0.91877,0.00000,0.86810,1.00000,0.22740,0.24250,-0.92010
6.8080,-1.00000,0.91877,0.00000,0.86810,1.00000,0.22740,0.24250,-0.92010
6.8240,-1.00000,0.91877,0.00000,0.86810,1.00000,0.22740,0.24250,-0.92010
6.8400,-1.00000,0.92584,0.00000,0.86754,1.00000,0.22720,0.24300,-0.91720
6.8570,-1.00000,0.92584,0.00000,0.86754,1.00000,0.22720,0.24300,-0.91720
6.8740,-1.00000,0.92584,0.00000,0.86754,1.00000,0.22720,0.24300,-0.91720
6.8920,-1.00000,0.92553,0.00000,0.86172,1.00000,0.22770,0.24550,-0.91400
6.9080,-1.00000,0.91969,0.00000,0.86619,1.00000,0.22690,0.24470,-0.91870
6.9250,-1.00000,0.91969,0.00000,0.86619,1.00000,0.22690,0.24470,-0.91870
6.9410,-1.00000,0.91969,0.00000,0.86619,1.00000,0.22690,0.24470,-0.91870
6.9580,-1.00000,0.91846,0.00000,0.85327,1.00000,0.23130,0.24860,-0.91700
6.9750,-1.00000,0.91846,0.00000,0.85327,1.00000,0.23130,0.24860,-0.91700
6.9910,-1.00000,0.91846,0.00000,0.85327,1.00000,0.23130,0.24860,-0.91700
7.0070,-1.00000,0.91815,0.00000,0.85264,1.00000,0.22450,0.24620,-0.92260
7.0230,-1.00000,0.91815,0.00000,0.85264,1.00000,0.22450,0.24620,-0.92260
7.0390,-1.00000,0.91815,0.00000,0.85264,1.00000,0.22450,0.24620,-0.92260
7.0560,-1.00000,0.91815,0.00000,0.85264,1.00000,0.22450,0.24620,-0.92260
7.0720,-1.00000,0.91568,0.00000,0.87201,1.00000,0.22940,0.25230,-0.91520
7.0880,-1.00000,0.91908,0.00000,0.86557,1.00000,0.22890,0.24690,-0.91300
7.1050,-1.00000,0.91908,0.00000,0.86557,1.00000,0.22890,0.24690,-0.91300
7.1220,-1.00000,0.91908,0.00000,0.86557,1.00000,0.22890,0.24690,-0.91300
7.1380,-1.00000,0.91507,0.00000,0.87777,1.00000,0.23030,0.23810,-0.91700
7.1540,-1.00000,0.91507,0.00000,0.87777,1.00000,0.23030,0.23810,-0.91700
7.1710,-1.00000,0.91507,0.00000,0.87777,1.00000,0.23030,0.23810,-0.91700
7.1880,-1.00000,0.91723,0.00000,0.87195,1.00000,0.22890,0.24960,-0.91770
7.2050,-1.00000,0.91969,0.00000,0.86879,1.00000,0.22720,0.24450,-0.91960
7.2210,-1.00000,0.91969,0.00000,0.86879,1.00000,0.22720,0.24450,-0.91960
7.2380,-1.00000,0.91969,0.00000,0.86879,1.00000,0.22720,0.24450,-0.91960
7.2550,-1.00000,0.92155,0.00000,0.87267,1.00000,0.22570,0.25030,-0.91960
7.2720,-1.00000,0.92155,0.00000,0.87267,1.00000,0.22570,0.25030,-0.91960
7.2880,-1.00000,0.92155,0.00000,0.87267,1.00000,0.22570,0.25030,-0.91960
7.3050,-1.00000,0.92155,0.00000,0.87267,1.00000,0.22570,0.25030,-0.91960
7.3220,-1.00000,0.91847,0.00000,0.87073,1.00000,0.22790,0.24200,-0.92040
7.3380,-1.00000,0.91847,0.00000,0.87073,1.00000,0.22790,0.24200,-0.92040
7.3550,-1.00000,0.91847,0.00000,0.87073,1.00000,0.22790,0.24200,-0.92040
7.3710,-1.00000,0.91724,0.00000,0.87460,1.00000,0.22570,0.23670,-0.92310
7.3870,-1.00000,0.91724,0.00000,0.87460,1.00000,0.22570,0.23670,-0.92310
7.4040,-1.00000,0.91724,0.00000,0.87460,1.00000,0.22570,0.23670,-0.92310
7.4200,-1.00000,0.91724,0.00000,0.87460,1.00000,0.22570,0.23670,-0.92310
7.4360,-1.00000,0.90800,0.00000,0.86751,1.00000,0.22980,0.24600,-0.91430
7.4520,-1.00000,0.90800,0.00000,0.86751,1.00000,0.22980,0.24600,-0.91430
7.4690,-1.00000,0.90800,0.00000,0.86751,1.00000,0.22980,0.24600,-0.91430
7.4850,-1.00000,0.90769,0.00000,0.86240,1.00000,0.22960,0.24550,-0.91550
7.5010,-1.00000,0.90769,0.00000,0.86240,1.00000,0.22960,0.24550,-0.91550
7.5170,-1.00000,0.90769,0.00000,0.86240,1.00000,0.22960,0.24550,-0.91550
7.5340,-1.00000,0.90769,0.00000,0.86240,1.00000,0.22960,0.24550,-0.91550
7.5520,-1.00000,0.90894,0.00000,0.86304,1.00000,0.22740,0.24600,-0.92040
7.5690,-1.00000,0.90586,0.00000,0.86949,1.00000,0.22810,0.24280,-0.91550
7.5860,-1.00000,0.90121,0.00000,0.86820,1.00000,0.22840,0.25030,-0.92010
7.6020,-1.00000,0.90121,0.00000,0.86820,1.00000,0.22840,0.25030,-0.92010
7.6190,-1.00000,0.90121,0.00000,0.86820,1.00000,0.22840,0.25030,-0.92010
7.6360,-1.00000,0.90121,0.00000,0.86820,1.00000,0.22840,0.25030,-0.92010
7.6520,-1.00000,0.90121,0.00000,0.86820,1.00000,0.22840,0.25030,-0.92010
7.6690,-1.00000,0.90060,0.00000,0.86691,1.00000,0.22840,0.24130,-0.91550
7.6850,-1.00000,0.89998,0.00000,0.86239,1.00000,0.22790,0.23330,-0.91870
7.7010,-1.00000,0.89998,0.00000,0.86239,1.00000,0.22790,0.23330,-0.91870
7.7170,-1.00000,0.89998,0.00000,0.86239,1.00000,0.22790,0.23330,-0.91870
7.7340,-1.00000,0.90491,0.00000,0.85142,1.00000,0.22980,0.24670,-0.91160
7.7510,-1.00000,0.90491,0.00000,0.85142,1.00000,0.22980,0.24670,-0.91160
7.7680,-1.00000,0.90491,0.00000,0.85142,1.00000,0.22980,0.24670,-0.91160
7.7840,-1.00000,0.90491,0.00000,0.85142,1.00000,0.22980,0.24670,-0.91160
7.8010,-1.00000,0.90522,0.00000,0.84624,1.00000,0.22550,0.24890,-0.91770
7.8180,-1.00000,0.90522,0.00000,0.84624,1.00000,0.22550,0.24890,-0.91770
7.8350,-1.00000,0.90522,0.00000,0.84624,1.00000,0.22550,0.24890,-0.91770
7.8520,-1.00000,0.90614,0.00000,0.84172,1.00000,0.22840,0.24160,-0.91960
7.8680,-1.00000,0.90614,0.00000,0.84172,1.00000,0.22840,0.24160,-0.91960
7.8840,-1.00000,0.90614,0.00000,0.84172,1.00000,0.22840,0.24160,-0.91960
7.9010,-1.00000,0.90614,0.00000,0.84172,1.00000,0.22840,0.24160,-0.91960
7.9170,-1.00000,0.91447,0.00000,0.84689,1.00000,0.22720,0.24570,-0.91700
7.9330,-1.00000,0.91478,0.00000,0.85972,1.00000,0.22790,0.23890,-0.92260
7.9510,-1.00000,0.91478,0.00000,0.85972,1.00000,0.22790,0.23890,-0.92260
7.9680,-1.00000,0.91479,0.00000,0.85779,1.00000,0.22810,0.24420,-0.91430
7.9840,-1.00000,0.91355,0.00000,0.86036,1.00000,0.22960,0.24550,-0.91650
8.0010,-1.00000,0.91355,0.00000,0.86036,1.00000,0.22960,0.24550,-0.91650
8.0170,-1.00000,0.91355,0.00000,0.86036,1.00000,0.22960,0.24550,-0.91650
8.0330,-1.00000,0.91047,0.00000,0.88936,1.00000,0.22940,0.24790,-0.91400
8.0500,-1.00000,0.91201,0.00000,0.88420,1.00000,0.22910,0.24330,-0.91500
8.0670,-1.00000,0.91201,0.00000,0.88420,1.00000,0.22910,0.24330,-0.91500
8.0830,-1.00000,0.91201,0.00000,0.88420,1.00000,0.22910,0.24330,-0.91500
8.0990,-1.00000,0.91355,0.00000,0.88680,1.00000,0.22860,0.23740,-0.91790
8.1160,-1.00000,0.91355,0.00000,0.88680,1.00000,0.22860,0.23740,-0.91790
8.1330,-1.00000,0.91355,0.00000,0.88680,1.00000,0.22860,0.23740,-0.91790
8.1490,-1.00000,0.91479,0.00000,0.88421,1.00000,0.22840,0.25030,-0.91570
8.1650,-1.00000,0.91355,0.00000,0.88421,1.00000,0.22570,0.25300,-0.91720
8.1820,-1.00000,0.91355,0.00000,0.88421,1.00000,0.22570,0.25300,-0.91720
8.1990,-1.00000,0.91355,0.00000,0.88421,1.00000,0.22570,0.25300,-0.91720
8.2150,-1.00000,0.91078,0.00000,0.86491,1.00000,0.22840,0.24910,-0.91500
8.2320,-1.00000,0.91078,0.00000,0.86491,1.00000,0.22840,0.24910,-0.91500
8.2480,-1.00000,0.91078,0.00000,0.86491,1.00000,0.22840,0.24910,-0.91500
8.2640,-1.00000,0.91078,0.00000,0.86491,1.00000,0.22840,0.24910,-0.91500
8.2810,-1.00000,0.91109,0.00000,0.86427,1.00000,0.22980,0.25250,-0.91450
8.2980,-1.00000,0.91109,0.00000,0.86427,1.00000,0.22980,0.25250,-0.91450
8.3150,-1.00000,0.91109,0.00000,0.86427,1.00000,0.22980,0.25250,-0.91450
8.3320,-1.00000,0.91078,0.00000,0.88547,1.00000,0.22550,0.24620,-0.91520
8.3490,-1.00000,0.90831,0.00000,0.88995,1.00000,0.22370,0.25130,-0.91670
8.3660,-1.00000,0.90831,0.00000,0.88995,1.00000,0.22370,0.25130,-0.91670
8.3830,-1.00000,0.90831,0.00000,0.88995,1.00000,0.22370,0.25130,-0.91670
8.4000,-1.00000,0.90706,0.00000,0.87773,1.00000,0.22810,0.23770,-0.92110
8.4170,-1.00000,0.90706,0.00000,0.87773,1.00000,0.22810,0.23770,-0.92110
8.4340,-1.00000,0.90706,0.00000,0.87773,1.00000,0.22810,0.23770,-0.92110
8.4500,-1.00000,0.90612,0.00000,0.87515,1.00000,0.23200,0.24960,-0.90890
8.4660,-1.00000,0.90146,0.00000,0.87386,1.00000,0.22890,0.25380,-0.91210
8.4820,-1.00000,0.90146,0.00000,0.87386,1.00000,0.22890,0.25380,-0.91210
8.4990,-1.00000,0.90146,0.00000,0.87386,1.00000,0.22890,0.25380,-0.91210
8.5150,-1.00000,0.90362,0.00000,0.87386,1.00000,0.22670,0.24840,-0.91770
8.5320,-1.00000,0.90085,0.00000,0.87838,1.00000,0.22330,0.24740,-0.91740
8.5490,-1.00000,0.90085,0.00000,0.87838,1.00000,0.22330,0.24740,-0.91740
8.5670,-1.00000,0.89588,0.00000,0.86492,1.00000,0.22960,0.24910,-0.91910
8.5840,-1.00000,0.89742,0.00000,0.85395,1.00000,0.23060,0.23420,-0.91870
8.6010,-1.00000,0.89742,0.00000,0.85395,1.00000,0.23060,0.23420,-0.91870
8.6180,-1.00000,0.89742,0.00000,0.85395,1.00000,0.23060,0.23420,-0.91870
8.6350,-1.00000,0.89682,0.00000,0.83721,1.00000,0.22940,0.24300,-0.91620
8.6520,-1.00000,0.89682,0.00000,0.83721,1.00000,0.22940,0.24300,-0.91620
8.6690,-1.00000,0.89682,0.00000,0.83721,1.00000,0.22940,0.24300,-0.91620
8.6860,-1.00000,0.89682,0.00000,0.83721,1.00000,0.22940,0.24300,-0.91620
8.7020,-1.00000,0.89652,0.00000,0.84497,1.00000,0.22770,0.24450,-0.91480
8.7190,-1.00000,0.89652,0.00000,0.84497,1.00000,0.22770,0.24450,-0.91480
8.7360,-1.00000,0.89652,0.00000,0.84497,1.00000,0.22770,0.24450,-0.91480
8.7520,-1.00000,0.90023,0.00000,0.85014,1.00000,0.22960,0.24400,-0.91670
8.7690,-1.00000,0.90023,0.00000,0.85014,1.00000,0.22960,0.24400,-0.91670
8.7860,-1.00000,0.90023,0.00000,0.85014,1.00000,0.22960,0.24400,-0.91670
8.8040,-1.00000,0.89961,0.00000,0.85402,1.00000,0.22810,0.24230,-0.91790
8.8200,-1.00000,0.90273,0.00000,0.85338,1.00000,0.22670,0.24550,-0.92160
8.8360,-1.00000,0.90334,0.00000,0.85783,1.00000,0.22910,0.24030,-0.91010
8.8530,-1.00000,0.90334,0.00000,0.85783,1.00000,0.22910,0.24030,-0.91010
8.8690,-1.00000,0.90767,0.00000,0.85525,1.00000,0.22670,0.24420,-0.91500
8.8860,-1.00000,0.90767,0.00000,0.85525,1.00000,0.22670,0.24420,-0.91500
8.9020,-1.00000,0.90767,0.00000,0.85525,1.00000,0.22670,0.24420,-0.91500
8.9190,-1.00000,0.90767,0.00000,0.85525,1.00000,0.22670,0.24420,-0.91500
8.9350,-1.00000,0.90056,0.00000,0.89130,1.00000,0.22640,0.25280,-0.91890
8.9510,-1.00000,0.90025,0.00000,0.89388,1.00000,0.22180,0.24200,-0.92670
8.9670,-1.00000,0.90025,0.00000,0.89388,1.00000,0.22180,0.24200,-0.92670
8.9830,-1.00000,0.90025,0.00000,0.89388,1.00000,0.22180,0.24200,-0.92670
8.9990,-1.00000,0.89716,0.00000,0.90284,1.00000,0.22180,0.25330,-0.92520
9.0160,-1.00000,0.89716,0.00000,0.90284,1.00000,0.22180,0.25330,-0.92520
9.0330,-1.00000,0.89716,0.00000,0.90284,1.00000,0.22180,0.25330,-0.92520
9.0500,-1.00000,0.89562,0.00000,0.90024,1.00000,0.23280,0.24030,-0.91450
9.0660,-1.00000,0.89378,0.00000,0.91437,1.00000,0.22790,0.24330,-0.91110
9.0830,-1.00000,0.89378,0.00000,0.91437,1.00000,0.22790,0.24330,-0.91110
9.1000,-1.00000,0.89378,0.00000,0.91437,1.00000,0.22790,0.24330,-0.91110
9.1160,-1.00000,0.89687,0.00000,0.91244,1.00000,0.22860,0.25080,-0.91570
9.1330,-1.00000,0.89687,0.00000,0.91244,1.00000,0.22860,0.25080,-0.91570
9.1500,-1.00000,0.89687,0.00000,0.91244,1.00000,0.22860,0.25080,-0.91570
9.1660,-1.00000,0.89625,0.00000,0.91890,1.00000,0.22570,0.24670,-0.92090
9.1830,-1.00000,0.89069,0.00000,0.90737,1.00000,0.22890,0.23770,-0.91840
9.2000,-1.00000,0.89069,0.00000,0.90737,1.00000,0.22890,0.23770,-0.91840
9.2160,-1.00000,0.89069,0.00000,0.90737,1.00000,0.22890,0.23770,-0.91840
9.2330,-1.00000,0.89410,0.00000,0.89196,1.00000,0.22470,0.24230,-0.92060
9.2490,-1.00000,0.89410,0.00000,0.89196,1.00000,0.22470,0.24230,-0.92060
9.2650,-1.00000,0.89410,0.00000,0.89196,1.00000,0.22470,0.24230,-0.92060
9.2820,-1.00000,0.89410,0.00000,0.89196,1.00000,0.22470,0.24230,-0.92060
9.2980,-1.00000,0.89719,0.00000,0.88107,1.00000,0.22670,0.23420,-0.92260
9.3150,-1.00000,0.89719,0.00000,0.88107,1.00000,0.22670,0.23420,-0.92260
9.3310,-1.00000,0.89719,0.00000,0.88107,1.00000,0.22670,0.23420,-0.92260
9.3480,-1.00000,0.89564,0.00000,0.87145,1.00000,0.22690,0.25130,-0.91620
9.3650,-1.00000,0.89378,0.00000,0.87081,1.00000,0.22860,0.24450,-0.91650
9.3810,-1.00000,0.89378,0.00000,0.87081,1.00000,0.22860,0.24450,-0.91650
9.3980,-1.00000,0.89378,0.00000,0.87081,1.00000,0.22860,0.24450,-0.91650
9.4150,-1.00000,0.89162,0.00000,0.87273,1.00000,0.22720,0.24960,-0.91910
9.4320,-1.00000,0.89162,0.00000,0.87273,1.00000,0.22720,0.24960,-0.91910
9.4490,-1.00000,0.89162,0.00000,0.87273,1.00000,0.22720,0.24960,-0.91910
9.4660,-1.00000,0.89162,0.00000,0.87273,1.00000,0.22720,0.24960,-0.91910
9.4820,-1.00000,0.89472,0.00000,0.86691,1.00000,0.23110,0.24620,-0.91430
9.4990,-1.00000,0.89472,0.00000,0.86691,1.00000,0.23110,0.24620,-0.91430
9.5160,-1.00000,0.89472,0.00000,0.86691,1.00000,0.23110,0.24620,-0.91430
9.5320,-1.00000,0.89317,0.00000,0.86496,1.00000,0.22810,0.23890,-0.92260
9.5480,-1.00000,0.89224,0.00000,0.87012,1.00000,0.22570,0.23860,-0.92010
9.5640,-1.00000,0.89224,0.00000,0.87012,1.00000,0.22570,0.23860,-0.92010
9.5810,-1.00000,0.89224,0.00000,0.87012,1.00000,0.22570,0.23860,-0.92010
9.5980,-1.00000,0.89194,0.00000,0.87072,1.00000,0.22860,0.24640,-0.91870
9.6150,-1.00000,0.89194,0.00000,0.87072,1.00000,0.22860,0.24640,-0.91870
9.6320,-1.00000,0.89194,0.00000,0.87072,1.00000,0.22860,0.24640,-0.91870
9.6490,-1.00000,0.89069,0.00000,0.86879,1.00000,0.22840,0.24570,-0.91740
9.6660,-1.00000,0.89008,0.00000,0.86621,1.00000,0.22770,0.25080,-0.91380
9.6830,-1.00000,0.89008,0.00000,0.86621,1.00000,0.22770,0.25080,-0.91380
9.7000,-1.00000,0.89008,0.00000,0.86621,1.00000,0.22770,0.25080,-0.91380
9.7160,-1.00000,0.89192,0.00000,0.85784,1.00000,0.22860,0.24420,-0.91990
