#,Thumb,Index,Middle,Ring,Pinky,ch15,ch16,ch17
9.7320,-1.00000,0.89192,0.00000,0.85784,1.00000,0.22860,0.24420,-0.91990
9.7480,-1.00000,0.89192,0.00000,0.85784,1.00000,0.22860,0.24420,-0.91990
9.7640,-1.00000,0.89192,0.00000,0.85784,1.00000,0.22860,0.24420,-0.91990
9.7800,-1.00000,0.88974,0.00000,0.85140,1.00000,0.23060,0.24180,-0.91450
9.7960,-1.00000,0.88974,0.00000,0.85140,1.00000,0.23060,0.24180,-0.91450
9.8130,-1.00000,0.88974,0.00000,0.85140,1.00000,0.23060,0.24180,-0.91450
9.8290,-1.00000,0.88571,0.00000,0.85399,1.00000,0.22980,0.25330,-0.92040
9.8460,-1.00000,0.88509,0.00000,0.84882,1.00000,0.22810,0.24060,-0.92180
9.8630,-1.00000,0.88509,0.00000,0.84882,1.00000,0.22810,0.24060,-0.92180
9.8790,-1.00000,0.88509,0.00000,0.84882,1.00000,0.22810,0.24060,-0.92180
9.8950,-1.00000,0.87859,0.00000,0.85200,1.00000,0.22740,0.25180,-0.91670
9.9130,-1.00000,0.87859,0.00000,0.85200,1.00000,0.22740,0.25180,-0.91670
9.9300,-1.00000,0.87859,0.00000,0.85200,1.00000,0.22740,0.25180,-0.91670
9.9480,-1.00000,0.87890,0.00000,0.85589,1.00000,0.22350,0.23770,-0.92620
9.9640,-1.00000,0.88168,0.00000,0.86171,1.00000,0.22960,0.24960,-0.91330
9.9810,-1.00000,0.88168,0.00000,0.86171,1.00000,0.22960,0.24960,-0.91330
9.9970,-1.00000,0.88168,0.00000,0.86171,1.00000,0.22960,0.24960,-0.91330
10.0140,-1.00000,0.87582,0.00000,0.85912,1.00000,0.22690,0.23840,-0.91670
10.0300,-1.00000,0.87582,0.00000,0.85912,1.00000,0.22690,0.23840,-0.91670
10.0460,-1.00000,0.87582,0.00000,0.85912,1.00000,0.22690,0.23840,-0.91670
10.0630,-1.00000,0.87582,0.00000,0.85912,1.00000,0.22690,0.23840,-0.91670
10.0810,-1.00000,0.87737,0.00000,0.86816,1.00000,0.23110,0.25080,-0.91380
10.0980,-1.00000,0.87737,0.00000,0.86816,1.00000,0.23110,0.25080,-0.91380
10.1140,-1.00000,0.87737,0.00000,0.86816,1.00000,0.23110,0.25080,-0.91380
10.1310,-1.00000,0.87891,0.00000,0.86492,1.00000,0.22890,0.24690,-0.92130
10.1470,-1.00000,0.88232,0.00000,0.85460,1.00000,0.22910,0.23940,-0.91600
10.1650,-1.00000,0.88232,0.00000,0.85460,1.00000,0.22910,0.23940,-0.91600
10.1820,-1.00000,0.88232,0.00000,0.85460,1.00000,0.22910,0.23940,-0.91600
10.1980,-1.00000,0.88480,0.00000,0.84436,1.00000,0.23010,0.24060,-0.91620
10.2140,-1.00000,0.88480,0.00000,0.84436,1.00000,0.23010,0.24060,-0.91620
10.2300,-1.00000,0.88480,0.00000,0.84436,1.00000,0.23010,0.24060,-0.91620
10.2460,-1.00000,0.88480,0.00000,0.84436,1.00000,0.23010,0.24060,-0.91620
10.2630,-1.00000,0.88604,0.00000,0.83982,1.00000,0.22640,0.24300,-0.92010
10.2790,-1.00000,0.88604,0.00000,0.83982,1.00000,0.22640,0.24300,-0.92010
10.2960,-1.00000,0.88604,0.00000,0.83982,1.00000,0.22640,0.24300,-0.92010
10.3130,-1.00000,0.88540,0.00000,0.84820,1.00000,0.23030,0.24520,-0.91500
10.3300,-1.00000,0.88540,0.00000,0.84820,1.00000,0.23030,0.24520,-0.91500
10.3460,-1.00000,0.88540,0.00000,0.84820,1.00000,0.23030,0.24520,-0.91500
10.3620,-1.00000,0.88540,0.00000,0.84820,1.00000,0.23030,0.24520,-0.91500
10.3780,-1.00000,0.87766,0.00000,0.83850,1.00000,0.22790,0.25450,-0.91430
10.3950,-1.00000,0.87766,0.00000,0.83850,1.00000,0.22790,0.25450,-0.91430
10.4120,-1.00000,0.87766,0.00000,0.83850,1.00000,0.22790,0.25450,-0.91430
10.4290,-1.00000,0.88077,0.00000,0.84302,1.00000,0.22720,0.24450,-0.91990
10.4460,-1.00000,0.87953,0.00000,0.84755,1.00000,0.22370,0.24130,-0.92400
10.4640,-1.00000,0.87953,0.00000,0.84755,1.00000,0.22370,0.24130,-0.92400
10.4800,-1.00000,0.87953,0.00000,0.84755,1.00000,0.22370,0.24130,-0.92400
10.4960,-1.00000,0.86897,0.00000,0.85207,1.00000,0.22790,0.24030,-0.92550
10.5120,-1.00000,0.86897,0.00000,0.85207,1.00000,0.22790,0.24030,-0.92550
10.5290,-1.00000,0.86897,0.00000,0.85207,1.00000,0.22790,0.24030,-0.92550
10.5460,-1.00000,0.86897,0.00000,0.85207,1.00000,0.22790,0.24030,-0.92550
10.5630,-1.00000,0.86897,0.00000,0.85206,1.00000,0.22910,0.24720,-0.91520
10.5800,-1.00000,0.86897,0.00000,0.85206,1.00000,0.22910,0.24720,-0.91520
10.5970,-1.00000,0.86897,0.00000,0.85206,1.00000,0.22910,0.24720,-0.91520
10.6130,-1.00000,0.86338,0.00000,0.84365,1.00000,0.22620,0.24450,-0.91720
10.6300,-1.00000,0.86649,0.00000,0.82944,1.00000,0.22890,0.24420,-0.92060
10.6460,-1.00000,0.86649,0.00000,0.82944,1.00000,0.22890,0.24420,-0.92060
10.6620,-1.00000,0.86649,0.00000,0.82944,1.00000,0.22890,0.24420,-0.92060
10.6790,-1.00000,0.86957,0.00000,0.83333,1.00000,0.22790,0.23670,-0.92010
10.6950,-1.00000,0.86957,0.00000,0.83333,1.00000,0.22790,0.23670,-0.92010
10.7110,-1.00000,0.86957,0.00000,0.83333,1.00000,0.22790,0.23670,-0.92010
10.7270,-1.00000,0.86926,0.00000,0.82428,1.00000,0.22420,0.24670,-0.91700
10.7430,-1.00000,0.86741,0.00000,0.82234,1.00000,0.22690,0.24690,-0.91870
10.7600,-1.00000,0.86741,0.00000,0.82234,1.00000,0.22690,0.24690,-0.91870
10.7760,-1.00000,0.86741,0.00000,0.82234,1.00000,0.22690,0.24690,-0.91870
10.7920,-1.00000,0.86866,0.00000,0.82169,1.00000,0.22840,0.24420,-0.91870
10.8080,-1.00000,0.86866,0.00000,0.82169,1.00000,0.22840,0.24420,-0.91870
10.8240,-1.00000,0.86866,0.00000,0.82169,1.00000,0.22840,0.24420,-0.91870
10.8400,-1.00000,0.86866,0.00000,0.82169,1.00000,0.22840,0.24420,-0.91870
10.8560,-1.00000,0.86898,0.00000,0.82168,1.00000,0.22620,0.24470,-0.91910
10.8720,-1.00000,0.86836,0.00000,0.83010,1.00000,0.22910,0.24450,-0.91650
10.8890,-1.00000,0.86836,0.00000,0.83010,1.00000,0.22910,0.24450,-0.91650
10.9060,-1.00000,0.86836,0.00000,0.83010,1.00000,0.22910,0.24450,-0.91650
10.9230,-1.00000,0.87643,0.00000,0.83141,1.00000,0.22570,0.23960,-0.91770
10.9390,-1.00000,0.87643,0.00000,0.83141,1.00000,0.22570,0.23960,-0.91770
10.9550,-1.00000,0.87643,0.00000,0.83141,1.00000,0.22570,0.23960,-0.91770
10.9710,-1.00000,0.87303,0.00000,0.83593,1.00000,0.22790,0.24130,-0.91790
10.9880,-1.00000,0.87397,0.00000,0.83465,1.00000,0.22620,0.24790,-0.91840
11.0050,-1.00000,0.87397,0.00000,0.83465,1.00000,0.22620,0.24790,-0.91840
11.0220,-1.00000,0.87397,0.00000,0.83465,1.00000,0.22620,0.24790,-0.91840
11.0380,-1.00000,0.87397,0.00000,0.84500,1.00000,0.22860,0.24080,-0.91770
11.0550,-1.00000,0.87397,0.00000,0.84500,1.00000,0.22860,0.24080,-0.91770
11.0710,-1.00000,0.87397,0.00000,0.84500,1.00000,0.22860,0.24080,-0.91770
11.0880,-1.00000,0.87583,0.00000,0.84565,1.00000,0.22890,0.24860,-0.91570
11.1040,-1.00000,0.87676,0.00000,0.83917,1.00000,0.22690,0.24990,-0.91700
11.1210,-1.00000,0.87676,0.00000,0.83917,1.00000,0.22690,0.24990,-0.91700
11.1380,-1.00000,0.87676,0.00000,0.83917,1.00000,0.22690,0.24990,-0.91700
11.1550,-1.00000,0.87955,0.00000,0.83985,1.00000,0.22910,0.24570,-0.91910
11.1720,-1.00000,0.87955,0.00000,0.83985,1.00000,0.22910,0.24570,-0.91910
11.1880,-1.00000,0.87955,0.00000,0.83985,1.00000,0.22910,0.24570,-0.91910
11.2040,-1.00000,0.87955,0.00000,0.83985,1.00000,0.22910,0.24570,-0.91910
11.2200,-1.00000,0.88142,0.00000,0.83985,1.00000,0.22790,0.25300,-0.91740
11.2360,-1.00000,0.88142,0.00000,0.83985,1.00000,0.22790,0.25300,-0.91740
11.2530,-1.00000,0.88142,0.00000,0.83985,1.00000,0.22790,0.25300,-0.91740
11.2690,-1.00000,0.88111,0.00000,0.83532,1.00000,0.22720,0.23470,-0.91500
11.2860,-1.00000,0.88111,0.00000,0.84178,1.00000,0.22550,0.25690,-0.92060
11.3020,-1.00000,0.88111,0.00000,0.84178,1.00000,0.22550,0.25690,-0.92060
11.3190,-1.00000,0.88111,0.00000,0.84178,1.00000,0.22550,0.25690,-0.92060
11.3360,-1.00000,0.87925,0.00000,0.85079,1.00000,0.23200,0.24500,-0.92160
11.3520,-1.00000,0.87925,0.00000,0.85079,1.00000,0.23200,0.24500,-0.92160
11.3680,-1.00000,0.87925,0.00000,0.85079,1.00000,0.23200,0.24500,-0.92160
11.3840,-1.00000,0.87925,0.00000,0.85079,1.00000,0.23200,0.24500,-0.92160
11.4010,-1.00000,0.87645,0.00000,0.85144,1.00000,0.22200,0.24720,-0.91840
11.4180,-1.00000,0.87645,0.00000,0.85144,1.00000,0.22200,0.24720,-0.91840
11.4350,-1.00000,0.87645,0.00000,0.85144,1.00000,0.22200,0.24720,-0.91840
11.4520,-1.00000,0.87552,0.00000,0.84756,1.00000,0.22740,0.24550,-0.91480
11.4680,-1.00000,0.87552,0.00000,0.84756,1.00000,0.22740,0.24550,-0.91480
11.4850,-1.00000,0.87552,0.00000,0.84756,1.00000,0.22740,0.24550,-0.91480
11.5010,-1.00000,0.87552,0.00000,0.84756,1.00000,0.22740,0.24550,-0.91480
11.5170,-1.00000,0.87862,0.00000,0.84107,1.00000,0.23030,0.24600,-0.91620
11.5330,-1.00000,0.87738,0.00000,0.84169,1.00000,0.23420,0.24380,-0.91450
11.5490,-1.00000,0.87738,0.00000,0.84169,1.00000,0.23420,0.24380,-0.91450
11.5650,-1.00000,0.87738,0.00000,0.84169,1.00000,0.23420,0.24380,-0.91450
11.5820,-1.00000,0.87862,0.00000,0.83007,1.00000,0.22810,0.25010,-0.91670
11.5990,-1.00000,0.87862,0.00000,0.83007,1.00000,0.22810,0.25010,-0.91670
11.6160,-1.00000,0.87862,0.00000,0.83007,1.00000,0.22810,0.25010,-0.91670
11.6330,-1.00000,0.88296,0.00000,0.82105,1.00000,0.22910,0.24520,-0.91570
11.6500,-1.00000,0.88450,0.00000,0.82234,1.00000,0.22720,0.24420,-0.91520
11.6670,-1.00000,0.88450,0.00000,0.82234,1.00000,0.22720,0.24420,-0.91520
11.6840,-1.00000,0.88450,0.00000,0.82234,1.00000,0.22720,0.24420,-0.91520
11.7010,-1.00000,0.88947,0.00000,0.81263,1.00000,0.22790,0.24230,-0.92010
11.7180,-1.00000,0.88947,0.00000,0.81263,1.00000,0.22790,0.24230,-0.92010
11.7350,-1.00000,0.88947,0.00000,0.81263,1.00000,0.22790,0.24230,-0.92010
11.7520,-1.00000,0.89194,0.00000,0.81652,1.00000,0.23010,0.24500,-0.91770
11.7680,-1.00000,0.88232,0.00000,0.82814,1.00000,0.22720,0.25230,-0.91230
11.7840,-1.00000,0.88232,0.00000,0.82814,1.00000,0.22720,0.25230,-0.91230
11.8010,-1.00000,0.88232,0.00000,0.82814,1.00000,0.22720,0.25230,-0.91230
11.8170,-1.00000,0.88015,0.00000,0.83137,1.00000,0.23180,0.24400,-0.91550
11.8340,-1.00000,0.88015,0.00000,0.83137,1.00000,0.23180,0.24400,-0.91550
11.8510,-1.00000,0.88015,0.00000,0.83137,1.00000,0.23180,0.24400,-0.91550
11.8670,-1.00000,0.87953,0.00000,0.83137,1.00000,0.23110,0.24060,-0.91350
11.8830,-1.00000,0.87953,0.00000,0.83137,1.00000,0.23110,0.24060,-0.91350
11.8990,-1.00000,0.87953,0.00000,0.83137,1.00000,0.23110,0.24060,-0.91350
11.9160,-1.00000,0.87953,0.00000,0.83137,1.00000,0.23110,0.24060,-0.91350
11.9340,-1.00000,0.87890,0.00000,0.84755,1.00000,0.22720,0.24010,-0.92180
11.9500,-1.00000,0.87117,0.00000,0.84625,1.00000,0.22980,0.24790,-0.92040
11.9660,-1.00000,0.87117,0.00000,0.84625,1.00000,0.22980,0.24790,-0.92040
11.9820,-1.00000,0.87117,0.00000,0.84625,1.00000,0.22980,0.24790,-0.92040
11.9990,-1.00000,0.86931,0.00000,0.85532,1.00000,0.22770,0.24740,-0.91620
12.0160,-1.00000,0.86931,0.00000,0.85532,1.00000,0.22770,0.24740,-0.91620
12.0330,-1.00000,0.86931,0.00000,0.85532,1.00000,0.22770,0.24740,-0.91620
12.0490,-1.00000,0.87429,0.00000,0.83850,1.00000,0.22590,0.24500,-0.91790
12.0660,-1.00000,0.87863,0.00000,0.83721,1.00000,0.22640,0.23520,-0.91960
12.0830,-1.00000,0.87863,0.00000,0.83721,1.00000,0.22640,0.23520,-0.91960
12.0990,-1.00000,0.87863,0.00000,0.83721,1.00000,0.22640,0.23520,-0.91960
12.1160,-1.00000,0.88201,0.00000,0.83914,1.00000,0.23010,0.24180,-0.92010
12.1330,-1.00000,0.88201,0.00000,0.83914,1.00000,0.23010,0.24180,-0.92010
12.1490,-1.00000,0.88201,0.00000,0.83914,1.00000,0.23010,0.24180,-0.92010
12.1660,-1.00000,0.88201,0.00000,0.83914,1.00000,0.23010,0.24180,-0.92010
12.1830,-1.00000,0.88634,0.00000,0.83396,1.00000,0.23080,0.24500,-0.92670
12.1990,-1.00000,0.88634,0.00000,0.83396,1.00000,0.23080,0.24500,-0.92670
12.2150,-1.00000,0.88634,0.00000,0.83396,1.00000,0.23080,0.24500,-0.92670
12.2320,-1.00000,0.88944,0.00000,0.83332,1.00000,0.22520,0.23450,-0.91650
12.2480,-1.00000,0.88944,0.00000,0.83332,1.00000,0.22520,0.23450,-0.91650
12.2640,-1.00000,0.88944,0.00000,0.83332,1.00000,0.22520,0.23450,-0.91650
12.2810,-1.00000,0.88944,0.00000,0.83332,1.00000,0.22520,0.23450,-0.91650
12.2980,-1.00000,0.88758,0.00000,0.83397,1.00000,0.22740,0.23910,-0.91130
12.3150,-1.00000,0.88758,0.00000,0.83397,1.00000,0.22740,0.23910,-0.91130
12.3310,-1.00000,0.88758,0.00000,0.83397,1.00000,0.22740,0.23910,-0.91130
12.3470,-1.00000,0.88447,0.00000,0.83914,1.00000,0.22790,0.25130,-0.91550
12.3640,-1.00000,0.88014,0.00000,0.83463,1.00000,0.22770,0.25210,-0.91650
12.3810,-1.00000,0.87952,0.00000,0.83528,1.00000,0.22570,0.24280,-0.91570
12.3980,-1.00000,0.87952,0.00000,0.83528,1.00000,0.22570,0.24280,-0.91570
12.4150,-1.00000,0.87705,0.00000,0.84885,1.00000,0.22720,0.24130,-0.92160
12.4320,-1.00000,0.87705,0.00000,0.84885,1.00000,0.22720,0.24130,-0.92160
12.4480,-1.00000,0.87705,0.00000,0.84885,1.00000,0.22720,0.24130,-0.92160
12.4640,-1.00000,0.87705,0.00000,0.84885,1.00000,0.22720,0.24130,-0.92160
12.4810,-1.00000,0.87241,0.00000,0.83852,1.00000,0.23180,0.23940,-0.92060
12.4980,-1.00000,0.87241,0.00000,0.83852,1.00000,0.23180,0.23940,-0.92060
12.5140,-1.00000,0.87241,0.00000,0.83852,1.00000,0.23180,0.23940,-0.92060
12.5310,-1.00000,0.87085,0.00000,0.84368,1.00000,0.22570,0.24200,-0.91790
12.5480,-1.00000,0.87085,0.00000,0.84368,1.00000,0.22570,0.24200,-0.91790
12.5660,-1.00000,0.87085,0.00000,0.84368,1.00000,0.22570,0.24200,-0.91790
12.5830,-1.00000,0.87085,0.00000,0.84368,1.00000,0.22570,0.24200,-0.91790
12.6000,-1.00000,0.87458,0.00000,0.83655,1.00000,0.22840,0.24450,-0.91620
12.6170,-1.00000,0.87458,0.00000,0.83655,1.00000,0.22840,0.24450,-0.91620
12.6330,-1.00000,0.87458,0.00000,0.83655,1.00000,0.22840,0.24450,-0.91620
12.6490,-1.00000,0.87520,0.00000,0.83591,1.00000,0.22740,0.24030,-0.91740
12.6660,-1.00000,0.87427,0.00000,0.85078,1.00000,0.22550,0.24640,-0.91790
12.6830,-1.00000,0.87427,0.00000,0.85078,1.00000,0.22550,0.24640,-0.91790
12.6990,-1.00000,0.87427,0.00000,0.85078,1.00000,0.22550,0.24640,-0.91790
12.7150,-1.00000,0.87208,0.00000,0.84559,1.00000,0.23400,0.23990,-0.91620
12.7310,-1.00000,0.87208,0.00000,0.84559,1.00000,0.23400,0.23990,-0.91620
12.7480,-1.00000,0.87208,0.00000,0.84559,1.00000,0.23400,0.23990,-0.91620
12.7640,-1.00000,0.87208,0.00000,0.84559,1.00000,0.23400,0.23990,-0.91620
12.7810,-1.00000,0.86868,0.00000,0.84108,1.00000,0.22860,0.24790,-0.91180
12.7980,-1.00000,0.86868,0.00000,0.84108,1.00000,0.22860,0.24790,-0.91180
12.8140,-1.00000,0.86868,0.00000,0.84108,1.00000,0.22860,0.24790,-0.91180
12.8320,-1.00000,0.86962,0.00000,0.84367,1.00000,0.22960,0.24280,-0.92230
12.8480,-1.00000,0.86962,0.00000,0.84367,1.00000,0.22960,0.24280,-0.92230
12.8640,-1.00000,0.86962,0.00000,0.84367,1.00000,0.22960,0.24280,-0.92230
12.8800,-1.00000,0.86962,0.00000,0.84367,1.00000,0.22960,0.24280,-0.92230
12.8970,-1.00000,0.86993,0.00000,0.83719,1.00000,0.22690,0.24060,-0.91650
12.9140,-1.00000,0.86993,0.00000,0.83719,1.00000,0.22690,0.24060,-0.91650
12.9300,-1.00000,0.86993,0.00000,0.83719,1.00000,0.22690,0.24060,-0.91650
12.9460,-1.00000,0.87271,0.00000,0.83977,1.00000,0.22840,0.24840,-0.92230
12.9640,-1.00000,0.87271,0.00000,0.83782,1.00000,0.22670,0.24380,-0.90990
12.9800,-1.00000,0.87271,0.00000,0.83782,1.00000,0.22670,0.24380,-0.90990
12.9970,-1.00000,0.87271,0.00000,0.83782,1.00000,0.22670,0.24380,-0.90990
13.0140,-1.00000,0.87086,0.00000,0.83785,1.00000,0.23380,0.24110,-0.91550
13.0300,-1.00000,0.86932,0.00000,0.83592,1.00000,0.22910,0.24670,-0.91260
13.0470,-1.00000,0.86932,0.00000,0.83592,1.00000,0.22910,0.24670,-0.91260
13.0640,-1.00000,0.86932,0.00000,0.83592,1.00000,0.22910,0.24670,-0.91260
13.0800,-1.00000,0.87023,0.00000,0.83849,1.00000,0.22740,0.24720,-0.91820
13.0960,-1.00000,0.87023,0.00000,0.83849,1.00000,0.22740,0.24720,-0.91820
13.1130,-1.00000,0.87023,0.00000,0.83849,1.00000,0.22740,0.24720,-0.91820
13.1300,-1.00000,0.87364,0.00000,0.83396,1.00000,0.22840,0.24470,-0.91700
13.1470,-1.00000,0.87426,0.00000,0.83203,1.00000,0.22910,0.24130,-0.91720
13.1640,-1.00000,0.87426,0.00000,0.83203,1.00000,0.22910,0.24130,-0.91720
13.1810,-1.00000,0.87426,0.00000,0.83203,1.00000,0.22910,0.24130,-0.91720
13.1970,-1.00000,0.87147,0.00000,0.85337,1.00000,0.22790,0.24230,-0.91620
13.2140,-1.00000,0.87147,0.00000,0.85337,1.00000,0.22790,0.24230,-0.91620
13.2300,-1.00000,0.87147,0.00000,0.85337,1.00000,0.22790,0.24230,-0.91620
13.2480,-1.00000,0.86961,0.00000,0.84622,1.00000,0.22810,0.24160,-0.91820
13.2650,-1.00000,0.87115,0.00000,0.83847,1.00000,0.22670,0.25010,-0.91550
13.2820,-1.00000,0.87115,0.00000,0.83847,1.00000,0.22670,0.25010,-0.91550
13.2990,-1.00000,0.87115,0.00000,0.83847,1.00000,0.22670,0.25010,-0.91550
13.3160,-1.00000,0.87457,0.00000,0.84106,1.00000,0.22770,0.24450,-0.91570
13.3320,-1.00000,0.87457,0.00000,0.84106,1.00000,0.22770,0.24450,-0.91570
13.3490,-1.00000,0.87457,0.00000,0.84106,1.00000,0.22770,0.24450,-0.91570
13.3660,-1.00000,0.88078,0.00000,0.84236,1.00000,0.23330,0.23940,-0.91840
13.3830,-1.00000,0.88698,0.00000,0.84753,1.00000,0.23010,0.24230,-0.91790
13.4000,-1.00000,0.88667,0.00000,0.85269,1.00000,0.22720,0.24470,-0.91160
13.4160,-1.00000,0.88667,0.00000,0.85269,1.00000,0.22720,0.24470,-0.91160
13.4330,-1.00000,0.88296,0.00000,0.85010,1.00000,0.22670,0.24300,-0.91450
13.4490,-1.00000,0.88296,0.00000,0.85010,1.00000,0.22670,0.24300,-0.91450
13.4660,-1.00000,0.88296,0.00000,0.85010,1.00000,0.22670,0.24300,-0.91450
13.4820,-1.00000,0.88296,0.00000,0.85010,1.00000,0.22670,0.24300,-0.91450
13.4990,-1.00000,0.88389,0.00000,0.84817,1.00000,0.22590,0.24810,-0.91500
13.5160,-1.00000,0.88389,0.00000,0.84817,1.00000,0.22590,0.24810,-0.91500
13.5330,-1.00000,0.88389,0.00000,0.84817,1.00000,0.22590,0.24810,-0.91500
13.5490,-1.00000,0.88235,0.00000,0.85662,1.00000,0.22770,0.23790,-0.91960
13.5660,-1.00000,0.88173,0.00000,0.86436,1.00000,0.22960,0.24200,-0.91840
13.5830,-1.00000,0.88173,0.00000,0.86436,1.00000,0.22960,0.24200,-0.91840
13.6000,-1.00000,0.88173,0.00000,0.86436,1.00000,0.22960,0.24200,-0.91840
13.6160,-1.00000,0.87956,0.00000,0.85402,1.00000,0.23030,0.23500,-0.92280
13.6320,-1.00000,0.88018,0.00000,0.85015,1.00000,0.22810,0.24180,-0.91720
13.6480,-1.00000,0.88018,0.00000,0.85015,1.00000,0.22810,0.24180,-0.91720
13.6640,-1.00000,0.88018,0.00000,0.85015,1.00000,0.22810,0.24180,-0.91720
13.6810,-1.00000,0.87956,0.00000,0.84690,1.00000,0.22770,0.24620,-0.92060
13.6980,-1.00000,0.87956,0.00000,0.84690,1.00000,0.22770,0.24620,-0.92060
13.7140,-1.00000,0.87956,0.00000,0.84690,1.00000,0.22770,0.24620,-0.92060
13.7320,-1.00000,0.88266,0.00000,0.83076,1.00000,0.22770,0.24840,-0.91130
13.7490,-1.00000,0.88142,0.00000,0.82560,1.00000,0.22860,0.24350,-0.91990
13.7660,-1.00000,0.88142,0.00000,0.82560,1.00000,0.22860,0.24350,-0.91990
13.7830,-1.00000,0.88142,0.00000,0.82560,1.00000,0.22860,0.24350,-0.91990
13.7990,-1.00000,0.87923,0.00000,0.81333,1.00000,0.22670,0.24230,-0.91380
13.8160,-1.00000,0.87923,0.00000,0.81333,1.00000,0.22670,0.24230,-0.91380
13.8320,-1.00000,0.87923,0.00000,0.81333,1.00000,0.22670,0.24230,-0.91380
13.8490,-1.00000,0.87923,0.00000,0.81202,1.00000,0.22980,0.24840,-0.91740
13.8660,-1.00000,0.87800,0.00000,0.81461,1.00000,0.22670,0.24250,-0.91720
13.8830,-1.00000,0.87800,0.00000,0.81461,1.00000,0.22670,0.24250,-0.91720
13.8990,-1.00000,0.87800,0.00000,0.81461,1.00000,0.22670,0.24250,-0.91720
13.9160,-1.00000,0.87676,0.00000,0.81395,1.00000,0.22890,0.24330,-0.91890
13.9320,-1.00000,0.87676,0.00000,0.81395,1.00000,0.22890,0.24330,-0.91890
13.9490,-1.00000,0.87676,0.00000,0.81395,1.00000,0.22890,0.24330,-0.91890
13.9660,-1.00000,0.87676,0.00000,0.81395,1.00000,0.22890,0.24330,-0.91890
13.9840,-1.00000,0.87212,0.00000,0.82038,1.00000,0.23180,0.23960,-0.91180
14.0010,-1.00000,0.87212,0.00000,0.82038,1.00000,0.23180,0.23960,-0.91180
14.0180,-1.00000,0.87212,0.00000,0.82038,1.00000,0.23180,0.23960,-0.91180
14.0350,-1.00000,0.87460,0.00000,0.82944,1.00000,0.22980,0.23890,-0.91600
14.0520,-1.00000,0.87460,0.00000,0.82944,1.00000,0.22980,0.23890,-0.91600
14.0690,-1.00000,0.87460,0.00000,0.82944,1.00000,0.22980,0.23890,-0.91600
14.0850,-1.00000,0.87460,0.00000,0.82944,1.00000,0.22980,0.23890,-0.91600
14.1020,-1.00000,0.87553,0.00000,0.82944,1.00000,0.23080,0.23960,-0.91600
14.1190,-1.00000,0.87553,0.00000,0.82944,1.00000,0.23080,0.23960,-0.91600
14.1360,-1.00000,0.87553,0.00000,0.82944,1.00000,0.23080,0.23960,-0.91600
14.1530,-1.00000,0.87367,0.00000,0.82685,1.00000,0.22470,0.18760,-0.90940
14.1690,-1.00000,0.87862,0.00000,0.81263,1.00000,0.22840,0.24570,-0.91520
14.1850,-1.00000,0.87862,0.00000,0.81263,1.00000,0.22840,0.24570,-0.91520
14.2010,-1.00000,0.87862,0.00000,0.81263,1.00000,0.22840,0.24570,-0.91520
14.2180,-1.00000,0.87984,0.00000,0.81522,1.00000,0.23060,0.24420,-0.91940
14.2350,-1.00000,0.87984,0.00000,0.81522,1.00000,0.23060,0.24420,-0.91940
14.2520,-1.00000,0.87984,0.00000,0.81522,1.00000,0.23060,0.24420,-0.91940
14.2680,-1.00000,0.87703,0.00000,0.81005,1.00000,0.23110,0.24570,-0.91480
14.2840,-1.00000,0.87175,0.00000,0.82234,1.00000,0.23180,0.24060,-0.91620
14.3010,-1.00000,0.87175,0.00000,0.82234,1.00000,0.23180,0.24060,-0.91620
14.3170,-1.00000,0.87175,0.00000,0.82234,1.00000,0.23180,0.24060,-0.91620
14.3330,-1.00000,0.86925,0.00000,0.81779,1.00000,0.22720,0.23810,-0.92230
14.3500,-1.00000,0.86925,0.00000,0.81779,1.00000,0.22720,0.23810,-0.92230
14.3660,-1.00000,0.86925,0.00000,0.81779,1.00000,0.22720,0.23810,-0.92230
14.3820,-1.00000,0.86925,0.00000,0.81779,1.00000,0.22720,0.23810,-0.92230
14.3980,-1.00000,0.86769,0.00000,0.82102,1.00000,0.22570,0.24010,-0.92110
14.4140,-1.00000,0.86769,0.00000,0.82102,1.00000,0.22570,0.24010,-0.92110
14.4300,-1.00000,0.86769,0.00000,0.82102,1.00000,0.22570,0.24010,-0.92110
14.4460,-1.00000,0.86490,0.00000,0.81714,1.00000,0.23420,0.23720,-0.91520
14.4620,-1.00000,0.85994,0.00000,0.81648,1.00000,0.22620,0.24570,-0.91400
14.4780,-1.00000,0.85994,0.00000,0.81648,1.00000,0.22620,0.24570,-0.91400
14.4940,-1.00000,0.85994,0.00000,0.81648,1.00000,0.22620,0.24570,-0.91400
14.5100,-1.00000,0.85933,0.00000,0.81262,1.00000,0.22840,0.25060,-0.91160
14.5260,-1.00000,0.85933,0.00000,0.81262,1.00000,0.22840,0.25060,-0.91160
14.5420,-1.00000,0.85933,0.00000,0.81262,1.00000,0.22840,0.25060,-0.91160
14.5580,-1.00000,0.85933,0.00000,0.81262,1.00000,0.22840,0.25060,-0.91160
14.5750,-1.00000,0.85718,0.00000,0.80161,1.00000,0.23130,0.24890,-0.91330
14.5920,-1.00000,0.85905,0.00000,0.80939,1.00000,0.22910,0.24400,-0.92010
14.6090,-1.00000,0.85905,0.00000,0.80939,1.00000,0.22910,0.24400,-0.92010
14.6250,-1.00000,0.85905,0.00000,0.80939,1.00000,0.22910,0.24400,-0.92010
14.6410,-1.00000,0.85253,0.00000,0.80551,1.00000,0.22960,0.24470,-0.92330
