#,Thumb,Index,Middle,Ring,Pinky,ch15,ch16,ch17
4.8340,0.94764,0.83985,1.00000,1.00000,0.62149,0.36210,-0.08200,-0.90180
4.8510,0.94764,0.83985,1.00000,1.00000,0.62149,0.36210,-0.08200,-0.90180
4.8680,0.95390,0.84167,1.00000,1.00000,0.62149,0.33960,-0.08200,-0.91040
4.8840,0.95390,0.84167,1.00000,1.00000,0.62149,0.33960,-0.08200,-0.91040
4.9010,0.95390,0.84167,1.00000,1.00000,0.62149,0.33960,-0.08200,-0.91040
4.9180,0.94973,0.84460,1.00000,1.00000,0.62108,0.34970,-0.10050,-0.90210
4.9360,0.95078,0.84350,1.00000,1.00000,0.61984,0.35060,-0.07250,-0.90740
4.9520,0.95078,0.84350,1.00000,1.00000,0.61984,0.35060,-0.07250,-0.90740
4.9680,0.95078,0.84350,1.00000,1.00000,0.61984,0.35060,-0.07250,-0.90740
4.9840,0.95252,0.84349,1.00000,1.00000,0.62149,0.34720,-0.07760,-0.90890
5.0010,0.95252,0.84349,1.00000,1.00000,0.62149,0.34720,-0.07760,-0.90890
5.0170,0.95252,0.84349,1.00000,1.00000,0.62149,0.34720,-0.07760,-0.90890
5.0350,0.95147,0.84167,1.00000,1.00000,0.62191,0.35230,-0.08470,-0.90670
5.0520,0.94347,0.84276,1.00000,1.00000,0.62066,0.35620,-0.09420,-0.90260
5.0690,0.94347,0.84276,1.00000,1.00000,0.62066,0.35620,-0.09420,-0.90260
5.0860,0.94347,0.84276,1.00000,1.00000,0.62066,0.35620,-0.09420,-0.90260
5.1030,0.93861,0.84057,1.00000,1.00000,0.61860,0.35550,-0.09710,-0.88600
5.1200,0.93861,0.84057,1.00000,1.00000,0.61860,0.35550,-0.09710,-0.88600
5.1360,0.93861,0.84057,1.00000,1.00000,0.61860,0.35550,-0.09710,-0.88600
5.1520,0.93861,0.84057,1.00000,1.00000,0.61860,0.35550,-0.09710,-0.88600
5.1680,0.92644,0.83984,1.00000,1.00000,0.61036,0.34110,-0.08050,-0.89160
5.1840,0.92644,0.83984,1.00000,1.00000,0.61036,0.34110,-0.08050,-0.89160
5.2000,0.92644,0.83984,1.00000,1.00000,0.61036,0.34110,-0.08050,-0.89160
5.2160,0.92540,0.83765,1.00000,1.00000,0.60706,0.35310,-0.12440,-0.92280
5.2320,0.92505,0.83875,1.00000,1.00000,0.60582,0.35310,-0.12320,-0.92090
5.2490,0.92505,0.83875,1.00000,1.00000,0.60582,0.35310,-0.12320,-0.92090
5.2660,0.92505,0.83875,1.00000,1.00000,0.60582,0.35310,-0.12320,-0.92090
5.2830,0.91951,0.83766,1.00000,1.00000,0.59716,0.36650,-0.08690,-0.90430
5.3000,0.91951,0.83766,1.00000,1.00000,0.59716,0.36650,-0.08690,-0.90430
5.3170,0.91951,0.83766,1.00000,1.00000,0.59716,0.36650,-0.08690,-0.90430
5.3330,0.91951,0.83766,1.00000,1.00000,0.59716,0.36650,-0.08690,-0.90430
5.3510,0.92925,0.83400,1.00000,1.00000,0.59923,0.34400,-0.07830,-0.90180
5.3670,0.92925,0.83400,1.00000,1.00000,0.59923,0.34400,-0.07830,-0.90180
5.3840,0.92925,0.83400,1.00000,1.00000,0.59923,0.34400,-0.07830,-0.90180
5.4010,0.93552,0.83217,1.00000,1.00000,0.59922,0.36380,-0.08780,-0.91500
5.4170,0.93552,0.83217,1.00000,1.00000,0.59922,0.36380,-0.08780,-0.91500
5.4340,0.93552,0.83217,1.00000,1.00000,0.59922,0.36380,-0.08780,-0.91500
5.4500,0.93552,0.83217,1.00000,1.00000,0.59922,0.36380,-0.08780,-0.91500
5.4670,0.93517,0.83033,1.00000,1.00000,0.59840,0.35310,-0.08590,-0.90400
5.4840,0.93517,0.83033,1.00000,1.00000,0.59840,0.35310,-0.08590,-0.90400
5.5000,0.93517,0.83033,1.00000,1.00000,0.59840,0.35310,-0.08590,-0.90400
5.5160,0.93170,0.83143,1.00000,1.00000,0.59467,0.36310,-0.10050,-0.90130
5.5330,0.93691,0.83034,1.00000,1.00000,0.59509,0.34480,-0.09960,-0.89620
5.5490,0.93691,0.83034,1.00000,1.00000,0.59509,0.34480,-0.09960,-0.89620
5.5660,0.93691,0.83034,1.00000,1.00000,0.59509,0.34480,-0.09960,-0.89620
5.5820,0.93517,0.82888,1.00000,1.00000,0.59550,0.33720,-0.08980,-0.90080
5.5990,0.93517,0.82888,1.00000,1.00000,0.59550,0.33720,-0.08980,-0.90080
5.6160,0.93517,0.82888,1.00000,1.00000,0.59550,0.33720,-0.08980,-0.90080
5.6320,0.93517,0.82888,1.00000,1.00000,0.59550,0.33720,-0.08980,-0.90080
5.6490,0.93274,0.83290,1.00000,1.00000,0.59097,0.33010,-0.08170,-0.91280
5.6660,0.93135,0.82667,1.00000,1.00000,0.59179,0.37770,-0.13590,-0.89910
5.6820,0.93135,0.82667,1.00000,1.00000,0.59179,0.37770,-0.13590,-0.89910
5.6990,0.93135,0.83069,1.00000,1.00000,0.58725,0.33700,-0.10080,-0.90330
5.7160,0.93135,0.83069,1.00000,1.00000,0.58725,0.33700,-0.10080,-0.90330
5.7330,0.93135,0.83069,1.00000,1.00000,0.58725,0.33700,-0.10080,-0.90330
5.7500,0.93135,0.83069,1.00000,1.00000,0.58725,0.33700,-0.10080,-0.90330
5.7670,0.93273,0.83033,1.00000,1.00000,0.58726,0.33280,-0.07730,-0.89500
5.7840,0.93273,0.83033,1.00000,1.00000,0.58726,0.33280,-0.07730,-0.89500
5.8000,0.93273,0.83033,1.00000,1.00000,0.58726,0.33280,-0.07730,-0.89500
5.8170,0.93030,0.83179,1.00000,1.00000,0.58394,0.33770,-0.08540,-0.91380
5.8330,0.92995,0.83143,1.00000,1.00000,0.58187,0.34530,-0.10170,-0.91110
5.8490,0.92995,0.83143,1.00000,1.00000,0.58187,0.34530,-0.10170,-0.91110
5.8660,0.92995,0.83143,1.00000,1.00000,0.58187,0.34530,-0.10170,-0.91110
5.8830,0.92820,0.82557,1.00000,1.00000,0.57939,0.34260,-0.12220,-0.89230
5.9000,0.92820,0.82557,1.00000,1.00000,0.57939,0.34260,-0.12220,-0.89230
5.9170,0.92820,0.82557,1.00000,1.00000,0.57939,0.34260,-0.12220,-0.89230
5.9340,0.93064,0.82264,1.00000,1.00000,0.57939,0.35820,-0.10860,-0.88690
5.9500,0.92855,0.82410,1.00000,1.00000,0.57774,0.34920,-0.10740,-0.89890
5.9670,0.92855,0.82410,1.00000,1.00000,0.57774,0.34920,-0.10740,-0.89890
5.9840,0.92855,0.82410,1.00000,1.00000,0.57774,0.34920,-0.10740,-0.89890
6.0010,0.92369,0.82815,1.00000,1.00000,0.57568,0.35310,-0.11760,-0.91740
6.0180,0.92368,0.82595,1.00000,1.00000,0.57278,0.34570,-0.09960,-0.90820
6.0340,0.92368,0.82595,1.00000,1.00000,0.57278,0.34570,-0.09960,-0.90820
6.0510,0.92368,0.82595,1.00000,1.00000,0.57278,0.34570,-0.09960,-0.90820
6.0680,0.92508,0.82522,1.00000,1.00000,0.57361,0.34870,-0.10220,-0.91350
6.0840,0.92508,0.82522,1.00000,1.00000,0.57361,0.34870,-0.10220,-0.91350
6.1000,0.92508,0.82522,1.00000,1.00000,0.57361,0.34870,-0.10220,-0.91350
6.1170,0.92472,0.82082,1.00000,1.00000,0.57402,0.35380,-0.09590,-0.91010
6.1340,0.92682,0.82118,1.00000,1.00000,0.57362,0.35770,-0.10420,-0.89820
6.1510,0.92682,0.82118,1.00000,1.00000,0.57362,0.35770,-0.10420,-0.89820
6.1670,0.92682,0.82118,1.00000,1.00000,0.57362,0.35770,-0.10420,-0.89820
6.1840,0.92368,0.82704,1.00000,1.00000,0.57279,0.36450,-0.10710,-0.91570
6.2000,0.92368,0.82704,1.00000,1.00000,0.57279,0.36450,-0.10710,-0.91570
6.2160,0.92368,0.82704,1.00000,1.00000,0.57279,0.36450,-0.10710,-0.91570
6.2330,0.92368,0.82704,1.00000,1.00000,0.57279,0.36450,-0.10710,-0.91570
6.2500,0.91740,0.82960,1.00000,1.00000,0.56907,0.35310,-0.10690,-0.91060
6.2670,0.91740,0.82960,1.00000,1.00000,0.56907,0.35310,-0.10690,-0.91060
6.2840,0.91740,0.82960,1.00000,1.00000,0.56907,0.35310,-0.10690,-0.91060
6.3000,0.91323,0.83069,1.00000,1.00000,0.56824,0.33960,-0.07540,-0.90380
6.3160,0.91323,0.83069,1.00000,1.00000,0.56824,0.33960,-0.07540,-0.90380
6.3320,0.91323,0.83069,1.00000,1.00000,0.56824,0.33960,-0.07540,-0.90380
6.3480,0.91323,0.83069,1.00000,1.00000,0.56824,0.33960,-0.07540,-0.90380
6.3650,0.91323,0.83142,1.00000,1.00000,0.56824,0.34140,-0.06390,-0.90480
6.3810,0.91323,0.83142,1.00000,1.00000,0.56824,0.34140,-0.06390,-0.90480
6.3970,0.91323,0.83142,1.00000,1.00000,0.56824,0.34140,-0.06390,-0.90480
6.4140,0.91183,0.83215,1.00000,1.00000,0.56369,0.35260,-0.10080,-0.87520
6.4310,0.90764,0.83216,1.00000,1.00000,0.55125,0.34450,-0.10220,-0.88990
6.4470,0.91077,0.83180,1.00000,1.00000,0.55249,0.33570,-0.08440,-0.90450
6.4630,0.91077,0.83180,1.00000,1.00000,0.55249,0.33570,-0.08440,-0.90450
6.4800,0.91599,0.82740,1.00000,1.00000,0.55539,0.36600,-0.12130,-0.89720
6.4970,0.91599,0.82740,1.00000,1.00000,0.55539,0.36600,-0.12130,-0.89720
6.5150,0.91599,0.82740,1.00000,1.00000,0.55539,0.36600,-0.12130,-0.89720
6.5330,0.91599,0.82740,1.00000,1.00000,0.55539,0.36600,-0.12130,-0.89720
6.5500,0.91599,0.82740,1.00000,1.00000,0.55539,0.36600,-0.12130,-0.89720
6.5660,0.91599,0.82740,1.00000,1.00000,0.55539,0.36600,-0.12130,-0.89720
6.5830,0.91599,0.82740,1.00000,1.00000,0.55539,0.36600,-0.12130,-0.89720
6.6000,0.92401,0.82337,1.00000,1.00000,0.55704,0.35210,-0.08170,-0.90790
6.6160,0.92193,0.81641,1.00000,1.00000,0.54709,0.36720,-0.12910,-0.89840
6.6320,0.92193,0.81641,1.00000,1.00000,0.54709,0.36720,-0.12910,-0.89840
6.6490,0.92193,0.81641,1.00000,1.00000,0.54709,0.36720,-0.12910,-0.89840
6.6660,0.92786,0.81236,1.00000,1.00000,0.55206,0.34870,-0.07640,-0.91130
6.6830,0.92786,0.81236,1.00000,1.00000,0.55206,0.34870,-0.07640,-0.91130
6.7000,0.92786,0.81236,1.00000,1.00000,0.55206,0.34870,-0.07640,-0.91130
6.7160,0.92370,0.81310,1.00000,1.00000,0.55497,0.36060,-0.12270,-0.89740
6.7330,0.92649,0.80870,1.00000,1.00000,0.55580,0.34750,-0.09610,-0.90790
6.7490,0.92649,0.80870,1.00000,1.00000,0.55580,0.34750,-0.09610,-0.90790
6.7660,0.92649,0.80870,1.00000,1.00000,0.55580,0.34750,-0.09610,-0.90790
6.7820,0.92753,0.80541,1.00000,1.00000,0.55580,0.35720,-0.10520,-0.88840
6.7990,0.92753,0.80541,1.00000,1.00000,0.55580,0.35720,-0.10520,-0.88840
6.8160,0.92753,0.80541,1.00000,1.00000,0.55580,0.35720,-0.10520,-0.88840
6.8330,0.92509,0.80688,1.00000,1.00000,0.55372,0.36040,-0.09150,-0.88790
6.8490,0.92440,0.80761,1.00000,1.00000,0.55248,0.35160,-0.08910,-0.88890
6.8660,0.92440,0.80761,1.00000,1.00000,0.55248,0.35160,-0.08910,-0.88890
6.8830,0.92440,0.80761,1.00000,1.00000,0.55248,0.35160,-0.08910,-0.88890
6.9010,0.92092,0.80284,1.00000,1.00000,0.55124,0.35140,-0.10150,-0.90010
6.9170,0.92264,0.80284,1.00000,1.00000,0.55456,0.35550,-0.09440,-0.89840
6.9330,0.92264,0.80284,1.00000,1.00000,0.55456,0.35550,-0.09440,-0.89840
6.9500,0.92264,0.80284,1.00000,1.00000,0.55456,0.35550,-0.09440,-0.89840
6.9670,0.92055,0.80610,1.00000,1.00000,0.54959,0.35530,-0.07950,-0.88740
6.9840,0.92055,0.80610,1.00000,1.00000,0.54959,0.35530,-0.07950,-0.88740
7.0000,0.92055,0.80610,1.00000,1.00000,0.54959,0.35530,-0.07950,-0.88740
7.0170,0.91777,0.80646,1.00000,1.00000,0.54544,0.36430,-0.12050,-0.88670
7.0340,0.91080,0.81013,1.00000,1.00000,0.54586,0.34790,-0.10420,-0.92130
7.0500,0.91080,0.81013,1.00000,1.00000,0.54586,0.34790,-0.10420,-0.92130
7.0670,0.91080,0.81013,1.00000,1.00000,0.54586,0.34790,-0.10420,-0.92130
7.0840,0.90905,0.80645,1.00000,1.00000,0.54420,0.37140,-0.12080,-0.89840
7.1000,0.90905,0.80645,1.00000,1.00000,0.54420,0.37140,-0.12080,-0.89840
7.1170,0.90905,0.80645,1.00000,1.00000,0.54420,0.37140,-0.12080,-0.89840
7.1340,0.90661,0.80829,1.00000,1.00000,0.54378,0.35840,-0.09270,-0.90720
7.1500,0.89861,0.81232,1.00000,1.00000,0.53840,0.35920,-0.07610,-0.91010
7.1670,0.89861,0.81232,1.00000,1.00000,0.53840,0.35920,-0.07610,-0.91010
7.1840,0.89861,0.81232,1.00000,1.00000,0.53840,0.35920,-0.07610,-0.91010
7.2010,0.89651,0.81416,1.00000,1.00000,0.53675,0.35110,-0.08640,-0.91060
7.2180,0.89651,0.81416,1.00000,1.00000,0.53675,0.35110,-0.08640,-0.91060
7.2340,0.89651,0.81416,1.00000,1.00000,0.53675,0.35110,-0.08640,-0.91060
7.2500,0.89651,0.81416,1.00000,1.00000,0.53675,0.35110,-0.08640,-0.91060
7.2660,0.88746,0.80909,1.00000,1.00000,0.53839,0.34840,-0.08220,-0.90430
7.2830,0.88606,0.80724,1.00000,1.00000,0.54130,0.35110,-0.09250,-0.90040
7.2990,0.88606,0.80724,1.00000,1.00000,0.54130,0.35110,-0.09250,-0.90040
7.3150,0.88641,0.80577,1.00000,1.00000,0.54337,0.34530,-0.09200,-0.90330
7.3310,0.88430,0.80174,1.00000,1.00000,0.54005,0.36160,-0.08980,-0.90210
7.3480,0.88430,0.80174,1.00000,1.00000,0.54005,0.36160,-0.08980,-0.90210
7.3640,0.88430,0.80174,1.00000,1.00000,0.54005,0.36160,-0.08980,-0.90210
7.3800,0.87628,0.80541,1.00000,1.00000,0.53258,0.36430,-0.11030,-0.90990
7.3970,0.87733,0.80100,1.00000,1.00000,0.53176,0.35840,-0.09610,-0.90790
7.4140,0.87733,0.80100,1.00000,1.00000,0.53176,0.35840,-0.09610,-0.90790
7.4300,0.87733,0.80100,1.00000,1.00000,0.53176,0.35840,-0.09610,-0.90790
7.4470,0.87174,0.79402,1.00000,1.00000,0.52387,0.36040,-0.09560,-0.89470
7.4630,0.87174,0.79402,1.00000,1.00000,0.52387,0.36040,-0.09560,-0.89470
7.4790,0.87174,0.79402,1.00000,1.00000,0.52387,0.36040,-0.09560,-0.89470
7.4960,0.87242,0.78740,1.00000,1.00000,0.51931,0.36580,-0.09810,-0.90770
7.5130,0.87207,0.78447,1.00000,1.00000,0.52139,0.36800,-0.12400,-0.91260
7.5290,0.87207,0.78447,1.00000,1.00000,0.52139,0.36800,-0.12400,-0.91260
7.5450,0.87207,0.78447,1.00000,1.00000,0.52139,0.36800,-0.12400,-0.91260
7.5610,0.86648,0.78006,1.00000,1.00000,0.51476,0.34550,-0.07980,-0.88890
7.5770,0.86648,0.78006,1.00000,1.00000,0.51476,0.34550,-0.07980,-0.88890
7.5940,0.86648,0.78006,1.00000,1.00000,0.51476,0.34550,-0.07980,-0.88890
7.6110,0.86648,0.78006,1.00000,1.00000,0.51476,0.34550,-0.07980,-0.88890
7.6280,0.86369,0.78300,1.00000,1.00000,0.51434,0.34870,-0.10170,-0.88770
7.6460,0.86369,0.78300,1.00000,1.00000,0.51434,0.34870,-0.10170,-0.88770
7.6630,0.86369,0.78300,1.00000,1.00000,0.51434,0.34870,-0.10170,-0.88770
7.6800,0.86754,0.77787,1.00000,1.00000,0.51725,0.33770,-0.07150,-0.91010
7.6970,0.86754,0.77787,1.00000,1.00000,0.51725,0.33770,-0.07150,-0.91010
7.7140,0.86194,0.78338,1.00000,1.00000,0.51434,0.36550,-0.11150,-0.89550
7.7300,0.86194,0.78338,1.00000,1.00000,0.51434,0.36550,-0.11150,-0.89550
7.7470,0.85914,0.78301,1.00000,1.00000,0.52098,0.36330,-0.10390,-0.88910
7.7630,0.85914,0.78301,1.00000,1.00000,0.52098,0.36330,-0.10390,-0.88910
7.7790,0.85914,0.78301,1.00000,1.00000,0.52098,0.36330,-0.10390,-0.88910
7.7970,0.85775,0.78743,1.00000,1.00000,0.51890,0.36110,-0.11030,-0.89650
7.8140,0.85566,0.79000,1.00000,1.00000,0.51683,0.34890,-0.09540,-0.90160
7.8300,0.85566,0.79000,1.00000,1.00000,0.51683,0.34890,-0.09540,-0.90160
7.8470,0.85566,0.79000,1.00000,1.00000,0.51683,0.34890,-0.09540,-0.90160
7.8630,0.85391,0.79074,1.00000,1.00000,0.51433,0.35140,-0.09030,-0.90430
7.8790,0.85391,0.79074,1.00000,1.00000,0.51433,0.35140,-0.09030,-0.90430
7.8960,0.85391,0.79074,1.00000,1.00000,0.51433,0.35140,-0.09030,-0.90430
7.9130,0.85391,0.79074,1.00000,1.00000,0.51433,0.35140,-0.09030,-0.90430
7.9290,0.84972,0.78926,1.00000,1.00000,0.50561,0.35450,-0.08590,-0.90840
7.9450,0.84972,0.78926,1.00000,1.00000,0.50561,0.35450,-0.08590,-0.90840
7.9610,0.84972,0.78926,1.00000,1.00000,0.50561,0.35450,-0.08590,-0.90840
7.9780,0.85007,0.78486,1.00000,1.00000,0.50478,0.36010,-0.09520,-0.90740
7.9950,0.85007,0.78486,1.00000,1.00000,0.50394,0.36190,-0.08490,-0.90890
8.0120,0.85007,0.78486,1.00000,1.00000,0.50394,0.36190,-0.08490,-0.90890
8.0280,0.85007,0.78486,1.00000,1.00000,0.50394,0.36190,-0.08490,-0.90890
8.0440,0.84902,0.78375,1.00000,1.00000,0.50352,0.35400,-0.08420,-0.91090
8.0610,0.84902,0.78375,1.00000,1.00000,0.50352,0.35400,-0.08420,-0.91090
8.0780,0.84902,0.78375,1.00000,1.00000,0.50352,0.35400,-0.08420,-0.91090
8.0950,0.84867,0.77970,1.00000,1.00000,0.49854,0.35110,-0.09780,-0.89620
8.1120,0.84411,0.77970,1.00000,1.00000,0.49646,0.36580,-0.08610,-0.90380
8.1280,0.84411,0.77970,1.00000,1.00000,0.49646,0.36580,-0.08610,-0.90380
8.1440,0.84411,0.77970,1.00000,1.00000,0.49646,0.36580,-0.08610,-0.90380
8.1600,0.84095,0.77933,1.00000,1.00000,0.49354,0.36620,-0.09470,-0.91400
8.1770,0.84095,0.77933,1.00000,1.00000,0.49354,0.36620,-0.09470,-0.91400
8.1940,0.84095,0.77933,1.00000,1.00000,0.49354,0.36620,-0.09470,-0.91400
8.2110,0.84095,0.77933,1.00000,1.00000,0.49354,0.36620,-0.09470,-0.91400
8.2280,0.83884,0.77528,1.00000,1.00000,0.49188,0.34430,-0.08250,-0.91400
8.2460,0.83884,0.77528,1.00000,1.00000,0.49188,0.34430,-0.08250,-0.91400
8.2630,0.83884,0.77528,1.00000,1.00000,0.49188,0.34430,-0.08250,-0.91400
8.2800,0.83673,0.77084,1.00000,1.00000,0.49313,0.35180,-0.09080,-0.91110
8.2960,0.83673,0.77084,1.00000,1.00000,0.49313,0.35180,-0.09080,-0.91110
8.3130,0.83673,0.77084,1.00000,1.00000,0.49313,0.35180,-0.09080,-0.91110
8.3300,0.83673,0.77084,1.00000,1.00000,0.49313,0.35180,-0.09080,-0.91110
8.3480,0.83144,0.76715,1.00000,1.00000,0.49022,0.34140,-0.08780,-0.89650
8.3640,0.83144,0.76715,1.00000,1.00000,0.49022,0.34140,-0.08780,-0.89650
8.3810,0.83144,0.76715,1.00000,1.00000,0.49022,0.34140,-0.08780,-0.89650
8.3970,0.83355,0.76163,1.00000,1.00000,0.49105,0.34570,-0.09250,-0.88550
8.4130,0.83215,0.76457,1.00000,1.00000,0.49187,0.34550,-0.08910,-0.87670
8.4290,0.83215,0.76457,1.00000,1.00000,0.49187,0.34550,-0.08910,-0.87670
8.4450,0.83215,0.76457,1.00000,1.00000,0.49187,0.34550,-0.08910,-0.87670
8.4620,0.83566,0.76200,1.00000,1.00000,0.53153,0.34820,-0.09490,-0.90520
8.4790,0.83392,0.76310,1.00000,1.00000,0.54221,0.34620,-0.09830,-0.90380
8.4960,0.83392,0.76310,1.00000,1.00000,0.54221,0.34620,-0.09830,-0.90380
8.5120,0.83392,0.76310,1.00000,1.00000,0.54221,0.34620,-0.09830,-0.90380
8.5280,0.83532,0.76016,1.00000,1.00000,0.55332,0.34280,-0.09960,-0.90260
8.5450,0.83532,0.76016,1.00000,1.00000,0.55332,0.34280,-0.09960,-0.90260
8.5620,0.83532,0.76016,1.00000,1.00000,0.55332,0.34280,-0.09960,-0.90260
8.5780,0.83602,0.75795,1.00000,1.00000,0.56644,0.33920,-0.08910,-0.89910
8.5940,0.83602,0.75795,1.00000,1.00000,0.56644,0.33920,-0.08910,-0.89910
8.6100,0.83602,0.75795,1.00000,1.00000,0.56644,0.33920,-0.08910,-0.89910
8.6260,0.83602,0.75795,1.00000,1.00000,0.56644,0.33920,-0.08910,-0.89910
8.6420,0.83357,0.76200,1.00000,1.00000,0.64380,0.36040,-0.11130,-0.90130
8.6580,0.83465,0.76865,1.00000,1.00000,0.81023,0.35840,-0.09710,-0.89330
8.6750,0.83184,0.76681,1.00000,1.00000,0.84439,0.35380,-0.10170,-0.90380
8.6910,0.83184,0.76681,1.00000,1.00000,0.84439,0.35380,-0.10170,-0.90380
8.7080,0.83009,0.76387,1.00000,1.00000,0.89759,0.35180,-0.09540,-0.91280
8.7250,0.83009,0.76387,1.00000,1.00000,0.89759,0.35180,-0.09540,-0.91280
8.7420,0.83009,0.76387,1.00000,1.00000,0.89759,0.35180,-0.09540,-0.91280
8.7590,0.82868,0.76608,1.00000,1.00000,0.94397,0.35060,-0.09520,-0.89960
8.7760,0.82868,0.76608,1.00000,1.00000,0.94397,0.35060,-0.09520,-0.89960
8.7930,0.82868,0.76608,1.00000,1.00000,0.94397,0.35060,-0.09520,-0.89960
8.8090,0.82868,0.76608,1.00000,1.00000,0.94397,0.35060,-0.09520,-0.89960
8.8260,0.82552,0.76129,1.00000,1.00000,1.00000,0.34280,-0.10440,-0.89960
8.8420,0.82691,0.76018,1.00000,1.00000,1.00000,0.33990,-0.10100,-0.90400
8.8580,0.82691,0.76018,1.00000,1.00000,1.00000,0.33990,-0.10100,-0.90400
8.8750,0.82902,0.75097,1.00000,1.00000,1.00000,0.34970,-0.10540,-0.88650
8.8920,0.82584,0.74729,1.00000,1.00000,1.00000,0.34500,-0.09610,-0.89670
8.9090,0.82584,0.74729,1.00000,1.00000,1.00000,0.34500,-0.09610,-0.89670
8.9260,0.82584,0.74729,1.00000,1.00000,1.00000,0.34500,-0.09610,-0.89670
8.9420,0.82793,0.74101,1.00000,1.00000,1.00000,0.34750,-0.09050,-0.92160
8.9590,0.82793,0.74101,1.00000,1.00000,1.00000,0.34750,-0.09050,-0.92160
8.9760,0.82793,0.74101,1.00000,1.00000,1.00000,0.34750,-0.09050,-0.92160
8.9930,0.82793,0.74101,1.00000,1.00000,1.00000,0.34750,-0.09050,-0.92160
9.0090,0.83074,0.73990,1.00000,1.00000,1.00000,0.34310,-0.10760,-0.89280
9.0260,0.83074,0.73990,1.00000,1.00000,1.00000,0.34310,-0.10760,-0.89280
9.0430,0.83074,0.73990,1.00000,1.00000,1.00000,0.34310,-0.10760,-0.89280
9.0590,0.82723,0.74100,1.00000,1.00000,1.00000,0.33920,-0.08860,-0.89960
9.0760,0.83003,0.74100,1.00000,1.00000,1.00000,0.35010,-0.11390,-0.90130
9.0930,0.83003,0.74100,1.00000,1.00000,1.00000,0.35010,-0.11390,-0.90130
9.1090,0.83003,0.74100,1.00000,1.00000,1.00000,0.35010,-0.11390,-0.90130
9.1260,0.83108,0.74101,1.00000,1.00000,1.00000,0.35550,-0.08950,-0.90450
9.1430,0.83108,0.74101,1.00000,1.00000,1.00000,0.35550,-0.08950,-0.90450
9.1600,0.83108,0.74101,1.00000,1.00000,1.00000,0.35550,-0.08950,-0.90450
9.1790,0.82548,0.74507,1.00000,1.00000,1.00000,0.35380,-0.10660,-0.89350
9.1960,0.82516,0.75024,1.00000,1.00000,1.00000,0.34570,-0.09300,-0.91280
9.2120,0.82516,0.75024,1.00000,1.00000,1.00000,0.34570,-0.09300,-0.91280
9.2280,0.82516,0.75024,1.00000,1.00000,1.00000,0.34570,-0.09300,-0.91280
9.2440,0.82411,0.75614,1.00000,1.00000,1.00000,0.35380,-0.09610,-0.90400
9.2610,0.82411,0.75614,1.00000,1.00000,1.00000,0.35380,-0.09610,-0.90400
9.2780,0.82411,0.75614,1.00000,1.00000,1.00000,0.35380,-0.09610,-0.90400
9.2950,0.82166,0.75577,1.00000,1.00000,1.00000,0.35870,-0.11520,-0.91700
9.3110,0.81990,0.75393,1.00000,1.00000,1.00000,0.34060,-0.08740,-0.90180
9.3270,0.81990,0.75393,1.00000,1.00000,1.00000,0.34060,-0.08740,-0.90180
9.3440,0.81990,0.75393,1.00000,1.00000,1.00000,0.34060,-0.08740,-0.90180
9.3600,0.82305,0.74545,1.00000,1.00000,1.00000,0.36430,-0.11250,-0.91040
9.3770,0.81956,0.74582,1.00000,1.00000,0.99360,0.36670,-0.09860,-0.90840
9.3950,0.81956,0.74582,1.00000,1.00000,0.99360,0.36670,-0.09860,-0.90840
9.4110,0.81956,0.74582,1.00000,1.00000,0.99360,0.36670,-0.09860,-0.90840
9.4280,0.81920,0.74213,1.00000,1.00000,0.96323,0.34010,-0.09170,-0.90500
9.4440,0.81920,0.74213,1.00000,1.00000,0.96323,0.34010,-0.09170,-0.90500
9.4600,0.81920,0.74213,1.00000,1.00000,0.96323,0.34010,-0.09170,-0.90500
9.4770,0.81815,0.73732,1.00000,1.00000,0.93920,0.34260,-0.09250,-0.89470
9.4940,0.81779,0.73400,1.00000,1.00000,0.92275,0.35530,-0.11200,-0.89720
9.5110,0.81779,0.73400,1.00000,1.00000,0.92275,0.35530,-0.11200,-0.89720
9.5270,0.81779,0.73400,1.00000,1.00000,0.92275,0.35530,-0.11200,-0.89720
9.5440,0.81533,0.72774,1.00000,1.00000,0.89258,0.35720,-0.09350,-0.91280
9.5600,0.81533,0.72774,1.00000,1.00000,0.89258,0.35720,-0.09350,-0.91280
9.5770,0.81533,0.72774,1.00000,1.00000,0.89258,0.35720,-0.09350,-0.91280
9.5940,0.81533,0.72774,1.00000,1.00000,0.89258,0.35720,-0.09350,-0.91280
9.6110,0.80828,0.73068,1.00000,1.00000,0.84985,0.34750,-0.11270,-0.88650
9.6280,0.80828,0.73068,1.00000,1.00000,0.84985,0.34750,-0.11270,-0.88650
9.6450,0.80828,0.73068,1.00000,1.00000,0.84985,0.34750,-0.11270,-0.88650
9.6610,0.80441,0.73142,1.00000,1.00000,0.82560,0.34010,-0.08560,-0.89160
9.6780,0.80441,0.73142,1.00000,1.00000,0.82560,0.34010,-0.08560,-0.89160
9.6940,0.80441,0.73142,1.00000,1.00000,0.82560,0.34010,-0.08560,-0.89160
9.7110,0.80441,0.73142,1.00000,1.00000,0.82560,0.34010,-0.08560,-0.89160
9.7280,0.80511,0.73105,1.00000,1.00000,0.81628,0.34310,-0.08540,-0.90380
9.7440,0.80511,0.73105,1.00000,1.00000,0.81628,0.34310,-0.08540,-0.90380
9.7610,0.80511,0.73105,1.00000,1.00000,0.81628,0.34310,-0.08540,-0.90380
