time_s,Thumb,Index,Middle,Ring,Pinky
3.1800,1.00000,-0.71436,0.00065,-0.31938,-0.53850
3.1970,1.00000,-0.71436,0.00065,-0.31938,-0.53850
3.2140,1.00000,-0.71436,0.00065,-0.31938,-0.53850
3.2310,0.98166,-0.60970,-0.00635,-0.32176,-0.55609
3.2480,0.86669,-0.36342,-0.03317,-0.33031,-0.59335
3.2650,0.88518,-0.36342,-0.02044,-0.32150,-0.57096
3.2810,0.88518,-0.36342,-0.02044,-0.32150,-0.57096
3.2990,0.91324,-0.36342,0.00813,-0.30462,-0.52146
3.3160,0.92852,-0.36342,0.00042,-0.33405,-0.54588
3.3330,0.92852,-0.36342,0.00042,-0.33405,-0.54588
3.3510,0.99575,-0.36342,-0.02051,-0.36416,-0.55537
3.3680,1.00000,-0.36342,-0.02221,-0.36895,-0.55886
3.3850,1.00000,-0.36342,-0.02221,-0.36895,-0.55886
3.4020,1.00000,-0.36342,-0.02221,-0.36895,-0.55886
3.4180,1.00000,-0.36342,-0.01175,-0.35108,-0.54050
3.4350,1.00000,-0.36342,-0.01175,-0.35108,-0.54050
3.4530,1.00000,-0.36342,-0.01175,-0.35108,-0.54050
3.4700,1.00000,-0.36342,0.00291,-0.34450,-0.52882
3.4870,1.00000,-0.36342,0.00291,-0.34450,-0.52882
3.5030,1.00000,-0.36342,0.00291,-0.34450,-0.52882
3.5200,1.00000,-0.36342,0.00291,-0.34450,-0.52882
3.5370,1.00000,-0.36342,-0.02321,-0.37031,-0.57067
3.5530,1.00000,-0.36342,-0.01910,-0.36173,-0.56049
3.5690,1.00000,-0.36342,-0.01910,-0.36173,-0.56049
3.5860,1.00000,-0.36342,-0.00738,-0.32251,-0.55211
3.6030,1.00000,-0.36342,-0.00738,-0.32092,-0.54612
3.6190,1.00000,-0.36342,-0.00738,-0.32092,-0.54612
3.6360,1.00000,-0.36342,-0.00738,-0.32092,-0.54612
3.6520,1.00000,-0.36342,-0.01161,-0.30705,-0.53916
3.6690,1.00000,-0.36342,-0.01161,-0.30705,-0.53916
3.6870,1.00000,-0.36342,-0.01161,-0.30705,-0.53916
3.7040,1.00000,-0.36342,-0.00823,-0.31339,-0.53371
3.7210,0.94420,-0.36342,-0.01057,-0.30645,-0.52987
3.7370,0.94420,-0.36342,-0.01057,-0.30645,-0.52987
3.7530,0.94420,-0.36342,-0.01057,-0.30645,-0.52987
3.7700,0.93188,-0.36342,-0.00477,-0.30453,-0.53421
3.7870,0.93188,-0.36342,-0.00477,-0.30453,-0.53421
3.8030,0.93188,-0.36342,-0.00477,-0.30453,-0.53421
3.8210,0.94264,-0.36342,-0.00806,-0.30606,-0.53519
3.8380,0.96110,-0.36342,-0.00803,-0.30954,-0.53323
3.8550,0.96110,-0.36342,-0.00803,-0.30954,-0.53323
3.8720,0.96110,-0.36342,-0.00803,-0.30954,-0.53323
3.8890,0.96110,-0.36342,-0.00721,-0.31107,-0.54000
3.9060,0.96110,-0.36342,-0.00721,-0.31107,-0.54000
3.9230,0.96110,-0.36342,-0.00721,-0.31107,-0.54000
3.9400,0.96110,-0.36342,-0.00721,-0.31107,-0.54000
3.9570,0.92434,-0.36342,-0.02823,-0.33918,-0.58273
3.9730,0.90131,-0.36342,-0.02908,-0.34584,-0.58867
3.9890,0.90131,-0.36342,-0.02908,-0.34584,-0.58867
4.0050,0.90131,-0.36342,-0.02908,-0.34584,-0.58867
4.0210,0.87195,-0.36342,0.00961,-0.29720,-0.56733
4.0380,0.87195,-0.36342,0.00961,-0.29720,-0.56733
4.0540,0.87195,-0.36342,0.00961,-0.29720,-0.56733
4.0710,0.87946,-0.36342,0.02906,-0.28355,-0.55601
4.0880,0.87946,-0.36342,0.02906,-0.28355,-0.55601
4.1050,0.87946,-0.36342,0.02906,-0.28355,-0.55601
4.1210,0.87946,-0.36342,0.02906,-0.28355,-0.55601
4.1380,0.87946,-0.36342,0.02906,-0.28355,-0.55601
4.1550,0.87946,-0.36342,0.02906,-0.28355,-0.55601
4.1710,0.87946,-0.36342,0.02906,-0.28355,-0.55601
4.1880,0.91325,-0.36342,0.04376,-0.25677,-0.52497
4.2050,0.94849,-0.36342,0.06384,-0.23649,-0.48510
4.2220,0.94849,-0.36342,0.06384,-0.23649,-0.48510
4.2390,0.94849,-0.36342,0.06384,-0.23649,-0.48510
4.2550,0.97018,-0.36342,0.07428,-0.23607,-0.45890
4.2720,0.97018,-0.36342,0.07428,-0.23607,-0.45890
4.2880,0.97018,-0.36342,0.07428,-0.23607,-0.45890
4.3040,0.97018,-0.36342,0.07461,-0.23568,-0.45890
4.3210,0.97018,-0.36342,0.07461,-0.23568,-0.45890
4.3380,0.97018,-0.36342,0.07461,-0.23568,-0.45890
4.3540,0.97018,-0.36342,0.07461,-0.23568,-0.45890
4.3710,0.96865,-0.36342,0.07629,-0.23491,-0.45253
4.3870,0.96865,-0.36342,0.07629,-0.23491,-0.45253
4.4040,0.96865,-0.36342,0.07629,-0.23491,-0.45253
4.4200,0.96865,-0.36342,0.07629,-0.23491,-0.45253
4.4370,0.97478,-0.36342,0.07494,-0.23723,-0.45448
4.4540,0.97478,-0.36342,0.07494,-0.23723,-0.45448
4.4710,0.97478,-0.36342,0.07494,-0.23723,-0.45448
4.4890,1.00000,-0.36342,0.07602,-0.24351,-0.44609
4.5060,1.00000,-0.36342,0.07602,-0.24351,-0.44609
4.5230,1.00000,-0.36342,0.07602,-0.24351,-0.44609
4.5400,1.00000,-0.36342,0.07602,-0.24351,-0.44609
4.5570,1.00000,-0.36342,0.08668,-0.22483,-0.42937
4.5730,1.00000,-0.36342,0.08668,-0.22483,-0.42937
4.5890,1.00000,-0.36342,0.08668,-0.22483,-0.42937
4.6050,1.00000,-0.36342,0.08668,-0.22483,-0.42937
4.6210,1.00000,-0.36342,0.08799,-0.22175,-0.41726
4.6380,1.00000,-0.36342,0.08799,-0.22175,-0.41726
4.6550,1.00000,-0.36342,0.08799,-0.22175,-0.41726
4.6720,1.00000,-0.36342,0.08799,-0.22175,-0.41726
4.6890,1.00000,-0.36342,0.08799,-0.22175,-0.41726
4.7070,1.00000,-0.36342,0.08799,-0.22175,-0.41726
4.7250,1.00000,-0.36342,0.09028,-0.22060,-0.41340
4.7420,1.00000,-0.36342,0.07367,-0.24748,-0.45430
4.7580,1.00000,-0.36342,0.07367,-0.24748,-0.45430
4.7750,1.00000,-0.36342,0.07367,-0.24748,-0.45430
4.7910,1.00000,-0.36342,0.07411,-0.23184,-0.45250
